purchase_id,member_id,rental_id,total_amount,points_accrued,payment_method,purchased_at
ORD-20260705-7256-0315,M-1403,SESS-20260705-4384-0128,90.00,13,Cash,2026-07-05T04:24:25+08:00
ORD-20260705-2092-0070,M-1331,SESS-20260705-1508-0135,225.00,22,GCash,2026-07-05T04:38:09+08:00
ORD-20260705-3345-0120,M-1299,SESS-20260705-1928-0371,180.00,18,Maya,2026-07-05T05:03:28+08:00
ORD-20260705-9145-0280,M-1190,SESS-20260705-1164-0212,65.00,8,GCash,2026-07-05T05:03:47+08:00
ORD-20260705-3240-0164,M-1467,SESS-20260705-5258-0031,95.00,11,Cash,2026-07-05T05:26:24+08:00
ORD-20260705-8268-0244,M-1683,SESS-20260705-1030-0003,90.00,13,GCash,2026-07-05T05:33:26+08:00
ORD-20260705-6516-0016,M-1399,SESS-20260705-8187-0132,220.00,22,Cash,2026-07-05T06:44:27+08:00
ORD-20260705-2280-0135,M-1007,SESS-20260705-6667-0126,165.00,20,Cash,2026-07-05T07:36:03+08:00
ORD-20260705-3403-0152,M-1137,SESS-20260705-9660-0191,290.00,29,Maya,2026-07-05T07:55:07+08:00
ORD-20260705-7210-0096,M-1822,SESS-20260705-2888-0165,395.00,39,Cash,2026-07-05T07:57:53+08:00
ORD-20260705-1752-0324,M-1558,,165.00,16,GCash,2026-07-05T09:11:00+08:00
ORD-20260705-1105-0060,M-1741,SESS-20260705-8690-0045,155.00,19,GCash,2026-07-05T09:13:20+08:00
ORD-20260705-6613-0360,M-1798,,150.00,15,GCash,2026-07-05T09:31:00+08:00
ORD-20260705-8995-0317,M-1781,,90.00,13,GCash,2026-07-05T09:35:00+08:00
ORD-20260705-3580-0334,M-1721,,120.00,12,GCash,2026-07-05T09:55:00+08:00
ORD-20260705-1741-0400,M-1480,,120.00,12,GCash,2026-07-05T10:02:00+08:00
ORD-20260705-4155-0319,M-1211,,120.00,12,GCash,2026-07-05T10:05:00+08:00
ORD-20260705-8922-0365,M-1337,,120.00,15,Maya,2026-07-05T10:07:00+08:00
ORD-20260705-2406-0193,M-1141,SESS-20260705-6025-0054,165.00,16,GCash,2026-07-05T10:13:49+08:00
ORD-20260705-4366-0252,M-1808,SESS-20260705-3347-0012,90.00,13,GCash,2026-07-05T10:23:00+08:00
ORD-20260705-5564-0285,M-1461,SESS-20260705-5812-0009,180.00,18,GCash,2026-07-05T10:24:09+08:00
ORD-20260705-7049-0329,M-1094,,130.00,13,Cash,2026-07-05T10:27:00+08:00
ORD-20260705-2571-0325,M-1580,,120.00,15,GCash,2026-07-05T10:37:00+08:00
ORD-20260705-4378-0415,M-1291,,240.00,24,Cash,2026-07-05T10:38:00+08:00
ORD-20260705-3753-0409,M-1577,,150.00,18,Maya,2026-07-05T10:45:00+08:00
ORD-20260705-6981-0159,M-1127,SESS-20260705-2740-0030,120.00,12,GCash,2026-07-05T10:45:59+08:00
ORD-20260705-8292-0316,M-1709,,30.00,3,GCash,2026-07-05T10:47:00+08:00
ORD-20260705-3877-0406,M-1254,,150.00,15,GCash,2026-07-05T10:50:00+08:00
ORD-20260705-9602-0106,M-1131,SESS-20260705-9736-0232,165.00,16,Cash,2026-07-05T10:50:12+08:00
ORD-20260705-5367-0341,M-1290,,65.00,6,Cash,2026-07-05T10:51:00+08:00
ORD-20260705-4950-0413,M-1465,,65.00,8,GCash,2026-07-05T11:07:00+08:00
ORD-20260705-6936-0024,M-1604,SESS-20260705-5387-0263,115.00,11,GCash,2026-07-05T11:14:39+08:00
ORD-20260705-3664-0359,M-1791,,65.00,8,Credit Card,2026-07-05T11:24:00+08:00
ORD-20260705-6826-0402,M-1712,,250.00,25,Credit Card,2026-07-05T11:28:00+08:00
ORD-20260705-7318-0212,M-1667,SESS-20260705-9744-0334,180.00,22,Credit Card,2026-07-05T11:58:33+08:00
ORD-20260705-8086-0382,M-1309,,90.00,9,Maya,2026-07-05T12:00:00+08:00
ORD-20260705-9080-0023,M-1571,SESS-20260705-9757-0122,75.00,7,Maya,2026-07-05T12:01:58+08:00
ORD-20260705-4043-0062,M-1511,SESS-20260705-6798-0065,200.00,25,GCash,2026-07-05T12:02:29+08:00
ORD-20260705-7458-0362,M-1442,,65.00,6,Cash,2026-07-05T12:12:00+08:00
ORD-20260705-7921-0351,M-1440,,180.00,18,GCash,2026-07-05T12:15:00+08:00
ORD-20260705-9340-0379,M-1483,,65.00,6,Credit Card,2026-07-05T12:22:00+08:00
ORD-20260705-7069-0310,M-1739,SESS-20260705-4447-0148,120.00,15,Maya,2026-07-05T12:34:57+08:00
ORD-20260705-5261-0380,M-1196,,30.00,3,GCash,2026-07-05T12:35:00+08:00
ORD-20260705-8242-0387,M-1073,,90.00,9,Maya,2026-07-05T12:47:00+08:00
ORD-20260705-2018-0395,M-1299,,180.00,18,GCash,2026-07-05T12:48:00+08:00
ORD-20260705-9762-0377,M-1356,,90.00,13,Cash,2026-07-05T12:52:00+08:00
ORD-20260705-5729-0367,M-1448,,30.00,3,Maya,2026-07-05T12:53:00+08:00
ORD-20260705-2156-0052,M-1005,SESS-20260705-8196-0053,85.00,8,Credit Card,2026-07-05T13:02:52+08:00
ORD-20260705-2132-0338,M-1502,,85.00,8,GCash,2026-07-05T13:07:00+08:00
ORD-20260705-1553-0028,M-1085,SESS-20260705-3321-0142,85.00,8,Cash,2026-07-05T13:11:58+08:00
ORD-20260705-3365-0078,M-1830,SESS-20260705-2898-0008,145.00,18,GCash,2026-07-05T13:14:48+08:00
ORD-20260705-1843-0269,M-1766,SESS-20260705-8950-0207,210.00,26,GCash,2026-07-05T13:14:58+08:00
ORD-20260705-9224-0358,M-2159,,75.00,7,GCash,2026-07-05T13:16:00+08:00
ORD-20260705-8558-0357,M-1737,,180.00,18,Maya,2026-07-05T13:19:00+08:00
ORD-20260705-8504-0383,M-1820,,205.00,20,Cash,2026-07-05T13:20:00+08:00
ORD-20260705-2689-0328,M-1188,,190.00,23,Cash,2026-07-05T13:23:00+08:00
ORD-20260705-2351-0342,M-1703,,160.00,20,GCash,2026-07-05T13:36:00+08:00
ORD-20260705-1918-0398,M-1013,,270.00,27,Credit Card,2026-07-05T13:44:00+08:00
ORD-20260705-9477-0260,M-1767,SESS-20260705-5130-0087,30.00,3,GCash,2026-07-05T14:27:12+08:00
ORD-20260705-2977-0036,M-1812,SESS-20260705-1481-0143,30.00,3,Cash,2026-07-05T14:39:45+08:00
ORD-20260705-9196-0385,M-1104,,135.00,13,Maya,2026-07-05T14:40:00+08:00
ORD-20260705-7367-0318,M-1098,,65.00,8,Maya,2026-07-05T14:43:00+08:00
ORD-20260705-2670-0251,M-1389,SESS-20260705-2050-0197,120.00,15,Credit Card,2026-07-05T14:44:28+08:00
ORD-20260705-2016-0009,M-1142,SESS-20260705-3303-0199,120.00,12,GCash,2026-07-05T14:45:38+08:00
ORD-20260705-6710-0127,M-1508,SESS-20260705-2257-0038,180.00,22,GCash,2026-07-05T14:51:19+08:00
ORD-20260705-4073-0241,M-1437,SESS-20260705-5573-0040,90.00,9,GCash,2026-07-05T14:51:49+08:00
ORD-20260705-3738-0238,M-1131,SESS-20260705-4667-0273,145.00,18,Maya,2026-07-05T14:53:10+08:00
ORD-20260705-6951-0247,M-1531,SESS-20260705-8977-0256,185.00,18,GCash,2026-07-05T14:58:02+08:00
ORD-20260705-1509-0087,M-1104,SESS-20260705-7227-0419,120.00,12,Cash,2026-07-05T15:06:09+08:00
ORD-20260705-5127-0029,M-1274,SESS-20260705-5016-0091,145.00,14,Cash,2026-07-05T15:14:21+08:00
ORD-20260705-2565-0350,M-1500,,220.00,27,Cash,2026-07-05T15:17:00+08:00
ORD-20260705-5076-0248,M-1745,SESS-20260705-4472-0060,185.00,18,Cash,2026-07-05T15:17:46+08:00
ORD-20260705-5376-0198,M-1327,SESS-20260705-8806-0124,90.00,13,Maya,2026-07-05T15:17:51+08:00
ORD-20260705-6391-0140,M-1118,SESS-20260705-6410-0041,90.00,9,GCash,2026-07-05T15:19:03+08:00
ORD-20260705-6279-0312,M-1021,SESS-20260705-9994-0304,150.00,18,GCash,2026-07-05T15:19:30+08:00
ORD-20260705-3436-0041,M-1690,SESS-20260705-8330-0071,405.00,40,GCash,2026-07-05T15:25:47+08:00
ORD-20260705-1552-0375,M-1420,,65.00,8,Maya,2026-07-05T15:27:00+08:00
ORD-20260705-4407-0384,M-1219,,85.00,8,GCash,2026-07-05T15:27:00+08:00
ORD-20260705-1785-0326,M-1271,,65.00,6,GCash,2026-07-05T15:32:00+08:00
