purchase_id,member_id,rental_id,total_amount,points_accrued,payment_method,purchased_at
ORD-20260821-9775-0213,M-1304,SESS-20260821-6729-0343,65.00,8,GCash,2026-08-21T02:43:35+08:00
ORD-20260821-4511-0151,M-1444,SESS-20260821-8887-0035,75.00,11,GCash,2026-08-21T04:09:42+08:00
ORD-20260821-7241-0105,M-1287,SESS-20260821-7420-0158,155.00,19,Maya,2026-08-21T08:07:23+08:00
ORD-20260821-6349-0009,M-1652,SESS-20260821-5739-0054,155.00,19,Cash,2026-08-21T08:13:56+08:00
ORD-20260821-3637-0375,M-1084,,150.00,18,Cash,2026-08-21T09:04:00+08:00
ORD-20260821-7194-0308,M-2092,,135.00,16,Maya,2026-08-21T09:07:00+08:00
ORD-20260821-5888-0311,M-1241,,65.00,8,Maya,2026-08-21T09:12:00+08:00
ORD-20260821-9608-0343,M-2120,,170.00,21,GCash,2026-08-21T09:15:00+08:00
ORD-20260821-8235-0377,M-1827,,190.00,23,Cash,2026-08-21T09:26:00+08:00
ORD-20260821-9075-0337,M-2035,,155.00,19,GCash,2026-08-21T09:27:00+08:00
ORD-20260821-1192-0328,M-1766,,65.00,9,Maya,2026-08-21T09:30:00+08:00
ORD-20260821-2022-0325,M-2129,,30.00,3,Cash,2026-08-21T09:37:00+08:00
ORD-20260821-8372-0299,M-1132,,170.00,25,GCash,2026-08-21T09:42:00+08:00
ORD-20260821-6666-0297,M-1701,,215.00,26,GCash,2026-08-21T09:46:00+08:00
ORD-20260821-3149-0179,M-1501,SESS-20260821-2682-0172,30.00,3,Cash,2026-08-21T09:54:34+08:00
ORD-20260821-3500-0338,M-1784,,175.00,21,Maya,2026-08-21T09:56:00+08:00
ORD-20260821-7887-0335,M-1446,,135.00,16,GCash,2026-08-21T09:57:00+08:00
ORD-20260821-4175-0347,M-1032,,175.00,21,Maya,2026-08-21T10:04:00+08:00
ORD-20260821-6475-0363,M-1685,,65.00,9,Cash,2026-08-21T10:08:00+08:00
ORD-20260821-3351-0324,M-1679,,65.00,8,Cash,2026-08-21T10:15:00+08:00
ORD-20260821-7764-0079,M-2109,SESS-20260821-3008-0015,130.00,13,GCash,2026-08-21T10:27:13+08:00
ORD-20260821-9074-0303,M-1751,,135.00,16,Maya,2026-08-21T10:37:00+08:00
ORD-20260821-9435-0161,M-1138,SESS-20260821-4985-0103,60.00,9,Cash,2026-08-21T10:41:53+08:00
ORD-20260821-5222-0359,M-1369,,60.00,7,Cash,2026-08-21T10:49:00+08:00
ORD-20260821-6199-0205,M-1121,SESS-20260821-6205-0016,95.00,11,Cash,2026-08-21T10:53:57+08:00
ORD-20260821-2922-0298,M-1687,,355.00,44,Cash,2026-08-21T11:08:00+08:00
ORD-20260821-8506-0383,M-1571,,150.00,18,GCash,2026-08-21T11:22:00+08:00
ORD-20260821-1883-0260,M-1469,SESS-20260821-2212-0225,65.00,8,Credit Card,2026-08-21T11:22:41+08:00
ORD-20260821-1294-0309,M-1558,,65.00,8,GCash,2026-08-21T11:30:00+08:00
ORD-20260821-4027-0332,M-1632,,65.00,9,Maya,2026-08-21T11:51:00+08:00
ORD-20260821-1804-0007,M-1445,SESS-20260821-2715-0346,165.00,20,GCash,2026-08-21T11:56:09+08:00
ORD-20260821-9560-0078,M-1554,SESS-20260821-6195-0282,90.00,13,GCash,2026-08-21T11:58:52+08:00
ORD-20260821-6248-0230,M-1758,SESS-20260821-2457-0233,65.00,8,GCash,2026-08-21T12:00:36+08:00
ORD-20260821-8505-0380,M-1589,,130.00,16,Maya,2026-08-21T12:02:00+08:00
ORD-20260821-3120-0322,M-1566,,25.00,3,GCash,2026-08-21T12:08:00+08:00
ORD-20260821-8846-0385,M-1201,,120.00,18,Maya,2026-08-21T12:08:00+08:00
ORD-20260821-3745-0065,M-1828,SESS-20260821-7849-0155,65.00,8,Maya,2026-08-21T12:08:58+08:00
ORD-20260821-2897-0014,M-1817,SESS-20260821-2446-0073,580.00,87,GCash,2026-08-21T12:12:25+08:00
ORD-20260821-9345-0233,M-1670,SESS-20260821-6561-0377,30.00,4,GCash,2026-08-21T12:19:25+08:00
ORD-20260821-1816-0074,M-1499,SESS-20260821-6814-0096,90.00,11,Cash,2026-08-21T12:26:53+08:00
ORD-20260821-2428-0066,M-1045,SESS-20260821-6550-0038,200.00,25,GCash,2026-08-21T12:47:43+08:00
ORD-20260821-2259-0366,M-2009,,85.00,8,GCash,2026-08-21T12:54:00+08:00
ORD-20260821-2400-0290,M-1510,,85.00,12,Maya,2026-08-21T13:07:00+08:00
ORD-20260821-2337-0379,M-1155,,120.00,15,GCash,2026-08-21T13:12:00+08:00
ORD-20260821-9265-0186,M-1609,SESS-20260821-3922-0064,60.00,7,Cash,2026-08-21T13:18:11+08:00
ORD-20260821-6720-0312,M-1656,,120.00,18,Cash,2026-08-21T13:31:00+08:00
ORD-20260821-5557-0015,M-1307,SESS-20260821-4504-0117,165.00,20,GCash,2026-08-21T13:34:51+08:00
ORD-20260821-2661-0096,M-1221,SESS-20260821-3439-0232,305.00,45,GCash,2026-08-21T13:35:38+08:00
ORD-20260821-7769-0320,M-1103,,60.00,7,Cash,2026-08-21T13:44:00+08:00
ORD-20260821-1418-0317,M-1335,,65.00,8,GCash,2026-08-21T13:57:00+08:00
ORD-20260821-9393-0047,M-1120,SESS-20260821-2296-0280,90.00,13,Cash,2026-08-21T14:03:10+08:00
ORD-20260821-3353-0214,M-1472,SESS-20260821-2242-0138,120.00,15,GCash,2026-08-21T14:06:44+08:00
ORD-20260821-5480-0109,M-1805,SESS-20260821-4678-0018,30.00,3,GCash,2026-08-21T14:07:54+08:00
ORD-20260821-5988-0187,M-1490,SESS-20260821-6238-0037,30.00,3,Maya,2026-08-21T14:08:12+08:00
ORD-20260821-2385-0307,M-1422,,185.00,23,Cash,2026-08-21T14:11:00+08:00
ORD-20260821-9176-0169,M-1380,SESS-20260821-7420-0014,185.00,27,GCash,2026-08-21T14:13:26+08:00
ORD-20260821-3253-0238,M-1931,SESS-20260821-1111-0120,315.00,39,GCash,2026-08-21T14:21:17+08:00
ORD-20260821-9124-0302,M-1488,,320.00,40,GCash,2026-08-21T14:33:00+08:00
ORD-20260821-8203-0304,M-1652,,120.00,15,GCash,2026-08-21T14:34:00+08:00
ORD-20260821-6129-0316,M-2176,,135.00,16,Maya,2026-08-21T14:34:00+08:00
ORD-20260821-3795-0234,M-1392,SESS-20260821-7428-0097,75.00,11,Credit Card,2026-08-21T14:34:27+08:00
ORD-20260821-3573-0350,M-1657,,60.00,7,GCash,2026-08-21T14:37:00+08:00
ORD-20260821-9522-0334,M-2068,,150.00,15,Maya,2026-08-21T14:39:00+08:00
ORD-20260821-3105-0019,M-1646,SESS-20260821-1076-0023,185.00,23,Maya,2026-08-21T14:42:16+08:00
ORD-20260821-3604-0289,M-2192,,65.00,6,Credit Card,2026-08-21T14:46:00+08:00
ORD-20260821-4005-0313,M-1625,,135.00,20,GCash,2026-08-21T14:46:00+08:00
ORD-20260821-5001-0077,M-1482,SESS-20260821-1776-0024,185.00,23,GCash,2026-08-21T14:57:32+08:00
ORD-20260821-2047-0291,M-1113,,130.00,16,GCash,2026-08-21T14:59:00+08:00
ORD-20260821-3953-0012,M-1716,SESS-20260821-5399-0164,135.00,16,Credit Card,2026-08-21T14:59:21+08:00
ORD-20260821-7131-0070,M-2184,SESS-20260821-1017-0143,220.00,22,GCash,2026-08-21T15:01:42+08:00
ORD-20260821-2601-0057,M-1584,SESS-20260821-8071-0055,90.00,11,GCash,2026-08-21T15:09:52+08:00
ORD-20260821-8271-0306,M-1488,,85.00,10,Maya,2026-08-21T15:15:00+08:00
ORD-20260821-6445-0024,M-1226,SESS-20260821-2828-0032,90.00,13,GCash,2026-08-21T15:17:19+08:00
ORD-20260821-1914-0123,M-1242,SESS-20260821-9548-0264,60.00,7,GCash,2026-08-21T15:23:33+08:00
ORD-20260821-8974-0126,M-1625,SESS-20260821-8906-0002,30.00,4,Cash,2026-08-21T15:28:58+08:00
ORD-20260821-3702-0059,M-1403,SESS-20260821-1713-0194,345.00,51,GCash,2026-08-21T15:34:57+08:00
ORD-20260821-2997-0321,M-1859,,395.00,49,GCash,2026-08-21T15:35:00+08:00
ORD-20260821-3750-0364,M-2014,,65.00,8,GCash,2026-08-21T15:38:00+08:00
ORD-20260821-9238-0235,M-1947,SESS-20260821-8567-0160,90.00,11,GCash,2026-08-21T15:39:54+08:00
ORD-20260821-7855-0180,M-2027,SESS-20260821-3661-0336,85.00,10,GCash,2026-08-21T15:42:17+08:00
ORD-20260821-1974-0361,M-1406,,210.00,26,Maya,2026-08-21T15:45:00+08:00
ORD-20260821-2663-0165,M-1597,SESS-20260821-8533-0384,65.00,9,GCash,2026-08-21T15:54:23+08:00
ORD-20260821-3051-0381,M-1474,,65.00,8,Cash,2026-08-21T15:58:00+08:00
ORD-20260821-9810-0318,M-1523,,135.00,16,Maya,2026-08-21T15:59:00+08:00
ORD-20260821-3106-0346,M-1765,,60.00,9,Cash,2026-08-21T16:03:00+08:00
ORD-20260821-7117-0044,M-1995,SESS-20260821-8414-0127,240.00,30,GCash,2026-08-21T16:06:14+08:00
ORD-20260821-2807-0166,M-1805,SESS-20260821-2105-0030,165.00,20,GCash,2026-08-21T16:06:47+08:00
ORD-20260821-6989-0344,M-1341,,90.00,11,Maya,2026-08-21T16:07:00+08:00
ORD-20260821-4323-0188,M-2126,SESS-20260821-2470-0139,30.00,3,Maya,2026-08-21T16:10:58+08:00
ORD-20260821-5100-0001,M-1482,SESS-20260821-4817-0140,225.00,28,Cash,2026-08-21T16:12:44+08:00
ORD-20260821-6363-0355,M-1676,,30.00,4,GCash,2026-08-21T16:17:00+08:00
ORD-20260821-9553-0305,M-1227,,90.00,11,GCash,2026-08-21T16:29:00+08:00
ORD-20260821-8481-0034,M-1474,SESS-20260821-2712-0202,170.00,21,Cash,2026-08-21T16:31:10+08:00
ORD-20260821-4255-0371,M-1356,,90.00,13,Credit Card,2026-08-21T16:36:00+08:00
ORD-20260821-6132-0327,M-1951,,30.00,3,GCash,2026-08-21T16:41:00+08:00
ORD-20260821-3328-0339,M-1855,,90.00,9,GCash,2026-08-21T16:50:00+08:00
ORD-20260821-5726-0351,M-1524,,220.00,27,Cash,2026-08-21T16:50:00+08:00
