ledger_id,member_id,source_reference_id,transaction_type,points_delta,resulting_balance,created_at
4be63b0a-876c-4cf8-b348-a1f95d3bc11b,M-1037,SESS-20260803-3157-0000,RENTAL_ACCRUAL,12,637,2026-08-03T22:30:00+08:00
55054d4e-ef32-4fd0-bbec-45eaa6559731,M-1338,SESS-20260803-6190-0001,RENTAL_ACCRUAL,16,413,2026-08-04T01:40:00+08:00
86a73e38-e1c0-417d-8e06-eea262b43a0d,M-1783,SESS-20260803-7493-0002,RENTAL_ACCRUAL,28,574,2026-08-03T21:00:00+08:00
4e7aee69-963f-4904-8508-cd04ae7b921e,M-2064,SESS-20260803-8328-0003,RENTAL_ACCRUAL,11,233,2026-08-03T16:30:00+08:00
3141d2b0-5fcc-4415-9a4f-efbe3f746491,M-1307,SESS-20260803-9267-0004,RENTAL_REDEMPTION,-100,140,2026-08-03T16:40:00+08:00
ec5053f6-5ca5-4425-8b5b-b4c9da01f467,M-1307,SESS-20260803-9267-0004,RENTAL_ACCRUAL,5,145,2026-08-03T18:40:00+08:00
2dc81b28-406d-4236-af40-39a0a428809d,M-1800,SESS-20260803-5815-0005,RENTAL_ACCRUAL,11,469,2026-08-03T20:00:00+08:00
1677866c-a98f-4aed-a83e-49d0d4013d6d,M-1607,SESS-20260803-8705-0006,RENTAL_REDEMPTION,-100,212,2026-08-03T15:00:00+08:00
c7ad0d6d-1b32-46c7-9fd8-2691954a60f8,M-1607,SESS-20260803-8705-0006,RENTAL_ACCRUAL,10,222,2026-08-03T18:00:00+08:00
14c9382d-64ea-42a4-a675-c406ceb0396b,M-1291,SESS-20260803-1182-0007,RENTAL_ACCRUAL,28,303,2026-08-04T01:30:00+08:00
a4878243-62a3-4f61-b507-5c3f691c1e14,M-1009,SESS-20260803-2300-0008,RENTAL_ACCRUAL,28,101,2026-08-04T01:00:00+08:00
9e818ce8-417a-4fb6-9427-f78354bd0038,M-1431,SESS-20260803-9854-0009,RENTAL_REDEMPTION,-100,455,2026-08-03T15:00:00+08:00
848f858c-91e4-4972-8fc0-3d0edb3ab489,M-1431,SESS-20260803-9854-0009,RENTAL_ACCRUAL,5,460,2026-08-03T17:00:00+08:00
d5b56617-fc95-4a0b-b53e-bc4934e5c6ca,M-1688,SESS-20260803-8790-0010,RENTAL_ACCRUAL,6,571,2026-08-03T15:45:00+08:00
c0a4b7ca-094d-4c22-8090-9258ed3870f7,M-1285,SESS-20260803-4161-0011,RENTAL_ACCRUAL,16,139,2026-08-04T01:45:00+08:00
1a484f9c-0d5a-4e59-99bc-42d1777ca8d1,M-1700,SESS-20260803-5617-0012,RENTAL_ACCRUAL,9,357,2026-08-03T20:30:00+08:00
29c0d0cf-bd59-47b7-b0cf-4374c97e1827,M-1876,SESS-20260803-5118-0013,RENTAL_ACCRUAL,8,43,2026-08-03T09:30:00+08:00
8e32855e-4014-4aa3-b467-ba90ca287196,M-1171,SESS-20260803-5678-0014,RENTAL_ACCRUAL,11,69,2026-08-03T15:45:00+08:00
bb720a31-d5bc-4251-a39e-1f64dfa11d8e,M-1686,SESS-20260803-3871-0015,RENTAL_ACCRUAL,16,137,2026-08-03T22:30:00+08:00
94004cb1-45db-4d2f-9d24-047f0e34a6df,M-1627,SESS-20260803-2242-0016,RENTAL_ACCRUAL,16,442,2026-08-03T23:45:00+08:00
35d70cb9-7dc1-426d-ab56-261d8a8f73f9,M-1621,SESS-20260803-2453-0017,RENTAL_ACCRUAL,72,614,2026-08-04T03:45:00+08:00
2545b250-cadc-4d1e-af95-f82a6c2901e6,M-1525,SESS-20260803-3375-0018,RENTAL_ACCRUAL,9,93,2026-08-03T20:00:00+08:00
15d4358f-654c-42f8-ad62-136cad6672f6,M-1699,SESS-20260803-3951-0019,RENTAL_ACCRUAL,18,194,2026-08-03T16:45:00+08:00
e229ba88-b6d4-4993-b912-f3760891e947,M-2171,SESS-20260803-9328-0020,RENTAL_ACCRUAL,10,64,2026-08-03T21:00:00+08:00
92188a27-8f65-4124-9ee1-eb72ef4d77d4,M-1818,SESS-20260803-4993-0021,RENTAL_ACCRUAL,28,383,2026-08-04T00:30:00+08:00
23d16dcb-d3fa-4cad-962c-554015e0887d,M-1597,SESS-20260803-8941-0022,RENTAL_REDEMPTION,-100,53,2026-08-03T21:05:00+08:00
cd35d4ee-9cfe-4db1-8561-5627ca9ca22d,M-1597,SESS-20260803-8941-0022,RENTAL_ACCRUAL,21,74,2026-08-04T02:05:00+08:00
8b400b3f-b242-491b-b67c-3c8cf03bbc2a,M-2064,SESS-20260803-8662-0023,RENTAL_ACCRUAL,5,238,2026-08-03T18:30:00+08:00
86f7a26e-6f4b-406d-954d-861cc78e3fbe,M-1514,SESS-20260803-6609-0024,RENTAL_ACCRUAL,45,616,2026-08-04T01:35:00+08:00
82e5f12a-7093-47ec-a27c-bd7699147fdd,M-1247,SESS-20260803-6678-0025,RENTAL_ACCRUAL,6,2286,2026-08-03T14:30:00+08:00
69dd27bb-b3d9-4b48-8eb8-203e39d9153c,M-2092,SESS-20260803-8442-0026,RENTAL_ACCRUAL,11,66,2026-08-03T21:45:00+08:00
506352ac-a231-474b-a312-e59aa2949d92,M-1559,SESS-20260803-4348-0027,RENTAL_ACCRUAL,11,409,2026-08-03T21:45:00+08:00
a85f5e41-6d14-4f1f-a6c6-f780691cfadc,M-1254,SESS-20260803-3805-0028,RENTAL_ACCRUAL,5,70,2026-08-03T22:00:00+08:00
7152ea92-42f9-4535-9bbb-c0d70f3d9021,M-1589,SESS-20260803-5463-0029,RENTAL_ACCRUAL,9,146,2026-08-03T16:30:00+08:00
bd745a17-7401-4457-9753-c90341144257,M-1397,SESS-20260803-9424-0030,RENTAL_ACCRUAL,30,801,2026-08-03T20:00:00+08:00
904f68ab-6f48-429b-8a14-7e5c39aa5d4a,M-1573,SESS-20260803-1172-0031,RENTAL_ACCRUAL,16,686,2026-08-04T00:00:00+08:00
78bc6a85-9380-4f91-861e-0fb5807f3cdf,M-2023,SESS-20260803-7360-0032,RENTAL_ACCRUAL,16,326,2026-08-03T06:30:00+08:00
b25ec4be-ef4a-4bf9-b8ec-6e801d90cd7d,M-1071,SESS-20260803-9701-0033,RENTAL_REDEMPTION,-100,58,2026-08-03T22:30:00+08:00
3628470d-8a6d-4cdf-b94c-e5f2487cd8a6,M-1071,SESS-20260803-9701-0033,RENTAL_ACCRUAL,7,65,2026-08-03T23:30:00+08:00
344edfdc-53a9-417e-bd83-89c3c34920b7,M-1534,SESS-20260803-2130-0034,RENTAL_REDEMPTION,-100,118,2026-08-03T19:00:00+08:00
8d3ed312-e152-45a2-bd81-554441443086,M-1534,SESS-20260803-2130-0034,RENTAL_ACCRUAL,5,123,2026-08-03T21:00:00+08:00
a86a6466-b1ed-4079-8f1b-fabe3b75d7a0,M-1520,SESS-20260803-6778-0035,RENTAL_ACCRUAL,28,797,2026-08-03T17:30:00+08:00
f664bdeb-b348-409c-a823-812fe28c7850,M-1126,SESS-20260803-6267-0036,RENTAL_ACCRUAL,108,142,2026-08-04T03:00:00+08:00
9104e9a7-05de-4ea6-a915-976eee5bb555,M-2088,SESS-20260803-5621-0037,RENTAL_ACCRUAL,10,119,2026-08-04T00:00:00+08:00
4ae6eb1f-8bf3-4ea5-8c22-725b7ced9f68,M-1590,SESS-20260803-4939-0038,RENTAL_ACCRUAL,9,114,2026-08-03T21:00:00+08:00
0df37929-aa35-483b-9688-aa912da790d6,M-1364,SESS-20260803-7410-0039,RENTAL_REDEMPTION,-100,958,2026-08-03T13:30:00+08:00
49932c44-1682-4299-a6bd-ca85b3019988,M-1364,SESS-20260803-7410-0039,RENTAL_ACCRUAL,4,962,2026-08-03T15:30:00+08:00
fe21c00a-8187-4e0f-9048-fd19f9af1f23,M-1992,SESS-20260803-1146-0040,RENTAL_REDEMPTION,-100,89,2026-08-03T18:45:00+08:00
eb565476-36db-4ed7-a33b-5f960a47cfff,M-1992,SESS-20260803-1146-0040,RENTAL_ACCRUAL,38,127,2026-08-03T23:45:00+08:00
93f78fa1-459e-45f8-bc13-8773df9ffdac,M-1536,SESS-20260803-6176-0041,RENTAL_ACCRUAL,45,394,2026-08-03T16:30:00+08:00
b0f46061-7642-442b-96ac-655162ba5d91,M-1801,SESS-20260803-9260-0042,RENTAL_ACCRUAL,5,150,2026-08-03T16:15:00+08:00
bfe735ff-309e-4547-9f19-1f65eae48521,M-2079,SESS-20260803-1207-0043,RENTAL_ACCRUAL,40,384,2026-08-03T13:30:00+08:00
