rental_id,member_id,workstation_id,session_start,session_end,duration_hours,base_hourly_rate,member_tier_applied,tier_discount_pct,final_hourly_rate,gross_rental_amount,points_redeemed,points_credit_value,net_amount_paid,points_accrued,payment_method
SESS-20260803-8547-0103,M-1603,PC-174,2026-08-03T00:50:00+08:00,2026-08-03T03:50:00+08:00,3.00,120.00,Silver,0.10,108.00,324.00,0,0.00,324.00,40,Cash
SESS-20260803-1160-0169,M-1085,PC-167,2026-08-03T01:15:00+08:00,2026-08-03T02:15:00+08:00,1.00,120.00,Silver,0.10,108.00,108.00,100,50.00,58.00,7,GCash
SESS-20260803-9835-0117,M-1290,PC-011,2026-08-03T02:15:00+08:00,2026-08-03T05:15:00+08:00,3.00,50.00,Silver,0.10,45.00,135.00,100,50.00,85.00,10,Cash
SESS-20260803-4764-0208,M-2002,PC-012,2026-08-03T02:55:00+08:00,2026-08-03T05:55:00+08:00,3.00,50.00,Silver,0.10,45.00,135.00,0,0.00,135.00,16,GCash
SESS-20260803-7360-0032,M-2023,PC-033,2026-08-03T03:30:00+08:00,2026-08-03T06:30:00+08:00,3.00,50.00,Silver,0.10,45.00,135.00,0,0.00,135.00,16,Cash
SESS-20260803-8472-0220,M-1833,PC-109,2026-08-03T03:55:00+08:00,2026-08-03T08:55:00+08:00,5.00,80.00,Silver,0.10,72.00,360.00,0,0.00,360.00,45,GCash
SESS-20260803-2178-0059,M-1772,PC-144,2026-08-03T04:15:00+08:00,2026-08-03T06:15:00+08:00,2.00,80.00,Silver,0.10,72.00,144.00,100,50.00,94.00,11,GCash
SESS-20260803-7497-0251,M-1465,PC-129,2026-08-03T06:45:00+08:00,2026-08-03T07:45:00+08:00,1.00,80.00,Gold,0.20,64.00,64.00,0,0.00,64.00,9,Cash
SESS-20260803-4728-0053,M-1451,PC-111,2026-08-03T08:00:00+08:00,2026-08-03T10:00:00+08:00,2.00,80.00,Silver,0.10,72.00,144.00,0,0.00,144.00,18,Maya
SESS-20260803-8035-0189,M-1835,PC-068,2026-08-03T08:15:00+08:00,2026-08-03T10:15:00+08:00,2.00,50.00,Silver,0.10,45.00,90.00,0,0.00,90.00,11,Maya
SESS-20260803-3212-0221,M-1886,PC-163,2026-08-03T08:15:00+08:00,2026-08-03T16:15:00+08:00,8.00,120.00,Standard,0.00,120.00,960.00,0,0.00,960.00,96,Maya
SESS-20260803-5118-0013,M-1876,PC-130,2026-08-03T08:30:00+08:00,2026-08-03T09:30:00+08:00,1.00,80.00,Standard,0.00,80.00,80.00,0,0.00,80.00,8,Credit Card
SESS-20260803-2965-0144,M-1598,PC-175,2026-08-03T08:30:00+08:00,2026-08-03T10:30:00+08:00,2.00,120.00,Silver,0.10,108.00,216.00,0,0.00,216.00,27,GCash
SESS-20260803-8819-0055,M-1380,PC-119,2026-08-03T09:00:00+08:00,2026-08-03T11:00:00+08:00,2.00,80.00,Gold,0.20,64.00,128.00,0,0.00,128.00,19,Maya
SESS-20260803-7873-0056,M-1106,PC-016,2026-08-03T09:00:00+08:00,2026-08-03T14:00:00+08:00,5.00,50.00,Silver,0.10,45.00,225.00,0,0.00,225.00,28,GCash
SESS-20260803-6973-0395,M-1183,PC-139,2026-08-03T09:15:00+08:00,2026-08-03T17:15:00+08:00,8.00,80.00,Silver,0.10,72.00,576.00,0,0.00,576.00,72,Maya
SESS-20260803-6877-0146,M-1760,PC-118,2026-08-03T09:30:00+08:00,2026-08-03T11:30:00+08:00,2.00,80.00,Silver,0.10,72.00,144.00,100,50.00,94.00,11,Cash
SESS-20260803-7851-0149,M-1082,PC-011,2026-08-03T09:45:00+08:00,2026-08-03T14:45:00+08:00,5.00,50.00,Silver,0.10,45.00,225.00,0,0.00,225.00,28,Maya
SESS-20260803-1820-0248,M-1780,PC-174,2026-08-03T10:15:00+08:00,2026-08-03T12:15:00+08:00,2.00,120.00,Silver,0.10,108.00,216.00,0,0.00,216.00,27,Maya
SESS-20260803-1207-0043,M-2079,PC-158,2026-08-03T10:30:00+08:00,2026-08-03T13:30:00+08:00,3.00,120.00,Silver,0.10,108.00,324.00,0,0.00,324.00,40,GCash
SESS-20260803-2603-0067,M-1174,PC-004,2026-08-03T10:45:00+08:00,2026-08-03T12:45:00+08:00,2.00,50.00,Silver,0.10,45.00,90.00,100,50.00,40.00,5,Maya
SESS-20260803-7225-0180,M-1176,PC-092,2026-08-03T10:45:00+08:00,2026-08-03T12:45:00+08:00,2.00,50.00,Silver,0.10,45.00,90.00,0,0.00,90.00,11,Maya
SESS-20260803-7296-0094,M-2053,PC-149,2026-08-03T11:15:00+08:00,2026-08-03T12:15:00+08:00,1.00,80.00,Standard,0.00,80.00,80.00,0,0.00,80.00,8,Cash
SESS-20260803-8655-0200,M-1150,PC-079,2026-08-03T11:15:00+08:00,2026-08-03T13:15:00+08:00,2.00,50.00,Silver,0.10,45.00,90.00,100,50.00,40.00,5,Cash
SESS-20260803-6176-0041,M-1536,PC-125,2026-08-03T11:30:00+08:00,2026-08-03T16:30:00+08:00,5.00,80.00,Silver,0.10,72.00,360.00,0,0.00,360.00,45,GCash
SESS-20260803-1631-0173,M-1527,PC-118,2026-08-03T11:40:00+08:00,2026-08-03T14:40:00+08:00,3.00,80.00,Silver,0.10,72.00,216.00,0,0.00,216.00,27,Maya
SESS-20260803-5614-0064,M-1292,PC-002,2026-08-03T11:45:00+08:00,2026-08-03T13:45:00+08:00,2.00,50.00,Gold,0.20,40.00,80.00,100,50.00,30.00,4,Cash
SESS-20260803-3899-0210,M-1601,PC-126,2026-08-03T11:45:00+08:00,2026-08-03T14:45:00+08:00,3.00,80.00,Silver,0.10,72.00,216.00,0,0.00,216.00,27,Cash
SESS-20260803-4454-0330,M-1578,PC-055,2026-08-03T11:45:00+08:00,2026-08-03T16:45:00+08:00,5.00,50.00,Silver,0.10,45.00,225.00,0,0.00,225.00,28,Maya
SESS-20260803-2232-0242,M-1202,PC-039,2026-08-03T12:00:00+08:00,2026-08-03T14:00:00+08:00,2.00,50.00,Gold,0.20,40.00,80.00,0,0.00,80.00,12,GCash
SESS-20260803-6152-0265,M-2005,PC-174,2026-08-03T12:30:00+08:00,2026-08-03T14:30:00+08:00,2.00,120.00,Standard,0.00,120.00,240.00,0,0.00,240.00,24,Maya
SESS-20260803-3981-0150,M-1704,PC-050,2026-08-03T12:45:00+08:00,2026-08-03T17:45:00+08:00,5.00,50.00,Silver,0.10,45.00,225.00,300,150.00,75.00,9,GCash
SESS-20260803-6515-0145,M-1201,PC-171,2026-08-03T13:00:00+08:00,2026-08-03T16:00:00+08:00,3.00,120.00,Silver,0.10,108.00,324.00,0,0.00,324.00,40,GCash
SESS-20260803-5239-0253,M-1257,PC-056,2026-08-03T13:00:00+08:00,2026-08-03T14:00:00+08:00,1.00,50.00,Silver,0.10,45.00,45.00,0,0.00,45.00,5,Cash
SESS-20260803-2233-0319,M-1388,PC-092,2026-08-03T13:00:00+08:00,2026-08-03T15:00:00+08:00,2.00,50.00,Silver,0.10,45.00,90.00,0,0.00,90.00,11,GCash
SESS-20260803-2648-0198,M-1140,PC-124,2026-08-03T13:15:00+08:00,2026-08-03T16:15:00+08:00,3.00,80.00,Silver,0.10,72.00,216.00,200,100.00,116.00,14,GCash
SESS-20260803-1475-0249,M-1124,PC-175,2026-08-03T13:15:00+08:00,2026-08-03T18:15:00+08:00,5.00,120.00,Silver,0.10,108.00,540.00,100,50.00,490.00,61,Maya
SESS-20260803-6151-0255,M-1774,PC-116,2026-08-03T13:15:00+08:00,2026-08-03T15:15:00+08:00,2.00,80.00,Silver,0.10,72.00,144.00,0,0.00,144.00,18,GCash
SESS-20260803-6678-0025,M-1247,PC-060,2026-08-03T13:30:00+08:00,2026-08-03T14:30:00+08:00,1.00,50.00,Gold,0.20,40.00,40.00,0,0.00,40.00,6,GCash
SESS-20260803-7410-0039,M-1364,PC-033,2026-08-03T13:30:00+08:00,2026-08-03T15:30:00+08:00,2.00,50.00,Gold,0.20,40.00,80.00,100,50.00,30.00,4,Credit Card
SESS-20260803-1333-0131,M-1654,PC-081,2026-08-03T13:30:00+08:00,2026-08-03T18:30:00+08:00,5.00,50.00,Silver,0.10,45.00,225.00,300,150.00,75.00,9,Credit Card
SESS-20260803-8354-0219,M-1539,PC-165,2026-08-03T13:30:00+08:00,2026-08-03T21:30:00+08:00,8.00,120.00,Gold,0.20,96.00,768.00,0,0.00,768.00,115,Cash
SESS-20260803-1982-0271,M-1428,PC-103,2026-08-03T13:30:00+08:00,2026-08-03T15:30:00+08:00,2.00,80.00,Silver,0.10,72.00,144.00,0,0.00,144.00,18,Maya
SESS-20260803-5678-0014,M-1171,PC-035,2026-08-03T13:45:00+08:00,2026-08-03T15:45:00+08:00,2.00,50.00,Silver,0.10,45.00,90.00,0,0.00,90.00,11,GCash
SESS-20260803-5899-0058,M-1237,PC-158,2026-08-03T13:45:00+08:00,2026-08-03T14:45:00+08:00,1.00,120.00,Silver,0.10,108.00,108.00,0,0.00,108.00,13,GCash
SESS-20260803-8058-0075,M-2163,PC-153,2026-08-03T13:45:00+08:00,2026-08-03T18:45:00+08:00,5.00,120.00,Silver,0.10,108.00,540.00,0,0.00,540.00,67,GCash
SESS-20260803-5796-0257,M-1648,PC-043,2026-08-03T13:45:00+08:00,2026-08-03T16:45:00+08:00,3.00,50.00,Gold,0.20,40.00,120.00,200,100.00,20.00,3,Cash
SESS-20260803-7159-0073,M-1742,PC-002,2026-08-03T13:50:00+08:00,2026-08-03T15:50:00+08:00,2.00,50.00,Silver,0.10,45.00,90.00,100,50.00,40.00,5,Cash
SESS-20260803-6260-0077,M-1899,PC-152,2026-08-03T14:00:00+08:00,2026-08-03T17:00:00+08:00,3.00,120.00,Standard,0.00,120.00,360.00,0,0.00,360.00,36,Cash
SESS-20260803-9397-0100,M-1475,PC-094,2026-08-03T14:00:00+08:00,2026-08-03T19:00:00+08:00,5.00,50.00,Silver,0.10,45.00,225.00,0,0.00,225.00,28,GCash
SESS-20260803-3094-0304,M-2043,PC-135,2026-08-03T14:00:00+08:00,2026-08-03T15:00:00+08:00,1.00,80.00,Standard,0.00,80.00,80.00,0,0.00,80.00,8,Cash
SESS-20260803-3949-0115,M-1936,PC-016,2026-08-03T14:05:00+08:00,2026-08-03T19:05:00+08:00,5.00,50.00,Silver,0.10,45.00,225.00,0,0.00,225.00,28,GCash
SESS-20260803-6490-0315,M-1807,PC-039,2026-08-03T14:15:00+08:00,2026-08-03T16:15:00+08:00,2.00,50.00,Silver,0.10,45.00,90.00,0,0.00,90.00,11,Cash
SESS-20260803-8328-0003,M-2064,PC-025,2026-08-03T14:30:00+08:00,2026-08-03T16:30:00+08:00,2.00,50.00,Silver,0.10,45.00,90.00,0,0.00,90.00,11,Cash
SESS-20260803-5331-0114,M-1641,PC-044,2026-08-03T14:30:00+08:00,2026-08-03T16:30:00+08:00,2.00,50.00,Silver,0.10,45.00,90.00,0,0.00,90.00,11,GCash
SESS-20260803-4955-0349,M-1238,PC-129,2026-08-03T14:30:00+08:00,2026-08-03T19:30:00+08:00,5.00,80.00,Silver,0.10,72.00,360.00,0,0.00,360.00,45,GCash
SESS-20260803-6485-0396,M-1130,PC-174,2026-08-03T14:35:00+08:00,2026-08-03T17:35:00+08:00,3.00,120.00,Silver,0.10,108.00,324.00,0,0.00,324.00,40,Maya
SESS-20260803-8790-0010,M-1688,PC-071,2026-08-03T14:45:00+08:00,2026-08-03T15:45:00+08:00,1.00,50.00,Gold,0.20,40.00,40.00,0,0.00,40.00,6,GCash
SESS-20260803-3951-0019,M-1699,PC-104,2026-08-03T14:45:00+08:00,2026-08-03T16:45:00+08:00,2.00,80.00,Silver,0.10,72.00,144.00,0,0.00,144.00,18,Maya
SESS-20260803-6471-0044,M-1443,PC-156,2026-08-03T14:45:00+08:00,2026-08-03T16:45:00+08:00,2.00,120.00,Silver,0.10,108.00,216.00,0,0.00,216.00,27,GCash
SESS-20260803-5161-0160,M-1155,PC-022,2026-08-03T14:45:00+08:00,2026-08-03T15:45:00+08:00,1.00,50.00,Silver,0.10,45.00,45.00,0,0.00,45.00,5,Cash
SESS-20260803-5725-0186,M-1725,PC-121,2026-08-03T14:45:00+08:00,2026-08-03T17:45:00+08:00,3.00,80.00,Silver,0.10,72.00,216.00,400,200.00,16.00,2,GCash
SESS-20260803-7680-0197,M-1212,PC-118,2026-08-03T14:45:00+08:00,2026-08-03T16:45:00+08:00,2.00,80.00,Silver,0.10,72.00,144.00,0,0.00,144.00,18,GCash
SESS-20260803-8115-0254,M-1728,PC-032,2026-08-03T14:45:00+08:00,2026-08-03T15:45:00+08:00,1.00,50.00,Silver,0.10,45.00,45.00,0,0.00,45.00,5,Cash
SESS-20260803-8705-0006,M-1607,PC-070,2026-08-03T15:00:00+08:00,2026-08-03T18:00:00+08:00,3.00,50.00,Silver,0.10,45.00,135.00,100,50.00,85.00,10,GCash
SESS-20260803-9854-0009,M-1431,PC-072,2026-08-03T15:00:00+08:00,2026-08-03T17:00:00+08:00,2.00,50.00,Silver,0.10,45.00,90.00,100,50.00,40.00,5,GCash
SESS-20260803-9424-0030,M-1397,PC-059,2026-08-03T15:00:00+08:00,2026-08-03T20:00:00+08:00,5.00,50.00,Gold,0.20,40.00,200.00,0,0.00,200.00,30,GCash
SESS-20260803-6275-0377,M-1447,PC-063,2026-08-03T15:00:00+08:00,2026-08-03T16:00:00+08:00,1.00,50.00,Silver,0.10,45.00,45.00,0,0.00,45.00,5,Cash
SESS-20260803-9394-0419,M-1639,PC-020,2026-08-03T15:00:00+08:00,2026-08-03T17:00:00+08:00,2.00,50.00,Silver,0.10,45.00,90.00,0,0.00,90.00,11,GCash
SESS-20260803-5478-0431,M-1630,PC-092,2026-08-03T15:05:00+08:00,2026-08-03T16:05:00+08:00,1.00,50.00,Gold,0.20,40.00,40.00,0,0.00,40.00,6,Maya
SESS-20260803-9260-0042,M-1801,PC-010,2026-08-03T15:15:00+08:00,2026-08-03T16:15:00+08:00,1.00,50.00,Silver,0.10,45.00,45.00,0,0.00,45.00,5,Maya
SESS-20260803-7722-0091,M-1561,PC-023,2026-08-03T15:15:00+08:00,2026-08-03T17:15:00+08:00,2.00,50.00,Silver,0.10,45.00,90.00,0,0.00,90.00,11,Cash
SESS-20260803-7517-0097,M-1215,PC-093,2026-08-03T15:15:00+08:00,2026-08-03T18:15:00+08:00,3.00,50.00,Silver,0.10,45.00,135.00,0,0.00,135.00,16,Cash
SESS-20260803-4088-0205,M-1260,PC-073,2026-08-03T15:15:00+08:00,2026-08-03T16:15:00+08:00,1.00,50.00,Gold,0.20,40.00,40.00,0,0.00,40.00,6,GCash
SESS-20260803-3439-0285,M-1727,PC-046,2026-08-03T15:15:00+08:00,2026-08-03T16:15:00+08:00,1.00,50.00,Silver,0.10,45.00,45.00,0,0.00,45.00,5,Cash
SESS-20260803-8403-0353,M-1498,PC-068,2026-08-03T15:15:00+08:00,2026-08-03T20:15:00+08:00,5.00,50.00,Silver,0.10,45.00,225.00,0,0.00,225.00,28,Maya
SESS-20260803-5463-0029,M-1589,PC-106,2026-08-03T15:30:00+08:00,2026-08-03T16:30:00+08:00,1.00,80.00,Silver,0.10,72.00,72.00,0,0.00,72.00,9,GCash
