ledger_id,member_id,source_reference_id,transaction_type,points_delta,resulting_balance,created_at
a67dd8fb-c27b-40a0-8bfb-5939a90035a1,M-1763,SESS-20260704-4325-0000,RENTAL_ACCRUAL,15,82,2026-07-04T17:45:00+08:00
ecdbe412-6494-4543-87b9-e6f1cbd88cce,M-1401,SESS-20260704-2408-0001,RENTAL_REDEMPTION,-100,5,2026-07-04T18:30:00+08:00
22367e8f-2109-46bd-96b2-8a7356189223,M-1401,SESS-20260704-2408-0001,RENTAL_ACCRUAL,20,25,2026-07-04T23:30:00+08:00
6ee30ad9-9ed4-430d-9109-38cde6647ba7,M-1746,SESS-20260704-6364-0002,RENTAL_ACCRUAL,12,111,2026-07-04T14:00:00+08:00
972fb432-06b0-4171-bb06-76ec92ab3d8b,M-1671,SESS-20260704-8309-0003,RENTAL_ACCRUAL,40,204,2026-07-05T00:30:00+08:00
ab5962bc-790c-4a97-bb2d-cf7e895286de,M-1392,SESS-20260704-4676-0004,RENTAL_ACCRUAL,18,730,2026-07-04T19:45:00+08:00
2583640d-5014-41c5-b5e3-28bea3e58b5d,M-1198,SESS-20260704-1106-0005,RENTAL_ACCRUAL,12,2546,2026-07-04T03:30:00+08:00
deea48b8-4ca3-49ee-8292-de21f317c415,M-1817,SESS-20260704-8070-0006,RENTAL_ACCRUAL,25,99,2026-07-05T00:45:00+08:00
b571c9d5-acf7-49e8-9ef5-c19a5b2cd096,M-1398,SESS-20260704-6587-0007,RENTAL_REDEMPTION,-100,1764,2026-07-04T14:45:00+08:00
a4318f3c-fbe3-4b80-9c9c-6573e77707b5,M-1398,SESS-20260704-6587-0007,RENTAL_ACCRUAL,4,1768,2026-07-04T16:45:00+08:00
5e9b4fd3-021b-4dd5-902f-0b805e6e7d5b,M-1599,SESS-20260704-9358-0008,RENTAL_ACCRUAL,36,114,2026-07-04T21:15:00+08:00
c821eb5d-df61-4e7d-8969-92252808e999,M-1338,SESS-20260704-5888-0009,RENTAL_ACCRUAL,24,109,2026-07-04T19:30:00+08:00
0474074b-5aad-44f4-a763-b5be36dc50fb,M-1269,SESS-20260704-5259-0010,RENTAL_ACCRUAL,60,206,2026-07-05T04:00:00+08:00
202700a4-cf60-4ebc-872e-7efb8f6486de,M-1269,TIER_UPGRADE_Standard_TO_Silver,TIER_BONUS,50,256,2026-07-05T04:00:00+08:00
eb9dfbe5-98ac-4076-bae0-8116b40bbeb3,M-1786,SESS-20260704-2115-0011,RENTAL_ACCRUAL,27,430,2026-07-04T23:15:00+08:00
fdbbdaa1-a6c4-4ef8-b2cb-8c46dac292c7,M-1622,SESS-20260704-8311-0012,RENTAL_ACCRUAL,24,70,2026-07-05T00:45:00+08:00
8380374a-cf54-4362-a3e4-066c817f67f0,M-1532,SESS-20260704-6786-0013,RENTAL_ACCRUAL,5,206,2026-07-05T00:45:00+08:00
32dc36cc-ec0f-46de-92bc-60667d158add,M-1897,SESS-20260704-8637-0014,RENTAL_ACCRUAL,8,33,2026-07-04T16:15:00+08:00
96563345-fd8c-4294-a29b-e60dc1683933,M-1181,SESS-20260704-1994-0015,RENTAL_ACCRUAL,25,82,2026-07-05T01:30:00+08:00
7710e8dd-d0ee-4ad6-b661-4c9b77da163e,M-1435,SESS-20260704-7311-0016,RENTAL_ACCRUAL,10,36,2026-07-04T22:00:00+08:00
380058dd-5a1a-4910-bf91-795ba04f647e,M-1315,SESS-20260704-2825-0017,RENTAL_ACCRUAL,16,117,2026-07-04T17:15:00+08:00
06147c89-c925-4ee6-8394-d3756138c602,M-1550,SESS-20260704-7662-0018,RENTAL_ACCRUAL,10,97,2026-07-04T18:15:00+08:00
a8786eaf-e3e4-4d71-8bb5-003b94e9c6e4,M-1501,SESS-20260704-4842-0019,RENTAL_REDEMPTION,-100,35,2026-07-04T21:15:00+08:00
d2346571-d78b-4707-90a7-4512d4bc23cb,M-1716,SESS-20260704-4530-0020,RENTAL_ACCRUAL,16,96,2026-07-04T21:00:00+08:00
fe9e8805-8612-4d78-ab99-9e284725a313,M-1794,SESS-20260704-6090-0021,RENTAL_ACCRUAL,10,193,2026-07-04T20:45:00+08:00
a24cd00c-e3a4-4476-86d1-535630b82223,M-1403,SESS-20260704-3271-0022,RENTAL_REDEMPTION,-300,2149,2026-07-04T22:45:00+08:00
a165555e-ff66-40e5-bff8-387de350c99e,M-1403,SESS-20260704-3271-0022,RENTAL_ACCRUAL,6,2155,2026-07-05T00:45:00+08:00
8d6d5c28-ca73-4ddb-8e3a-935e17fef1a8,M-1506,SESS-20260704-7940-0023,RENTAL_ACCRUAL,5,106,2026-07-04T18:15:00+08:00
34506e39-bc9b-496e-b300-50b77266d6fc,M-1454,SESS-20260704-6886-0024,RENTAL_REDEMPTION,-200,1338,2026-07-04T11:00:00+08:00
6074ecaa-494b-4ac5-bb91-a5e2956e2218,M-1454,SESS-20260704-6886-0024,RENTAL_ACCRUAL,4,1342,2026-07-04T13:00:00+08:00
bbdb4fc9-519b-42cc-8f2f-7d88dfce5ad2,M-1709,SESS-20260704-6168-0025,RENTAL_ACCRUAL,16,108,2026-07-04T22:45:00+08:00
