purchase_id,member_id,rental_id,total_amount,points_accrued,payment_method,purchased_at
ORD-20260731-8931-0003,M-1030,SESS-20260731-5446-0275,120.00,15,Maya,2026-07-31T03:14:51+08:00
ORD-20260731-4602-0013,M-1724,SESS-20260731-3857-0063,75.00,9,Cash,2026-07-31T04:18:23+08:00
ORD-20260731-5011-0100,M-1298,SESS-20260731-5096-0022,170.00,21,Cash,2026-07-31T08:21:44+08:00
ORD-20260731-6971-0281,M-2068,,95.00,9,Maya,2026-07-31T09:00:00+08:00
ORD-20260731-1061-0298,M-1768,,405.00,60,GCash,2026-07-31T09:06:00+08:00
ORD-20260731-2765-0282,M-1399,,30.00,3,GCash,2026-07-31T09:14:00+08:00
ORD-20260731-2918-0256,M-1488,,400.00,50,GCash,2026-07-31T09:33:00+08:00
ORD-20260731-4857-0254,M-1441,,90.00,11,GCash,2026-07-31T10:02:00+08:00
ORD-20260731-2623-0227,M-1392,SESS-20260731-3909-0142,300.00,45,Maya,2026-07-31T10:02:46+08:00
ORD-20260731-5533-0237,M-1595,,215.00,26,Cash,2026-07-31T10:03:00+08:00
ORD-20260731-2863-0304,M-1984,,90.00,9,Maya,2026-07-31T10:13:00+08:00
ORD-20260731-4955-0261,M-1092,,150.00,18,Maya,2026-07-31T10:14:00+08:00
ORD-20260731-3117-0275,M-1272,,220.00,33,Maya,2026-07-31T10:25:00+08:00
ORD-20260731-3392-0264,M-1591,,240.00,36,GCash,2026-07-31T10:46:00+08:00
ORD-20260731-9015-0297,M-1170,,125.00,15,Maya,2026-07-31T10:56:00+08:00
ORD-20260731-4685-0286,M-1001,,65.00,8,Cash,2026-07-31T11:02:00+08:00
ORD-20260731-8542-0276,M-1360,,95.00,11,Cash,2026-07-31T11:03:00+08:00
ORD-20260731-1881-0285,M-1328,,90.00,11,GCash,2026-07-31T11:17:00+08:00
ORD-20260731-7609-0303,M-2023,,120.00,15,GCash,2026-07-31T11:20:00+08:00
ORD-20260731-2893-0266,M-1416,,90.00,13,Maya,2026-07-31T11:28:00+08:00
ORD-20260731-4450-0245,M-2003,,220.00,22,Cash,2026-07-31T11:34:00+08:00
ORD-20260731-6495-0246,M-1625,,90.00,13,GCash,2026-07-31T11:38:00+08:00
ORD-20260731-8502-0309,M-1361,,30.00,4,GCash,2026-07-31T11:50:00+08:00
ORD-20260731-9602-0244,M-1791,,120.00,15,GCash,2026-07-31T11:52:00+08:00
ORD-20260731-1770-0032,M-1789,SESS-20260731-1852-0082,60.00,7,GCash,2026-07-31T12:10:22+08:00
ORD-20260731-4556-0238,M-1373,,130.00,16,Maya,2026-07-31T12:44:00+08:00
ORD-20260731-5715-0312,M-1254,,65.00,8,Cash,2026-07-31T12:58:00+08:00
ORD-20260731-6112-0215,M-1005,SESS-20260731-1938-0015,180.00,22,GCash,2026-07-31T12:59:41+08:00
ORD-20260731-5161-0240,M-1168,,90.00,11,GCash,2026-07-31T13:03:00+08:00
ORD-20260731-3598-0271,M-1429,,65.00,9,Maya,2026-07-31T13:03:00+08:00
ORD-20260731-7968-0129,M-1727,SESS-20260731-8874-0041,120.00,15,Maya,2026-07-31T13:05:47+08:00
ORD-20260731-6647-0188,M-2035,SESS-20260731-6811-0086,150.00,18,Maya,2026-07-31T13:07:11+08:00
ORD-20260731-8007-0243,M-1432,,60.00,9,GCash,2026-07-31T13:15:00+08:00
ORD-20260731-5790-0252,M-1652,,30.00,3,Maya,2026-07-31T13:21:00+08:00
ORD-20260731-2421-0289,M-2036,,90.00,9,Cash,2026-07-31T13:36:00+08:00
ORD-20260731-4345-0018,M-1737,SESS-20260731-8091-0337,65.00,8,GCash,2026-07-31T13:36:29+08:00
ORD-20260731-4786-0255,M-1640,,135.00,16,GCash,2026-07-31T13:41:00+08:00
ORD-20260731-2661-0130,M-1354,SESS-20260731-5413-0281,60.00,7,Maya,2026-07-31T13:55:30+08:00
ORD-20260731-7789-0145,M-1739,SESS-20260731-8651-0313,95.00,11,GCash,2026-07-31T13:57:24+08:00
ORD-20260731-9563-0239,M-1120,,120.00,15,Maya,2026-07-31T14:04:00+08:00
ORD-20260731-3484-0277,M-1344,,120.00,15,Maya,2026-07-31T14:11:00+08:00
ORD-20260731-2675-0248,M-1085,,285.00,35,Cash,2026-07-31T14:14:00+08:00
ORD-20260731-4416-0033,M-1538,SESS-20260731-3227-0101,290.00,36,Maya,2026-07-31T14:15:59+08:00
ORD-20260731-3720-0177,M-1988,SESS-20260731-3041-0263,150.00,15,GCash,2026-07-31T14:16:11+08:00
ORD-20260731-9967-0270,M-1913,,150.00,15,Credit Card,2026-07-31T14:22:00+08:00
ORD-20260731-9235-0242,M-1053,,130.00,16,Credit Card,2026-07-31T14:24:00+08:00
ORD-20260731-3502-0012,M-1399,SESS-20260731-5383-0194,90.00,11,GCash,2026-07-31T14:28:41+08:00
ORD-20260731-1309-0301,M-1354,,85.00,10,GCash,2026-07-31T14:39:00+08:00
ORD-20260731-1723-0192,M-1367,SESS-20260731-2084-0087,540.00,67,Credit Card,2026-07-31T14:50:50+08:00
ORD-20260731-2448-0127,M-1240,SESS-20260731-3957-0000,175.00,26,Maya,2026-07-31T14:50:54+08:00
ORD-20260731-2676-0280,M-1334,,120.00,15,Maya,2026-07-31T14:58:00+08:00
ORD-20260731-6805-0029,M-1661,SESS-20260731-6906-0411,85.00,12,Maya,2026-07-31T14:59:45+08:00
ORD-20260731-9689-0272,M-1200,,150.00,18,GCash,2026-07-31T15:14:00+08:00
ORD-20260731-5053-0047,M-1802,SESS-20260731-3008-0310,90.00,11,Cash,2026-07-31T15:19:04+08:00
ORD-20260731-8606-0107,M-1300,SESS-20260731-6115-0372,225.00,33,Credit Card,2026-07-31T15:22:15+08:00
ORD-20260731-7753-0247,M-2142,,65.00,6,GCash,2026-07-31T15:31:00+08:00
ORD-20260731-7216-0115,M-1340,SESS-20260731-1671-0414,265.00,33,GCash,2026-07-31T15:33:56+08:00
ORD-20260731-2282-0010,M-1863,SESS-20260731-6393-0195,65.00,6,GCash,2026-07-31T15:37:16+08:00
ORD-20260731-1610-0251,M-1431,,175.00,21,Cash,2026-07-31T15:43:00+08:00
ORD-20260731-4140-0161,M-1752,SESS-20260731-9109-0003,120.00,18,Maya,2026-07-31T15:45:19+08:00
ORD-20260731-4106-0284,M-1320,,30.00,3,GCash,2026-07-31T15:46:00+08:00
ORD-20260731-6091-0179,M-1013,SESS-20260731-3537-0210,30.00,3,GCash,2026-07-31T15:47:32+08:00
ORD-20260731-7870-0006,M-2191,SESS-20260731-8863-0084,85.00,8,Maya,2026-07-31T15:55:50+08:00
ORD-20260731-4448-0291,M-1710,,255.00,31,GCash,2026-07-31T15:57:00+08:00
ORD-20260731-8710-0189,M-1194,SESS-20260731-9489-0091,135.00,16,GCash,2026-07-31T16:06:36+08:00
ORD-20260731-5962-0062,M-2038,SESS-20260731-3010-0214,30.00,3,GCash,2026-07-31T16:07:46+08:00
ORD-20260731-5789-0021,M-1731,SESS-20260731-9256-0112,125.00,15,Maya,2026-07-31T16:10:45+08:00
ORD-20260731-3024-0236,M-1580,,165.00,20,Cash,2026-07-31T16:23:00+08:00
ORD-20260731-4021-0024,M-1564,SESS-20260731-8001-0301,220.00,27,GCash,2026-07-31T16:25:42+08:00
ORD-20260731-1637-0052,M-1734,SESS-20260731-9105-0360,90.00,11,Cash,2026-07-31T16:32:10+08:00
ORD-20260731-2656-0257,M-2017,,180.00,18,GCash,2026-07-31T16:35:00+08:00
ORD-20260731-7296-0290,M-1635,,120.00,15,GCash,2026-07-31T16:36:00+08:00
ORD-20260731-6856-0132,M-1838,SESS-20260731-6327-0006,250.00,31,GCash,2026-07-31T16:41:34+08:00
ORD-20260731-9596-0128,M-1726,SESS-20260731-1915-0017,30.00,3,GCash,2026-07-31T16:45:13+08:00
ORD-20260731-5290-0287,M-1474,,205.00,25,Credit Card,2026-07-31T16:56:00+08:00
ORD-20260731-5261-0294,M-2068,,120.00,12,GCash,2026-07-31T16:57:00+08:00
ORD-20260731-3548-0213,M-1501,SESS-20260731-9863-0023,65.00,8,Maya,2026-07-31T16:57:35+08:00
ORD-20260731-7788-0102,M-1526,SESS-20260731-5636-0165,170.00,21,GCash,2026-07-31T17:09:09+08:00
ORD-20260731-1432-0269,M-1819,,150.00,18,Maya,2026-07-31T17:11:00+08:00
ORD-20260731-3600-0223,M-1445,SESS-20260731-3556-0388,265.00,33,Credit Card,2026-07-31T17:18:18+08:00
