rental_id,member_id,workstation_id,session_start,session_end,duration_hours,base_hourly_rate,member_tier_applied,tier_discount_pct,final_hourly_rate,gross_rental_amount,points_redeemed,points_credit_value,net_amount_paid,points_accrued,payment_method
SESS-20260713-4891-0361,M-1098,PC-160,2026-07-13T02:35:00+08:00,2026-07-13T07:35:00+08:00,5.00,120.00,Silver,0.10,108.00,540.00,0,0.00,540.00,67,Maya
SESS-20260713-1010-0183,M-1769,PC-038,2026-07-13T04:15:00+08:00,2026-07-13T05:15:00+08:00,1.00,50.00,Silver,0.10,45.00,45.00,0,0.00,45.00,5,Cash
SESS-20260713-2540-0040,M-2143,PC-078,2026-07-13T04:50:00+08:00,2026-07-13T06:50:00+08:00,2.00,50.00,Standard,0.00,50.00,100.00,0,0.00,100.00,10,Cash
SESS-20260713-4908-0123,M-1789,PC-133,2026-07-13T04:55:00+08:00,2026-07-13T06:55:00+08:00,2.00,80.00,Standard,0.00,80.00,160.00,0,0.00,160.00,16,GCash
SESS-20260713-1697-0111,M-1534,PC-138,2026-07-13T05:45:00+08:00,2026-07-13T08:45:00+08:00,3.00,80.00,Silver,0.10,72.00,216.00,100,50.00,166.00,20,Credit Card
SESS-20260713-8819-0001,M-1629,PC-119,2026-07-13T06:00:00+08:00,2026-07-13T09:00:00+08:00,3.00,80.00,Standard,0.00,80.00,240.00,0,0.00,240.00,24,Maya
SESS-20260713-4054-0004,M-1440,PC-075,2026-07-13T06:00:00+08:00,2026-07-13T09:00:00+08:00,3.00,50.00,Standard,0.00,50.00,150.00,0,0.00,150.00,15,GCash
SESS-20260713-8452-0132,M-1689,PC-173,2026-07-13T06:00:00+08:00,2026-07-13T09:00:00+08:00,3.00,120.00,Silver,0.10,108.00,324.00,100,50.00,274.00,34,Cash
SESS-20260713-5947-0169,M-1295,PC-015,2026-07-13T06:45:00+08:00,2026-07-13T11:45:00+08:00,5.00,50.00,Standard,0.00,50.00,250.00,100,50.00,200.00,20,GCash
SESS-20260713-3720-0209,M-1041,PC-057,2026-07-13T06:55:00+08:00,2026-07-13T07:55:00+08:00,1.00,50.00,Gold,0.20,40.00,40.00,0,0.00,40.00,6,GCash
SESS-20260713-5067-0013,M-1707,PC-037,2026-07-13T08:30:00+08:00,2026-07-13T11:30:00+08:00,3.00,50.00,Gold,0.20,40.00,120.00,100,50.00,70.00,10,GCash
SESS-20260713-9987-0261,M-1647,PC-097,2026-07-13T08:30:00+08:00,2026-07-13T11:30:00+08:00,3.00,50.00,Gold,0.20,40.00,120.00,100,50.00,70.00,10,GCash
SESS-20260713-3195-0008,M-1101,PC-139,2026-07-13T08:45:00+08:00,2026-07-13T10:45:00+08:00,2.00,80.00,Silver,0.10,72.00,144.00,0,0.00,144.00,18,Maya
SESS-20260713-2370-0192,M-1259,PC-071,2026-07-13T08:45:00+08:00,2026-07-13T13:45:00+08:00,5.00,50.00,Standard,0.00,50.00,250.00,0,0.00,250.00,25,GCash
SESS-20260713-1394-0290,M-1644,PC-057,2026-07-13T09:00:00+08:00,2026-07-13T11:00:00+08:00,2.00,50.00,Standard,0.00,50.00,100.00,0,0.00,100.00,10,GCash
