purchase_id,member_id,rental_id,total_amount,points_accrued,payment_method,purchased_at
ORD-20260722-2926-0171,M-1026,SESS-20260722-4178-0213,130.00,19,GCash,2026-07-22T01:40:46+08:00
ORD-20260722-1224-0005,M-1898,SESS-20260722-8330-0107,65.00,6,Cash,2026-07-22T03:43:26+08:00
ORD-20260722-1392-0075,M-1792,SESS-20260722-2612-0130,150.00,22,GCash,2026-07-22T05:20:44+08:00
ORD-20260722-9387-0110,M-2163,SESS-20260722-1240-0080,200.00,25,Cash,2026-07-22T05:35:08+08:00
ORD-20260722-6707-0170,M-1794,SESS-20260722-1970-0176,65.00,8,GCash,2026-07-22T07:04:33+08:00
ORD-20260722-7576-0072,M-1693,SESS-20260722-3109-0296,315.00,39,Credit Card,2026-07-22T08:14:13+08:00
ORD-20260722-3429-0006,M-1130,SESS-20260722-6922-0061,90.00,11,GCash,2026-07-22T08:49:30+08:00
ORD-20260722-2682-0244,M-1516,,205.00,25,Credit Card,2026-07-22T09:29:00+08:00
ORD-20260722-1369-0085,M-1216,SESS-20260722-4635-0125,60.00,9,Maya,2026-07-22T09:30:56+08:00
ORD-20260722-3151-0240,M-1078,,150.00,18,GCash,2026-07-22T09:56:00+08:00
ORD-20260722-9652-0026,M-1757,SESS-20260722-6310-0397,90.00,11,GCash,2026-07-22T10:01:32+08:00
ORD-20260722-5267-0239,M-1822,,120.00,15,GCash,2026-07-22T10:02:00+08:00
ORD-20260722-5135-0249,M-1507,,150.00,18,GCash,2026-07-22T10:08:00+08:00
ORD-20260722-3373-0238,M-1053,,300.00,37,GCash,2026-07-22T10:10:00+08:00
ORD-20260722-1726-0265,M-1754,,150.00,18,Maya,2026-07-22T10:10:00+08:00
ORD-20260722-3975-0273,M-1462,,135.00,16,GCash,2026-07-22T10:16:00+08:00
ORD-20260722-8447-0270,M-1559,,335.00,41,Maya,2026-07-22T10:19:00+08:00
ORD-20260722-8168-0282,M-1805,,345.00,43,Cash,2026-07-22T10:22:00+08:00
ORD-20260722-7466-0267,M-1507,,65.00,8,Maya,2026-07-22T10:24:00+08:00
ORD-20260722-3087-0237,M-1743,,65.00,8,GCash,2026-07-22T10:26:00+08:00
ORD-20260722-7488-0235,M-1065,,30.00,3,Credit Card,2026-07-22T10:29:00+08:00
ORD-20260722-8146-0107,M-1240,SESS-20260722-3222-0140,130.00,19,Cash,2026-07-22T10:33:29+08:00
ORD-20260722-3845-0208,M-1167,SESS-20260722-3328-0113,95.00,14,GCash,2026-07-22T10:33:50+08:00
ORD-20260722-9319-0252,M-1284,,90.00,11,GCash,2026-07-22T10:44:00+08:00
ORD-20260722-4231-0261,M-2062,,150.00,15,Cash,2026-07-22T10:57:00+08:00
ORD-20260722-2452-0038,M-2064,SESS-20260722-5864-0052,150.00,15,GCash,2026-07-22T10:57:48+08:00
ORD-20260722-7483-0231,M-1606,,120.00,18,GCash,2026-07-22T10:59:00+08:00
