rental_id,member_id,workstation_id,session_start,session_end,duration_hours,base_hourly_rate,member_tier_applied,tier_discount_pct,final_hourly_rate,gross_rental_amount,points_redeemed,points_credit_value,net_amount_paid,points_accrued,payment_method
SESS-20260810-3033-0162,M-1193,PC-059,2026-08-10T00:55:00+08:00,2026-08-10T01:55:00+08:00,1.00,50.00,Silver,0.10,45.00,45.00,0,0.00,45.00,5,GCash
SESS-20260810-8136-0052,M-1312,PC-164,2026-08-10T02:00:00+08:00,2026-08-10T05:00:00+08:00,3.00,120.00,Silver,0.10,108.00,324.00,200,100.00,224.00,28,Maya
SESS-20260810-4163-0193,M-1328,PC-101,2026-08-10T02:00:00+08:00,2026-08-10T04:00:00+08:00,2.00,80.00,Silver,0.10,72.00,144.00,0,0.00,144.00,18,Credit Card
SESS-20260810-6469-0227,M-1396,PC-148,2026-08-10T02:30:00+08:00,2026-08-10T04:30:00+08:00,2.00,80.00,Silver,0.10,72.00,144.00,0,0.00,144.00,18,Maya
SESS-20260810-6239-0011,M-2061,PC-091,2026-08-10T03:45:00+08:00,2026-08-10T06:45:00+08:00,3.00,50.00,Standard,0.00,50.00,150.00,0,0.00,150.00,15,Cash
SESS-20260810-4214-0013,M-1008,PC-075,2026-08-10T03:45:00+08:00,2026-08-10T05:45:00+08:00,2.00,50.00,Silver,0.10,45.00,90.00,0,0.00,90.00,11,Maya
SESS-20260810-8745-0252,M-1334,PC-101,2026-08-10T04:45:00+08:00,2026-08-10T05:45:00+08:00,1.00,80.00,Silver,0.10,72.00,72.00,0,0.00,72.00,9,Maya
SESS-20260810-2414-0019,M-1264,PC-097,2026-08-10T05:00:00+08:00,2026-08-10T07:00:00+08:00,2.00,50.00,Silver,0.10,45.00,90.00,0,0.00,90.00,11,Cash
SESS-20260810-2164-0239,M-1314,PC-084,2026-08-10T05:00:00+08:00,2026-08-10T07:00:00+08:00,2.00,50.00,Silver,0.10,45.00,90.00,0,0.00,90.00,11,GCash
SESS-20260810-8231-0158,M-1270,PC-150,2026-08-10T05:45:00+08:00,2026-08-10T06:45:00+08:00,1.00,80.00,Gold,0.20,64.00,64.00,0,0.00,64.00,9,Credit Card
SESS-20260810-4438-0251,M-1679,PC-018,2026-08-10T05:45:00+08:00,2026-08-10T13:45:00+08:00,8.00,50.00,Silver,0.10,45.00,360.00,0,0.00,360.00,45,GCash
SESS-20260810-7236-0322,M-1267,PC-101,2026-08-10T05:55:00+08:00,2026-08-10T06:55:00+08:00,1.00,80.00,Silver,0.10,72.00,72.00,0,0.00,72.00,9,Cash
SESS-20260810-2402-0085,M-1042,PC-136,2026-08-10T06:30:00+08:00,2026-08-10T09:30:00+08:00,3.00,80.00,Silver,0.10,72.00,216.00,0,0.00,216.00,27,Maya
SESS-20260810-6771-0020,M-1900,PC-037,2026-08-10T06:45:00+08:00,2026-08-10T11:45:00+08:00,5.00,50.00,Standard,0.00,50.00,250.00,200,100.00,150.00,15,Cash
SESS-20260810-6261-0348,M-1164,PC-091,2026-08-10T07:00:00+08:00,2026-08-10T15:00:00+08:00,8.00,50.00,Silver,0.10,45.00,360.00,100,50.00,310.00,38,Maya
SESS-20260810-9996-0038,M-1682,PC-067,2026-08-10T07:10:00+08:00,2026-08-10T09:10:00+08:00,2.00,50.00,Gold,0.20,40.00,80.00,0,0.00,80.00,12,Maya
SESS-20260810-2249-0079,M-1205,PC-085,2026-08-10T08:00:00+08:00,2026-08-10T13:00:00+08:00,5.00,50.00,Silver,0.10,45.00,225.00,0,0.00,225.00,28,Credit Card
SESS-20260810-9637-0057,M-1960,PC-097,2026-08-10T08:15:00+08:00,2026-08-10T16:15:00+08:00,8.00,50.00,Standard,0.00,50.00,400.00,0,0.00,400.00,40,Cash
SESS-20260810-5931-0151,M-1020,PC-079,2026-08-10T08:30:00+08:00,2026-08-10T09:30:00+08:00,1.00,50.00,Silver,0.10,45.00,45.00,0,0.00,45.00,5,GCash
SESS-20260810-8226-0131,M-1484,PC-008,2026-08-10T08:45:00+08:00,2026-08-10T09:45:00+08:00,1.00,50.00,Silver,0.10,45.00,45.00,0,0.00,45.00,5,Cash
SESS-20260810-5967-0214,M-1722,PC-070,2026-08-10T08:45:00+08:00,2026-08-10T11:45:00+08:00,3.00,50.00,Silver,0.10,45.00,135.00,0,0.00,135.00,16,Maya
SESS-20260810-8985-0195,M-1443,PC-140,2026-08-10T09:00:00+08:00,2026-08-10T10:00:00+08:00,1.00,80.00,Silver,0.10,72.00,72.00,0,0.00,72.00,9,GCash
SESS-20260810-4639-0362,M-2022,PC-101,2026-08-10T09:00:00+08:00,2026-08-10T14:00:00+08:00,5.00,80.00,Standard,0.00,80.00,400.00,0,0.00,400.00,40,Maya
SESS-20260810-3860-0029,M-1481,PC-158,2026-08-10T09:15:00+08:00,2026-08-10T11:15:00+08:00,2.00,120.00,Silver,0.10,108.00,216.00,0,0.00,216.00,27,GCash
SESS-20260810-1473-0045,M-1311,PC-077,2026-08-10T09:15:00+08:00,2026-08-10T12:15:00+08:00,3.00,50.00,Silver,0.10,45.00,135.00,0,0.00,135.00,16,Maya
