order_item_id,purchase_id,item_sku,quantity,unit_price,total_price
ITEM-20260823-7044-0001-01,ORD-20260823-7044-0001,SKU-SNK-03,1,75.00,75.00
ITEM-20260823-7044-0001-02,ORD-20260823-7044-0001,SKU-BEV-02,1,90.00,90.00
ITEM-20260823-7677-0002-01,ORD-20260823-7677-0002,SKU-SNK-02,1,135.00,135.00
ITEM-20260824-5379-0003-01,ORD-20260824-5379-0003,SKU-SNK-03,1,75.00,75.00
ITEM-20260823-6666-0004-01,ORD-20260823-6666-0004,SKU-SNK-01,1,120.00,120.00
ITEM-20260823-6666-0004-02,ORD-20260823-6666-0004,SKU-BEV-01,1,65.00,65.00
ITEM-20260823-3150-0005-01,ORD-20260823-3150-0005,SKU-BEV-04,1,85.00,85.00
ITEM-20260823-6367-0006-01,ORD-20260823-6367-0006,SKU-BEV-01,1,65.00,65.00
ITEM-20260823-3508-0007-01,ORD-20260823-3508-0007,SKU-SNK-04,1,60.00,60.00
ITEM-20260823-7225-0008-01,ORD-20260823-7225-0008,SKU-BEV-01,1,65.00,65.00
ITEM-20260823-9255-0009-01,ORD-20260823-9255-0009,SKU-BEV-04,1,85.00,85.00
ITEM-20260824-5251-0010-01,ORD-20260824-5251-0010,SKU-SNK-01,1,120.00,120.00
ITEM-20260823-3015-0011-01,ORD-20260823-3015-0011,SKU-BEV-04,1,85.00,85.00
ITEM-20260823-2041-0012-01,ORD-20260823-2041-0012,SKU-BEV-01,1,65.00,65.00
ITEM-20260823-2041-0012-02,ORD-20260823-2041-0012,SKU-BEV-04,1,85.00,85.00
ITEM-20260823-2471-0013-01,ORD-20260823-2471-0013,SKU-BEV-04,1,85.00,85.00
ITEM-20260823-6706-0014-01,ORD-20260823-6706-0014,SKU-SNK-01,1,120.00,120.00
ITEM-20260823-8544-0015-01,ORD-20260823-8544-0015,SKU-BEV-01,1,65.00,65.00
ITEM-20260823-8544-0015-02,ORD-20260823-8544-0015,SKU-SNK-04,1,60.00,60.00
