rental_id,member_id,workstation_id,session_start,session_end,duration_hours,base_hourly_rate,member_tier_applied,tier_discount_pct,final_hourly_rate,gross_rental_amount,points_redeemed,points_credit_value,net_amount_paid,points_accrued,payment_method
SESS-20260825-6880-0042,M-1268,PC-132,2026-08-25T00:30:00+08:00,2026-08-25T01:30:00+08:00,1.00,80.00,Silver,0.10,72.00,72.00,0,0.00,72.00,9,GCash
SESS-20260825-3553-0273,M-1367,PC-109,2026-08-25T01:00:00+08:00,2026-08-25T03:00:00+08:00,2.00,80.00,Silver,0.10,72.00,144.00,0,0.00,144.00,18,Maya
SESS-20260825-3332-0079,M-1822,PC-113,2026-08-25T03:00:00+08:00,2026-08-25T05:00:00+08:00,2.00,80.00,Silver,0.10,72.00,144.00,0,0.00,144.00,18,Cash
SESS-20260825-2139-0431,M-1312,PC-049,2026-08-25T03:15:00+08:00,2026-08-25T05:15:00+08:00,2.00,50.00,Silver,0.10,45.00,90.00,0,0.00,90.00,11,Cash
SESS-20260825-5428-0206,M-1260,PC-118,2026-08-25T04:00:00+08:00,2026-08-25T06:00:00+08:00,2.00,80.00,Gold,0.20,64.00,128.00,0,0.00,128.00,19,Maya
SESS-20260825-3078-0224,M-1099,PC-030,2026-08-25T04:00:00+08:00,2026-08-25T05:00:00+08:00,1.00,50.00,Silver,0.10,45.00,45.00,0,0.00,45.00,5,GCash
SESS-20260825-1512-0303,M-1459,PC-111,2026-08-25T04:15:00+08:00,2026-08-25T06:15:00+08:00,2.00,80.00,Silver,0.10,72.00,144.00,0,0.00,144.00,18,GCash
SESS-20260825-7367-0367,M-1949,PC-128,2026-08-25T04:15:00+08:00,2026-08-25T05:15:00+08:00,1.00,80.00,Silver,0.10,72.00,72.00,0,0.00,72.00,9,Maya
SESS-20260825-7737-0006,M-1191,PC-143,2026-08-25T04:45:00+08:00,2026-08-25T06:45:00+08:00,2.00,80.00,Silver,0.10,72.00,144.00,0,0.00,144.00,18,Maya
SESS-20260825-1499-0128,M-1032,PC-009,2026-08-25T04:45:00+08:00,2026-08-25T07:45:00+08:00,3.00,50.00,Silver,0.10,45.00,135.00,0,0.00,135.00,16,Maya
SESS-20260825-3958-0113,M-2080,PC-145,2026-08-25T05:15:00+08:00,2026-08-25T06:15:00+08:00,1.00,80.00,Standard,0.00,80.00,80.00,0,0.00,80.00,8,GCash
SESS-20260825-4169-0178,M-1100,PC-116,2026-08-25T06:15:00+08:00,2026-08-25T08:15:00+08:00,2.00,80.00,Gold,0.20,64.00,128.00,100,50.00,78.00,11,GCash
SESS-20260825-6398-0329,M-1651,PC-009,2026-08-25T07:55:00+08:00,2026-08-25T08:55:00+08:00,1.00,50.00,Silver,0.10,45.00,45.00,0,0.00,45.00,5,GCash
SESS-20260825-2081-0000,M-1210,PC-021,2026-08-25T08:15:00+08:00,2026-08-25T16:15:00+08:00,8.00,50.00,Gold,0.20,40.00,320.00,0,0.00,320.00,48,GCash
SESS-20260825-4106-0004,M-1802,PC-065,2026-08-25T08:15:00+08:00,2026-08-25T11:15:00+08:00,3.00,50.00,Gold,0.20,40.00,120.00,100,50.00,70.00,10,Credit Card
SESS-20260825-6818-0151,M-1485,PC-033,2026-08-25T08:15:00+08:00,2026-08-25T16:15:00+08:00,8.00,50.00,Gold,0.20,40.00,320.00,0,0.00,320.00,48,Credit Card
SESS-20260825-9552-0096,M-2143,PC-159,2026-08-25T08:30:00+08:00,2026-08-25T09:30:00+08:00,1.00,120.00,Silver,0.10,108.00,108.00,0,0.00,108.00,13,Maya
SESS-20260825-2824-0116,M-2015,PC-173,2026-08-25T08:30:00+08:00,2026-08-25T09:30:00+08:00,1.00,120.00,Standard,0.00,120.00,120.00,100,50.00,70.00,7,Maya
SESS-20260825-3170-0150,M-1813,PC-092,2026-08-25T08:30:00+08:00,2026-08-25T11:30:00+08:00,3.00,50.00,Silver,0.10,45.00,135.00,0,0.00,135.00,16,GCash
SESS-20260825-6842-0020,M-1313,PC-050,2026-08-25T08:45:00+08:00,2026-08-25T10:45:00+08:00,2.00,50.00,Silver,0.10,45.00,90.00,100,50.00,40.00,5,GCash
SESS-20260825-3538-0022,M-1433,PC-023,2026-08-25T09:00:00+08:00,2026-08-25T11:00:00+08:00,2.00,50.00,Silver,0.10,45.00,90.00,0,0.00,90.00,11,GCash
SESS-20260825-2537-0345,M-1149,PC-017,2026-08-25T09:00:00+08:00,2026-08-25T11:00:00+08:00,2.00,50.00,Silver,0.10,45.00,90.00,0,0.00,90.00,11,GCash
SESS-20260825-4035-0043,M-1557,PC-063,2026-08-25T09:15:00+08:00,2026-08-25T12:15:00+08:00,3.00,50.00,Silver,0.10,45.00,135.00,0,0.00,135.00,16,Cash
SESS-20260825-4018-0179,M-1448,PC-156,2026-08-25T09:15:00+08:00,2026-08-25T12:15:00+08:00,3.00,120.00,Silver,0.10,108.00,324.00,100,50.00,274.00,34,Maya
SESS-20260825-2828-0251,M-1111,PC-030,2026-08-25T09:15:00+08:00,2026-08-25T12:15:00+08:00,3.00,50.00,Silver,0.10,45.00,135.00,0,0.00,135.00,16,GCash
SESS-20260825-4344-0007,M-1931,PC-016,2026-08-25T09:30:00+08:00,2026-08-25T10:30:00+08:00,1.00,50.00,Silver,0.10,45.00,45.00,0,0.00,45.00,5,Cash
SESS-20260825-7260-0216,M-1372,PC-173,2026-08-25T09:35:00+08:00,2026-08-25T11:35:00+08:00,2.00,120.00,Silver,0.10,108.00,216.00,0,0.00,216.00,27,Cash
SESS-20260825-6567-0243,M-1576,PC-133,2026-08-25T09:45:00+08:00,2026-08-25T10:45:00+08:00,1.00,80.00,Gold,0.20,64.00,64.00,0,0.00,64.00,9,Maya
SESS-20260825-8037-0451,M-1196,PC-049,2026-08-25T09:45:00+08:00,2026-08-25T14:45:00+08:00,5.00,50.00,Gold,0.20,40.00,200.00,0,0.00,200.00,30,Maya
SESS-20260825-5269-0163,M-1296,PC-170,2026-08-25T10:00:00+08:00,2026-08-25T11:00:00+08:00,1.00,120.00,Gold,0.20,96.00,96.00,0,0.00,96.00,14,Credit Card
SESS-20260825-2975-0318,M-1159,PC-058,2026-08-25T10:00:00+08:00,2026-08-25T12:00:00+08:00,2.00,50.00,Silver,0.10,45.00,90.00,0,0.00,90.00,11,GCash
SESS-20260825-9608-0052,M-1249,PC-121,2026-08-25T10:15:00+08:00,2026-08-25T15:15:00+08:00,5.00,80.00,Silver,0.10,72.00,360.00,0,0.00,360.00,45,Maya
SESS-20260825-4137-0335,M-1015,PC-001,2026-08-25T10:15:00+08:00,2026-08-25T12:15:00+08:00,2.00,50.00,Silver,0.10,45.00,90.00,0,0.00,90.00,11,GCash
SESS-20260825-9791-0275,M-1610,PC-018,2026-08-25T10:30:00+08:00,2026-08-25T18:30:00+08:00,8.00,50.00,Silver,0.10,45.00,360.00,0,0.00,360.00,45,GCash
SESS-20260825-1608-0276,M-1230,PC-073,2026-08-25T10:30:00+08:00,2026-08-25T12:30:00+08:00,2.00,50.00,Silver,0.10,45.00,90.00,0,0.00,90.00,11,Credit Card
SESS-20260825-2537-0398,M-1966,PC-009,2026-08-25T10:30:00+08:00,2026-08-25T12:30:00+08:00,2.00,50.00,Standard,0.00,50.00,100.00,100,50.00,50.00,5,Credit Card
SESS-20260825-1367-0075,M-1979,PC-068,2026-08-25T10:45:00+08:00,2026-08-25T18:45:00+08:00,8.00,50.00,Silver,0.10,45.00,360.00,0,0.00,360.00,45,Maya
SESS-20260825-6989-0030,M-1893,PC-022,2026-08-25T11:00:00+08:00,2026-08-25T16:00:00+08:00,5.00,50.00,Standard,0.00,50.00,250.00,0,0.00,250.00,25,Maya
SESS-20260825-8352-0196,M-1718,PC-040,2026-08-25T11:00:00+08:00,2026-08-25T13:00:00+08:00,2.00,50.00,Gold,0.20,40.00,80.00,100,50.00,30.00,4,Credit Card
SESS-20260825-4603-0282,M-1366,PC-081,2026-08-25T11:00:00+08:00,2026-08-25T14:00:00+08:00,3.00,50.00,Silver,0.10,45.00,135.00,0,0.00,135.00,16,Credit Card
SESS-20260825-7466-0350,M-1201,PC-110,2026-08-25T11:00:00+08:00,2026-08-25T19:00:00+08:00,8.00,80.00,Gold,0.20,64.00,512.00,0,0.00,512.00,76,GCash
SESS-20260825-7910-0023,M-1948,PC-130,2026-08-25T11:15:00+08:00,2026-08-25T13:15:00+08:00,2.00,80.00,Silver,0.10,72.00,144.00,100,50.00,94.00,11,Cash
SESS-20260825-1197-0051,M-1269,PC-139,2026-08-25T11:15:00+08:00,2026-08-25T13:15:00+08:00,2.00,80.00,Gold,0.20,64.00,128.00,200,100.00,28.00,4,GCash
SESS-20260825-1979-0436,M-1045,PC-088,2026-08-25T11:15:00+08:00,2026-08-25T12:15:00+08:00,1.00,50.00,Silver,0.10,45.00,45.00,0,0.00,45.00,5,Cash
SESS-20260825-8533-0025,M-1131,PC-065,2026-08-25T11:20:00+08:00,2026-08-25T13:20:00+08:00,2.00,50.00,Silver,0.10,45.00,90.00,0,0.00,90.00,11,GCash
SESS-20260825-7370-0225,M-2010,PC-042,2026-08-25T11:45:00+08:00,2026-08-25T16:45:00+08:00,5.00,50.00,Silver,0.10,45.00,225.00,0,0.00,225.00,28,Maya
SESS-20260825-7826-0393,M-2017,PC-070,2026-08-25T11:45:00+08:00,2026-08-25T16:45:00+08:00,5.00,50.00,Silver,0.10,45.00,225.00,0,0.00,225.00,28,GCash
SESS-20260825-6358-0183,M-1780,PC-090,2026-08-25T12:30:00+08:00,2026-08-25T15:30:00+08:00,3.00,50.00,Silver,0.10,45.00,135.00,0,0.00,135.00,16,Cash
SESS-20260825-8940-0233,M-1038,PC-010,2026-08-25T12:30:00+08:00,2026-08-25T14:30:00+08:00,2.00,50.00,Silver,0.10,45.00,90.00,0,0.00,90.00,11,Cash
SESS-20260825-4937-0308,M-1987,PC-073,2026-08-25T12:35:00+08:00,2026-08-25T15:35:00+08:00,3.00,50.00,Standard,0.00,50.00,150.00,0,0.00,150.00,15,GCash
SESS-20260825-7473-0424,M-1109,PC-009,2026-08-25T12:40:00+08:00,2026-08-25T15:40:00+08:00,3.00,50.00,Silver,0.10,45.00,135.00,0,0.00,135.00,16,GCash
SESS-20260825-5243-0003,M-1340,PC-005,2026-08-25T12:45:00+08:00,2026-08-25T13:45:00+08:00,1.00,50.00,Gold,0.20,40.00,40.00,0,0.00,40.00,6,Cash
SESS-20260825-9708-0005,M-1759,PC-129,2026-08-25T12:45:00+08:00,2026-08-25T13:45:00+08:00,1.00,80.00,Silver,0.10,72.00,72.00,0,0.00,72.00,9,Credit Card
SESS-20260825-7207-0087,M-1644,PC-080,2026-08-25T12:45:00+08:00,2026-08-25T14:45:00+08:00,2.00,50.00,Silver,0.10,45.00,90.00,100,50.00,40.00,5,Cash
SESS-20260825-1874-0107,M-1899,PC-050,2026-08-25T13:00:00+08:00,2026-08-25T16:00:00+08:00,3.00,50.00,Silver,0.10,45.00,135.00,100,50.00,85.00,10,Credit Card
SESS-20260825-8791-0129,M-1178,PC-149,2026-08-25T13:00:00+08:00,2026-08-25T16:00:00+08:00,3.00,80.00,Silver,0.10,72.00,216.00,0,0.00,216.00,27,Maya
SESS-20260825-6994-0256,M-1708,PC-170,2026-08-25T13:00:00+08:00,2026-08-25T15:00:00+08:00,2.00,120.00,Gold,0.20,96.00,192.00,0,0.00,192.00,28,GCash
SESS-20260825-3684-0331,M-1661,PC-087,2026-08-25T13:00:00+08:00,2026-08-25T15:00:00+08:00,2.00,50.00,Gold,0.20,40.00,80.00,0,0.00,80.00,12,Cash
SESS-20260825-3726-0026,M-1846,PC-105,2026-08-25T13:15:00+08:00,2026-08-25T18:15:00+08:00,5.00,80.00,Standard,0.00,80.00,400.00,0,0.00,400.00,40,Cash
SESS-20260825-5461-0062,M-1512,PC-067,2026-08-25T13:15:00+08:00,2026-08-25T16:15:00+08:00,3.00,50.00,Silver,0.10,45.00,135.00,100,50.00,85.00,10,GCash
SESS-20260825-6235-0228,M-1318,PC-123,2026-08-25T13:15:00+08:00,2026-08-25T14:15:00+08:00,1.00,80.00,Silver,0.10,72.00,72.00,0,0.00,72.00,9,Maya
SESS-20260825-4876-0290,M-2170,PC-055,2026-08-25T13:15:00+08:00,2026-08-25T16:15:00+08:00,3.00,50.00,Standard,0.00,50.00,150.00,0,0.00,150.00,15,Cash
