order_item_id,purchase_id,item_sku,quantity,unit_price,total_price
ITEM-20260802-7959-0001-01,ORD-20260802-7959-0001,SKU-BEV-03,1,30.00,30.00
ITEM-20260802-6645-0002-01,ORD-20260802-6645-0002,SKU-ACC-01,2,25.00,50.00
ITEM-20260802-6645-0002-02,ORD-20260802-6645-0002,SKU-BEV-02,1,90.00,90.00
ITEM-20260802-4807-0003-01,ORD-20260802-4807-0003,SKU-BEV-03,1,30.00,30.00
ITEM-20260802-2052-0004-01,ORD-20260802-2052-0004,SKU-SNK-01,1,120.00,120.00
ITEM-20260802-8371-0005-01,ORD-20260802-8371-0005,SKU-SNK-01,1,120.00,120.00
ITEM-20260803-4554-0006-01,ORD-20260803-4554-0006,SKU-SNK-01,1,120.00,120.00
ITEM-20260803-4849-0007-01,ORD-20260803-4849-0007,SKU-BEV-01,1,65.00,65.00
ITEM-20260803-4849-0007-02,ORD-20260803-4849-0007,SKU-SNK-01,1,120.00,120.00
ITEM-20260802-8588-0008-01,ORD-20260802-8588-0008,SKU-SNK-01,1,120.00,120.00
ITEM-20260802-1821-0009-01,ORD-20260802-1821-0009,SKU-BEV-01,2,65.00,130.00
ITEM-20260802-1821-0009-02,ORD-20260802-1821-0009,SKU-BEV-03,1,30.00,30.00
ITEM-20260802-1821-0009-03,ORD-20260802-1821-0009,SKU-SNK-02,1,135.00,135.00
ITEM-20260802-7617-0010-01,ORD-20260802-7617-0010,SKU-BEV-04,1,85.00,85.00
ITEM-20260802-7617-0010-02,ORD-20260802-7617-0010,SKU-BEV-02,1,90.00,90.00
ITEM-20260802-2941-0011-01,ORD-20260802-2941-0011,SKU-BEV-02,1,90.00,90.00
ITEM-20260802-2941-0011-02,ORD-20260802-2941-0011,SKU-BEV-01,2,65.00,130.00
ITEM-20260803-4623-0012-01,ORD-20260803-4623-0012,SKU-BEV-04,1,85.00,85.00
ITEM-20260802-6917-0013-01,ORD-20260802-6917-0013,SKU-SNK-02,1,135.00,135.00
ITEM-20260802-6917-0013-02,ORD-20260802-6917-0013,SKU-ACC-01,2,25.00,50.00
ITEM-20260803-3649-0014-01,ORD-20260803-3649-0014,SKU-ACC-01,1,25.00,25.00
ITEM-20260802-8021-0015-01,ORD-20260802-8021-0015,SKU-BEV-03,1,30.00,30.00
ITEM-20260802-2153-0016-01,ORD-20260802-2153-0016,SKU-SNK-01,1,120.00,120.00
ITEM-20260802-2153-0016-02,ORD-20260802-2153-0016,SKU-BEV-01,1,65.00,65.00
ITEM-20260802-5318-0017-01,ORD-20260802-5318-0017,SKU-BEV-01,1,65.00,65.00
ITEM-20260802-5318-0017-02,ORD-20260802-5318-0017,SKU-BEV-02,1,90.00,90.00
ITEM-20260802-3573-0018-01,ORD-20260802-3573-0018,SKU-BEV-01,1,65.00,65.00
ITEM-20260802-3573-0018-02,ORD-20260802-3573-0018,SKU-SNK-01,1,120.00,120.00
ITEM-20260802-1002-0019-01,ORD-20260802-1002-0019,SKU-BEV-04,1,85.00,85.00
ITEM-20260802-6228-0020-01,ORD-20260802-6228-0020,SKU-SNK-02,1,135.00,135.00
ITEM-20260802-1675-0021-01,ORD-20260802-1675-0021,SKU-BEV-02,1,90.00,90.00
ITEM-20260802-8394-0022-01,ORD-20260802-8394-0022,SKU-BEV-01,2,65.00,130.00
ITEM-20260802-8394-0022-02,ORD-20260802-8394-0022,SKU-BEV-03,2,30.00,60.00
ITEM-20260802-8394-0022-03,ORD-20260802-8394-0022,SKU-SNK-02,1,135.00,135.00
ITEM-20260803-2304-0023-01,ORD-20260803-2304-0023,SKU-BEV-02,1,90.00,90.00
ITEM-20260802-2543-0024-01,ORD-20260802-2543-0024,SKU-BEV-01,1,65.00,65.00
ITEM-20260803-8155-0025-01,ORD-20260803-8155-0025,SKU-BEV-04,1,85.00,85.00
ITEM-20260802-1951-0026-01,ORD-20260802-1951-0026,SKU-SNK-01,1,120.00,120.00
ITEM-20260802-1951-0026-02,ORD-20260802-1951-0026,SKU-BEV-01,1,65.00,65.00
