rental_id,member_id,workstation_id,session_start,session_end,duration_hours,base_hourly_rate,member_tier_applied,tier_discount_pct,final_hourly_rate,gross_rental_amount,points_redeemed,points_credit_value,net_amount_paid,points_accrued,payment_method
SESS-20260706-5980-0076,M-1653,PC-173,2026-07-06T00:55:00+08:00,2026-07-06T02:55:00+08:00,2.00,120.00,Standard,0.00,120.00,240.00,0,0.00,240.00,24,GCash
SESS-20260706-2008-0221,M-1783,PC-167,2026-07-06T01:30:00+08:00,2026-07-06T03:30:00+08:00,2.00,120.00,Standard,0.00,120.00,240.00,0,0.00,240.00,24,GCash
SESS-20260706-1506-0363,M-1008,PC-047,2026-07-06T02:00:00+08:00,2026-07-06T10:00:00+08:00,8.00,50.00,Standard,0.00,50.00,400.00,0,0.00,400.00,40,GCash
SESS-20260706-4572-0072,M-1379,PC-147,2026-07-06T02:10:00+08:00,2026-07-06T07:10:00+08:00,5.00,80.00,Standard,0.00,80.00,400.00,0,0.00,400.00,40,GCash
SESS-20260706-6742-0014,M-1079,PC-107,2026-07-06T02:35:00+08:00,2026-07-06T04:35:00+08:00,2.00,80.00,Gold,0.20,64.00,128.00,0,0.00,128.00,19,Maya
SESS-20260706-3719-0264,M-1364,PC-106,2026-07-06T02:35:00+08:00,2026-07-06T07:35:00+08:00,5.00,80.00,Silver,0.10,72.00,360.00,0,0.00,360.00,45,Maya
SESS-20260706-6450-0140,M-1805,PC-053,2026-07-06T02:45:00+08:00,2026-07-06T05:45:00+08:00,3.00,50.00,Standard,0.00,50.00,150.00,0,0.00,150.00,15,Cash
SESS-20260706-4260-0192,M-1261,PC-149,2026-07-06T02:45:00+08:00,2026-07-06T03:45:00+08:00,1.00,80.00,Standard,0.00,80.00,80.00,0,0.00,80.00,8,GCash
SESS-20260706-4452-0108,M-1390,PC-079,2026-07-06T03:15:00+08:00,2026-07-06T06:15:00+08:00,3.00,50.00,Standard,0.00,50.00,150.00,0,0.00,150.00,15,GCash
SESS-20260706-6346-0008,M-1823,PC-129,2026-07-06T04:25:00+08:00,2026-07-06T12:25:00+08:00,8.00,80.00,Silver,0.10,72.00,576.00,100,50.00,526.00,65,Maya
SESS-20260706-3055-0106,M-1727,PC-006,2026-07-06T04:45:00+08:00,2026-07-06T09:45:00+08:00,5.00,50.00,Standard,0.00,50.00,250.00,0,0.00,250.00,25,Cash
SESS-20260706-5082-0091,M-1222,PC-071,2026-07-06T05:00:00+08:00,2026-07-06T07:00:00+08:00,2.00,50.00,Standard,0.00,50.00,100.00,0,0.00,100.00,10,GCash
SESS-20260706-4878-0032,M-1247,PC-172,2026-07-06T06:00:00+08:00,2026-07-06T09:00:00+08:00,3.00,120.00,Gold,0.20,96.00,288.00,0,0.00,288.00,43,GCash
SESS-20260706-4319-0260,M-1288,PC-072,2026-07-06T06:15:00+08:00,2026-07-06T08:15:00+08:00,2.00,50.00,Gold,0.20,40.00,80.00,0,0.00,80.00,12,GCash
SESS-20260706-6921-0125,M-1666,PC-162,2026-07-06T06:45:00+08:00,2026-07-06T11:45:00+08:00,5.00,120.00,Standard,0.00,120.00,600.00,0,0.00,600.00,60,Cash
SESS-20260706-4135-0109,M-1624,PC-160,2026-07-06T08:15:00+08:00,2026-07-06T11:15:00+08:00,3.00,120.00,Gold,0.20,96.00,288.00,0,0.00,288.00,43,Maya
SESS-20260706-2356-0037,M-1190,PC-005,2026-07-06T09:00:00+08:00,2026-07-06T14:00:00+08:00,5.00,50.00,Silver,0.10,45.00,225.00,0,0.00,225.00,28,Maya
SESS-20260706-2418-0187,M-1113,PC-172,2026-07-06T09:00:00+08:00,2026-07-06T10:00:00+08:00,1.00,120.00,Standard,0.00,120.00,120.00,0,0.00,120.00,12,Cash
SESS-20260706-4612-0236,M-1769,PC-028,2026-07-06T09:00:00+08:00,2026-07-06T12:00:00+08:00,3.00,50.00,Standard,0.00,50.00,150.00,0,0.00,150.00,15,Cash
SESS-20260706-7696-0092,M-1627,PC-073,2026-07-06T09:15:00+08:00,2026-07-06T11:15:00+08:00,2.00,50.00,Standard,0.00,50.00,100.00,0,0.00,100.00,10,Cash
SESS-20260706-1072-0007,M-1578,PC-088,2026-07-06T09:30:00+08:00,2026-07-06T12:30:00+08:00,3.00,50.00,Silver,0.10,45.00,135.00,0,0.00,135.00,16,Cash
SESS-20260706-9386-0011,M-1544,PC-157,2026-07-06T09:45:00+08:00,2026-07-06T12:45:00+08:00,3.00,120.00,Standard,0.00,120.00,360.00,0,0.00,360.00,36,GCash
SESS-20260706-6563-0020,M-1480,PC-057,2026-07-06T09:45:00+08:00,2026-07-06T14:45:00+08:00,5.00,50.00,Standard,0.00,50.00,250.00,0,0.00,250.00,25,Maya
SESS-20260706-5836-0278,M-1192,PC-019,2026-07-06T10:00:00+08:00,2026-07-06T12:00:00+08:00,2.00,50.00,Silver,0.10,45.00,90.00,0,0.00,90.00,11,Maya
SESS-20260706-7666-0406,M-1070,PC-155,2026-07-06T10:00:00+08:00,2026-07-06T12:00:00+08:00,2.00,120.00,Standard,0.00,120.00,240.00,0,0.00,240.00,24,Cash
SESS-20260706-5345-0176,M-1274,PC-138,2026-07-06T10:15:00+08:00,2026-07-06T15:15:00+08:00,5.00,80.00,Standard,0.00,80.00,400.00,100,50.00,350.00,35,Maya
SESS-20260706-7933-0207,M-1547,PC-022,2026-07-06T10:15:00+08:00,2026-07-06T13:15:00+08:00,3.00,50.00,Standard,0.00,50.00,150.00,0,0.00,150.00,15,GCash
SESS-20260706-6530-0028,M-1145,PC-121,2026-07-06T10:30:00+08:00,2026-07-06T12:30:00+08:00,2.00,80.00,Silver,0.10,72.00,144.00,0,0.00,144.00,18,Maya
SESS-20260706-6603-0013,M-1479,PC-087,2026-07-06T10:45:00+08:00,2026-07-06T12:45:00+08:00,2.00,50.00,Gold,0.20,40.00,80.00,100,50.00,30.00,4,Cash
SESS-20260706-5028-0305,M-1361,PC-075,2026-07-06T10:45:00+08:00,2026-07-06T15:45:00+08:00,5.00,50.00,Silver,0.10,45.00,225.00,400,200.00,25.00,3,Maya
SESS-20260706-3961-0348,M-1513,PC-039,2026-07-06T10:45:00+08:00,2026-07-06T12:45:00+08:00,2.00,50.00,Standard,0.00,50.00,100.00,0,0.00,100.00,10,Maya
SESS-20260706-3312-0333,M-1130,PC-001,2026-07-06T11:00:00+08:00,2026-07-06T13:00:00+08:00,2.00,50.00,Standard,0.00,50.00,100.00,0,0.00,100.00,10,Cash
SESS-20260706-8462-0160,M-1767,PC-076,2026-07-06T11:15:00+08:00,2026-07-06T16:15:00+08:00,5.00,50.00,Silver,0.10,45.00,225.00,0,0.00,225.00,28,GCash
SESS-20260706-2740-0015,M-1870,PC-054,2026-07-06T11:45:00+08:00,2026-07-06T14:45:00+08:00,3.00,50.00,Standard,0.00,50.00,150.00,0,0.00,150.00,15,GCash
