purchase_id,member_id,rental_id,total_amount,points_accrued,payment_method,purchased_at
ORD-20260706-1985-0081,M-1653,SESS-20260706-5980-0076,90.00,9,Cash,2026-07-06T02:52:13+08:00
ORD-20260706-8455-0174,M-1261,SESS-20260706-4260-0192,120.00,12,GCash,2026-07-06T03:06:46+08:00
ORD-20260706-9516-0118,M-1390,SESS-20260706-4452-0108,235.00,23,GCash,2026-07-06T04:08:06+08:00
ORD-20260706-9698-0154,M-1079,SESS-20260706-6742-0014,65.00,9,Cash,2026-07-06T04:26:40+08:00
ORD-20260706-3666-0139,M-1727,SESS-20260706-3055-0106,25.00,2,Cash,2026-07-06T05:05:22+08:00
ORD-20260706-5123-0078,M-1805,SESS-20260706-6450-0140,135.00,13,GCash,2026-07-06T05:36:37+08:00
ORD-20260706-9968-0172,M-1222,SESS-20260706-5082-0091,120.00,12,Cash,2026-07-06T05:38:47+08:00
ORD-20260706-7604-0052,M-1364,SESS-20260706-3719-0264,440.00,55,Maya,2026-07-06T06:51:05+08:00
ORD-20260706-8047-0148,M-1247,SESS-20260706-4878-0032,25.00,3,Cash,2026-07-06T08:00:30+08:00
ORD-20260706-5470-0250,M-1011,,170.00,21,Maya,2026-07-06T09:07:00+08:00
ORD-20260706-3697-0248,M-1471,,120.00,12,GCash,2026-07-06T09:45:00+08:00
ORD-20260706-2072-0182,M-1192,SESS-20260706-5836-0278,65.00,8,Cash,2026-07-06T10:08:01+08:00
ORD-20260706-8523-0313,M-1370,,60.00,6,GCash,2026-07-06T10:11:00+08:00
ORD-20260706-8067-0169,M-1627,SESS-20260706-7696-0092,90.00,9,GCash,2026-07-06T10:15:21+08:00
ORD-20260706-4701-0319,M-1394,,90.00,11,Maya,2026-07-06T10:19:00+08:00
ORD-20260706-5199-0321,M-1675,,175.00,26,Cash,2026-07-06T10:23:00+08:00
ORD-20260706-4848-0034,M-1544,SESS-20260706-9386-0011,150.00,15,Cash,2026-07-06T10:23:17+08:00
ORD-20260706-2964-0320,M-1431,,135.00,13,Maya,2026-07-06T10:45:00+08:00
ORD-20260706-4765-0101,M-1070,SESS-20260706-7666-0406,25.00,2,GCash,2026-07-06T10:47:52+08:00
ORD-20260706-8710-0285,M-1678,,195.00,24,GCash,2026-07-06T11:12:00+08:00
ORD-20260706-6839-0241,M-1274,SESS-20260706-5345-0176,90.00,9,GCash,2026-07-06T11:29:59+08:00
ORD-20260706-7886-0086,M-1547,SESS-20260706-7933-0207,135.00,13,GCash,2026-07-06T11:32:33+08:00
ORD-20260706-7124-0274,M-1257,,180.00,18,Credit Card,2026-07-06T11:39:00+08:00
ORD-20260706-1001-0286,M-1375,,65.00,6,Maya,2026-07-06T11:40:00+08:00
ORD-20260706-7006-0312,M-1738,,335.00,33,GCash,2026-07-06T11:40:00+08:00
ORD-20260706-4694-0290,M-1116,,85.00,8,GCash,2026-07-06T12:10:00+08:00
