ledger_id,member_id,source_reference_id,transaction_type,points_delta,resulting_balance,created_at
552b3a9a-7d09-4406-b866-0786c5fed964,M-1095,SESS-20260702-3882-0000,RENTAL_ACCRUAL,16,95,2026-07-02T19:00:00+08:00
a1456816-66bd-4413-a6ed-18f44ebf17e8,M-1828,SESS-20260702-2262-0001,RENTAL_ACCRUAL,10,26,2026-07-02T23:15:00+08:00
64ba7d7e-c317-4b40-83ad-0ee7eeaa46e6,M-1798,SESS-20260702-3931-0002,RENTAL_ACCRUAL,10,140,2026-07-02T22:15:00+08:00
b6208422-168e-4097-a614-34958cf2847e,M-1334,SESS-20260702-5461-0003,RENTAL_ACCRUAL,15,88,2026-07-02T22:15:00+08:00
54c941fa-92e1-483c-acf5-dccc0bd9dcb7,M-1172,SESS-20260702-4963-0004,RENTAL_REDEMPTION,-100,63,2026-07-02T22:00:00+08:00
fc154e36-0c59-40fc-a975-23d741e41a46,M-1172,SESS-20260702-4963-0004,RENTAL_ACCRUAL,11,74,2026-07-03T00:00:00+08:00
f88b026e-498f-499a-a212-12f8919049b0,M-1466,SESS-20260702-3655-0005,RENTAL_REDEMPTION,-100,3306,2026-07-02T22:30:00+08:00
ddd4dfbf-7718-478b-ac70-faaecb5230de,M-1466,SESS-20260702-3655-0005,RENTAL_ACCRUAL,21,3327,2026-07-03T00:30:00+08:00
12506f45-bdfb-42d2-b24e-1f393ae75c98,M-1140,SESS-20260702-8549-0006,RENTAL_ACCRUAL,96,172,2026-07-03T02:00:00+08:00
4b6c3993-97c3-4455-8abd-cd67b715c03a,M-1478,SESS-20260702-9514-0007,RENTAL_ACCRUAL,40,104,2026-07-03T02:45:00+08:00
3ec62549-14ef-49b8-b6d5-df4e82c2b858,M-1537,SESS-20260702-9187-0008,RENTAL_ACCRUAL,15,147,2026-07-03T01:45:00+08:00
ea1e271d-29f6-4a01-9e2c-ad75e4e9673e,M-1377,SESS-20260702-7756-0009,RENTAL_ACCRUAL,16,428,2026-07-02T22:00:00+08:00
483255ca-50a4-4ff0-af05-d53cafefc4df,M-1204,SESS-20260702-3411-0010,RENTAL_ACCRUAL,11,140,2026-07-02T17:00:00+08:00
da46817d-efa6-429c-94ee-39096f8ceda9,M-1146,SESS-20260702-5143-0011,RENTAL_REDEMPTION,-100,2904,2026-07-02T19:30:00+08:00
4d875897-48f6-48b1-a9b4-e1c4802f6ca5,M-1146,SESS-20260702-5143-0011,RENTAL_ACCRUAL,11,2915,2026-07-02T21:30:00+08:00
c81e393a-7fac-474f-b2ef-05ec2e321f3a,M-1475,SESS-20260702-3384-0012,RENTAL_REDEMPTION,-100,55,2026-07-02T16:30:00+08:00
d829be55-07bb-465d-a38e-4a579afe9c20,M-1475,SESS-20260702-3384-0012,RENTAL_ACCRUAL,38,93,2026-07-02T21:30:00+08:00
865ac2a2-c138-49dc-abc1-dd27c752817d,M-1364,SESS-20260702-1663-0013,RENTAL_ACCRUAL,27,316,2026-07-02T09:00:00+08:00
04ef5b3f-e145-4d0f-a28c-1992b76a8d2f,M-1519,SESS-20260702-5417-0014,RENTAL_REDEMPTION,-100,29,2026-07-02T10:15:00+08:00
44063497-9f81-47ea-8cf0-c6348550940a,M-1519,SESS-20260702-5417-0014,RENTAL_ACCRUAL,11,40,2026-07-02T12:15:00+08:00
0f1f94b2-e854-4995-afcd-1016608e08c6,M-1414,SESS-20260702-8541-0015,RENTAL_ACCRUAL,5,428,2026-07-02T10:30:00+08:00
2d1e2d93-0c8a-4030-b955-674b74ca6231,M-1530,SESS-20260702-8182-0016,RENTAL_ACCRUAL,5,384,2026-07-02T21:30:00+08:00
395d9a37-d5c3-498a-b63f-513fb6b969be,M-1747,SESS-20260702-9289-0017,RENTAL_ACCRUAL,24,98,2026-07-03T00:45:00+08:00
ff8f4321-93b4-43a1-98dc-9d29193cc919,M-1732,SESS-20260702-5376-0018,RENTAL_ACCRUAL,11,223,2026-07-03T01:45:00+08:00
e5a70885-d64b-4a47-b79c-f445f2dd9b93,M-1283,SESS-20260702-5962-0019,RENTAL_ACCRUAL,15,128,2026-07-02T12:00:00+08:00
db558c69-aed6-4e97-9293-4e64b0759573,M-1971,SESS-20260702-7994-0020,RENTAL_ACCRUAL,10,30,2026-07-03T01:15:00+08:00
4557471b-b541-48ef-9309-d43814dc6b4a,M-1168,SESS-20260702-8907-0021,RENTAL_ACCRUAL,64,192,2026-07-03T03:00:00+08:00
320e8830-6d51-4122-abc3-61dc13d3faca,M-1686,SESS-20260702-6615-0022,RENTAL_ACCRUAL,5,97,2026-07-02T15:45:00+08:00
4b0ff6c9-fa2f-4294-8d3d-cc537a3a5af2,M-1265,SESS-20260702-6416-0023,RENTAL_ACCRUAL,108,678,2026-07-03T04:45:00+08:00
c3bd041c-8edd-401a-92ce-b16f5c65bd20,M-1734,SESS-20260702-5018-0024,RENTAL_ACCRUAL,40,818,2026-07-03T01:15:00+08:00
14a63ae5-7964-4b45-9011-eded28c01f96,M-1522,SESS-20260702-7630-0025,RENTAL_ACCRUAL,10,189,2026-07-02T23:45:00+08:00
8b342f98-c2c8-444a-a5a4-556a92b3fe6d,M-1803,SESS-20260702-5075-0026,RENTAL_ACCRUAL,15,60,2026-07-02T07:20:00+08:00
