order_item_id,purchase_id,item_sku,quantity,unit_price,total_price
ITEM-20260816-9225-0001-01,ORD-20260816-9225-0001,SKU-BEV-04,1,85.00,85.00
ITEM-20260817-7942-0002-01,ORD-20260817-7942-0002,SKU-SNK-04,1,60.00,60.00
ITEM-20260816-9148-0003-01,ORD-20260816-9148-0003,SKU-BEV-01,1,65.00,65.00
ITEM-20260817-5027-0004-01,ORD-20260817-5027-0004,SKU-BEV-02,1,90.00,90.00
ITEM-20260817-5346-0005-01,ORD-20260817-5346-0005,SKU-SNK-01,1,120.00,120.00
ITEM-20260816-1931-0006-01,ORD-20260816-1931-0006,SKU-SNK-01,1,120.00,120.00
ITEM-20260816-4512-0007-01,ORD-20260816-4512-0007,SKU-BEV-01,1,65.00,65.00
ITEM-20260816-1798-0008-01,ORD-20260816-1798-0008,SKU-BEV-02,2,90.00,180.00
ITEM-20260816-1798-0008-02,ORD-20260816-1798-0008,SKU-BEV-01,1,65.00,65.00
ITEM-20260816-7850-0009-01,ORD-20260816-7850-0009,SKU-BEV-01,1,65.00,65.00
ITEM-20260816-2431-0010-01,ORD-20260816-2431-0010,SKU-BEV-02,1,90.00,90.00
ITEM-20260816-2512-0011-01,ORD-20260816-2512-0011,SKU-SNK-01,1,120.00,120.00
ITEM-20260816-4758-0012-01,ORD-20260816-4758-0012,SKU-SNK-04,1,60.00,60.00
ITEM-20260816-7138-0013-01,ORD-20260816-7138-0013,SKU-BEV-03,1,30.00,30.00
ITEM-20260816-7138-0013-02,ORD-20260816-7138-0013,SKU-SNK-04,1,60.00,60.00
ITEM-20260816-7805-0014-01,ORD-20260816-7805-0014,SKU-BEV-01,1,65.00,65.00
ITEM-20260816-1473-0015-01,ORD-20260816-1473-0015,SKU-BEV-01,1,65.00,65.00
ITEM-20260816-1058-0016-01,ORD-20260816-1058-0016,SKU-ACC-01,1,25.00,25.00
ITEM-20260816-8355-0017-01,ORD-20260816-8355-0017,SKU-BEV-02,1,90.00,90.00
ITEM-20260816-6527-0018-01,ORD-20260816-6527-0018,SKU-SNK-02,2,135.00,270.00
ITEM-20260816-6527-0018-02,ORD-20260816-6527-0018,SKU-BEV-01,1,65.00,65.00
ITEM-20260816-6237-0019-01,ORD-20260816-6237-0019,SKU-BEV-01,1,65.00,65.00
ITEM-20260817-6637-0020-01,ORD-20260817-6637-0020,SKU-SNK-01,1,120.00,120.00
ITEM-20260816-1009-0021-01,ORD-20260816-1009-0021,SKU-SNK-01,1,120.00,120.00
ITEM-20260816-1697-0022-01,ORD-20260816-1697-0022,SKU-BEV-02,1,90.00,90.00
ITEM-20260816-3547-0023-01,ORD-20260816-3547-0023,SKU-SNK-01,1,120.00,120.00
ITEM-20260816-9836-0024-01,ORD-20260816-9836-0024,SKU-BEV-02,1,90.00,90.00
ITEM-20260816-1038-0025-01,ORD-20260816-1038-0025,SKU-BEV-01,1,65.00,65.00
ITEM-20260816-6035-0026-01,ORD-20260816-6035-0026,SKU-SNK-01,1,120.00,120.00
ITEM-20260816-6035-0026-02,ORD-20260816-6035-0026,SKU-BEV-01,1,65.00,65.00
ITEM-20260816-4640-0027-01,ORD-20260816-4640-0027,SKU-BEV-01,1,65.00,65.00
ITEM-20260816-9294-0028-01,ORD-20260816-9294-0028,SKU-BEV-01,1,65.00,65.00
ITEM-20260816-9294-0028-02,ORD-20260816-9294-0028,SKU-BEV-04,1,85.00,85.00
ITEM-20260817-7165-0029-01,ORD-20260817-7165-0029,SKU-BEV-03,1,30.00,30.00
ITEM-20260817-7165-0029-02,ORD-20260817-7165-0029,SKU-SNK-01,2,120.00,240.00
ITEM-20260816-8237-0030-01,ORD-20260816-8237-0030,SKU-BEV-04,1,85.00,85.00
ITEM-20260816-5912-0031-01,ORD-20260816-5912-0031,SKU-BEV-02,1,90.00,90.00
ITEM-20260817-3493-0032-01,ORD-20260817-3493-0032,SKU-BEV-01,1,65.00,65.00
ITEM-20260816-3583-0033-01,ORD-20260816-3583-0033,SKU-BEV-02,1,90.00,90.00
ITEM-20260817-8820-0034-01,ORD-20260817-8820-0034,SKU-BEV-02,1,90.00,90.00
ITEM-20260816-2335-0035-01,ORD-20260816-2335-0035,SKU-BEV-03,1,30.00,30.00
ITEM-20260816-9839-0036-01,ORD-20260816-9839-0036,SKU-BEV-01,1,65.00,65.00
ITEM-20260816-7530-0037-01,ORD-20260816-7530-0037,SKU-SNK-01,1,120.00,120.00
ITEM-20260816-1370-0038-01,ORD-20260816-1370-0038,SKU-SNK-01,1,120.00,120.00
ITEM-20260816-5813-0039-01,ORD-20260816-5813-0039,SKU-BEV-03,2,30.00,60.00
ITEM-20260816-5320-0040-01,ORD-20260816-5320-0040,SKU-SNK-03,2,75.00,150.00
ITEM-20260816-4562-0041-01,ORD-20260816-4562-0041,SKU-BEV-04,1,85.00,85.00
ITEM-20260817-9825-0042-01,ORD-20260817-9825-0042,SKU-BEV-02,1,90.00,90.00
ITEM-20260816-1101-0043-01,ORD-20260816-1101-0043,SKU-SNK-01,1,120.00,120.00
ITEM-20260816-1101-0043-02,ORD-20260816-1101-0043,SKU-BEV-04,2,85.00,170.00
ITEM-20260816-2770-0044-01,ORD-20260816-2770-0044,SKU-SNK-01,1,120.00,120.00
ITEM-20260816-2770-0044-02,ORD-20260816-2770-0044,SKU-BEV-01,1,65.00,65.00
ITEM-20260816-5258-0045-01,ORD-20260816-5258-0045,SKU-ACC-02,1,180.00,180.00
ITEM-20260816-1362-0046-01,ORD-20260816-1362-0046,SKU-BEV-03,1,30.00,30.00
ITEM-20260817-4150-0047-01,ORD-20260817-4150-0047,SKU-SNK-03,1,75.00,75.00
ITEM-20260817-4150-0047-02,ORD-20260817-4150-0047,SKU-SNK-04,1,60.00,60.00
ITEM-20260816-9718-0048-01,ORD-20260816-9718-0048,SKU-BEV-01,3,65.00,195.00
ITEM-20260816-3373-0049-01,ORD-20260816-3373-0049,SKU-BEV-02,2,90.00,180.00
ITEM-20260816-5284-0050-01,ORD-20260816-5284-0050,SKU-SNK-04,2,60.00,120.00
ITEM-20260816-5284-0050-02,ORD-20260816-5284-0050,SKU-SNK-03,1,75.00,75.00
ITEM-20260816-5788-0051-01,ORD-20260816-5788-0051,SKU-ACC-01,1,25.00,25.00
ITEM-20260816-5788-0051-02,ORD-20260816-5788-0051,SKU-BEV-04,1,85.00,85.00
ITEM-20260816-8257-0052-01,ORD-20260816-8257-0052,SKU-SNK-01,1,120.00,120.00
ITEM-20260816-2147-0053-01,ORD-20260816-2147-0053,SKU-BEV-04,3,85.00,255.00
ITEM-20260816-6858-0054-01,ORD-20260816-6858-0054,SKU-BEV-02,2,90.00,180.00
ITEM-20260817-6031-0055-01,ORD-20260817-6031-0055,SKU-BEV-01,1,65.00,65.00
ITEM-20260816-9182-0056-01,ORD-20260816-9182-0056,SKU-BEV-02,1,90.00,90.00
ITEM-20260816-2509-0057-01,ORD-20260816-2509-0057,SKU-BEV-03,1,30.00,30.00
ITEM-20260817-9211-0058-01,ORD-20260817-9211-0058,SKU-BEV-02,1,90.00,90.00
ITEM-20260817-9211-0058-02,ORD-20260817-9211-0058,SKU-SNK-01,2,120.00,240.00
ITEM-20260817-2661-0059-01,ORD-20260817-2661-0059,SKU-BEV-03,1,30.00,30.00
ITEM-20260816-2872-0060-01,ORD-20260816-2872-0060,SKU-SNK-02,3,135.00,405.00
ITEM-20260816-5315-0061-01,ORD-20260816-5315-0061,SKU-BEV-01,1,65.00,65.00
ITEM-20260817-8812-0062-01,ORD-20260817-8812-0062,SKU-BEV-02,2,90.00,180.00
ITEM-20260816-6357-0063-01,ORD-20260816-6357-0063,SKU-BEV-01,1,65.00,65.00
ITEM-20260816-6357-0063-02,ORD-20260816-6357-0063,SKU-BEV-02,1,90.00,90.00
ITEM-20260816-4372-0064-01,ORD-20260816-4372-0064,SKU-BEV-04,1,85.00,85.00
ITEM-20260816-4372-0064-02,ORD-20260816-4372-0064,SKU-ACC-01,1,25.00,25.00
ITEM-20260817-8536-0065-01,ORD-20260817-8536-0065,SKU-SNK-03,2,75.00,150.00
ITEM-20260816-9247-0066-01,ORD-20260816-9247-0066,SKU-BEV-03,1,30.00,30.00
ITEM-20260816-7277-0067-01,ORD-20260816-7277-0067,SKU-BEV-01,1,65.00,65.00
ITEM-20260816-8053-0068-01,ORD-20260816-8053-0068,SKU-BEV-04,1,85.00,85.00
ITEM-20260816-4440-0069-01,ORD-20260816-4440-0069,SKU-BEV-02,1,90.00,90.00
ITEM-20260817-8013-0070-01,ORD-20260817-8013-0070,SKU-BEV-01,1,65.00,65.00
ITEM-20260816-5152-0071-01,ORD-20260816-5152-0071,SKU-BEV-02,1,90.00,90.00
ITEM-20260816-7943-0072-01,ORD-20260816-7943-0072,SKU-BEV-04,1,85.00,85.00
ITEM-20260816-7943-0072-02,ORD-20260816-7943-0072,SKU-SNK-01,1,120.00,120.00
ITEM-20260816-1815-0073-01,ORD-20260816-1815-0073,SKU-SNK-01,1,120.00,120.00
ITEM-20260817-7879-0074-01,ORD-20260817-7879-0074,SKU-ACC-01,1,25.00,25.00
ITEM-20260817-2160-0075-01,ORD-20260817-2160-0075,SKU-BEV-02,1,90.00,90.00
ITEM-20260816-3248-0076-01,ORD-20260816-3248-0076,SKU-BEV-01,1,65.00,65.00
ITEM-20260816-8777-0077-01,ORD-20260816-8777-0077,SKU-BEV-01,1,65.00,65.00
ITEM-20260816-6873-0078-01,ORD-20260816-6873-0078,SKU-SNK-01,1,120.00,120.00
ITEM-20260817-1736-0079-01,ORD-20260817-1736-0079,SKU-ACC-01,1,25.00,25.00
ITEM-20260817-6868-0080-01,ORD-20260817-6868-0080,SKU-BEV-01,1,65.00,65.00
ITEM-20260816-6562-0081-01,ORD-20260816-6562-0081,SKU-BEV-01,1,65.00,65.00
ITEM-20260816-8969-0082-01,ORD-20260816-8969-0082,SKU-BEV-01,1,65.00,65.00
ITEM-20260816-9176-0083-01,ORD-20260816-9176-0083,SKU-BEV-04,1,85.00,85.00
ITEM-20260816-9176-0083-02,ORD-20260816-9176-0083,SKU-SNK-01,1,120.00,120.00
ITEM-20260816-2773-0084-01,ORD-20260816-2773-0084,SKU-SNK-01,3,120.00,360.00
ITEM-20260816-5692-0085-01,ORD-20260816-5692-0085,SKU-BEV-01,1,65.00,65.00
ITEM-20260817-9666-0086-01,ORD-20260817-9666-0086,SKU-BEV-01,1,65.00,65.00
ITEM-20260816-1253-0087-01,ORD-20260816-1253-0087,SKU-BEV-03,1,30.00,30.00
ITEM-20260816-4255-0088-01,ORD-20260816-4255-0088,SKU-SNK-01,1,120.00,120.00
ITEM-20260816-8369-0089-01,ORD-20260816-8369-0089,SKU-BEV-01,1,65.00,65.00
ITEM-20260816-5517-0090-01,ORD-20260816-5517-0090,SKU-BEV-02,1,90.00,90.00
ITEM-20260816-5517-0090-02,ORD-20260816-5517-0090,SKU-BEV-01,1,65.00,65.00
ITEM-20260816-2804-0091-01,ORD-20260816-2804-0091,SKU-SNK-01,1,120.00,120.00
ITEM-20260817-8437-0092-01,ORD-20260817-8437-0092,SKU-BEV-04,1,85.00,85.00
ITEM-20260816-4099-0093-01,ORD-20260816-4099-0093,SKU-BEV-01,1,65.00,65.00
ITEM-20260816-7888-0094-01,ORD-20260816-7888-0094,SKU-BEV-01,1,65.00,65.00
ITEM-20260816-4487-0095-01,ORD-20260816-4487-0095,SKU-BEV-04,1,85.00,85.00
ITEM-20260816-3297-0096-01,ORD-20260816-3297-0096,SKU-BEV-04,1,85.00,85.00
ITEM-20260816-3297-0096-02,ORD-20260816-3297-0096,SKU-BEV-03,1,30.00,30.00
ITEM-20260816-7009-0097-01,ORD-20260816-7009-0097,SKU-SNK-01,1,120.00,120.00
ITEM-20260816-7009-0097-02,ORD-20260816-7009-0097,SKU-BEV-02,1,90.00,90.00
ITEM-20260816-7009-0097-03,ORD-20260816-7009-0097,SKU-BEV-01,1,65.00,65.00
ITEM-20260816-6930-0098-01,ORD-20260816-6930-0098,SKU-SNK-02,2,135.00,270.00
ITEM-20260817-3200-0099-01,ORD-20260817-3200-0099,SKU-BEV-02,1,90.00,90.00
ITEM-20260816-6322-0100-01,ORD-20260816-6322-0100,SKU-BEV-02,1,90.00,90.00
ITEM-20260816-4079-0101-01,ORD-20260816-4079-0101,SKU-SNK-01,1,120.00,120.00
ITEM-20260816-1922-0102-01,ORD-20260816-1922-0102,SKU-BEV-03,1,30.00,30.00
ITEM-20260816-1922-0102-02,ORD-20260816-1922-0102,SKU-BEV-02,1,90.00,90.00
ITEM-20260816-1922-0102-03,ORD-20260816-1922-0102,SKU-SNK-01,1,120.00,120.00
ITEM-20260816-3638-0103-01,ORD-20260816-3638-0103,SKU-BEV-02,1,90.00,90.00
ITEM-20260816-9197-0104-01,ORD-20260816-9197-0104,SKU-BEV-02,1,90.00,90.00
