rental_id,member_id,workstation_id,session_start,session_end,duration_hours,base_hourly_rate,member_tier_applied,tier_discount_pct,final_hourly_rate,gross_rental_amount,points_redeemed,points_credit_value,net_amount_paid,points_accrued,payment_method
SESS-20260708-3804-0021,M-1283,PC-161,2026-07-08T00:40:00+08:00,2026-07-08T03:40:00+08:00,3.00,120.00,Standard,0.00,120.00,360.00,0,0.00,360.00,36,Maya
SESS-20260708-7278-0246,M-1459,PC-106,2026-07-08T01:45:00+08:00,2026-07-08T02:45:00+08:00,1.00,80.00,Standard,0.00,80.00,80.00,0,0.00,80.00,8,GCash
SESS-20260708-2844-0080,M-1734,PC-160,2026-07-08T02:15:00+08:00,2026-07-08T07:15:00+08:00,5.00,120.00,Silver,0.10,108.00,540.00,0,0.00,540.00,67,Cash
SESS-20260708-9150-0229,M-1235,PC-172,2026-07-08T03:05:00+08:00,2026-07-08T08:05:00+08:00,5.00,120.00,Silver,0.10,108.00,540.00,0,0.00,540.00,67,GCash
SESS-20260708-8490-0315,M-1398,PC-020,2026-07-08T03:45:00+08:00,2026-07-08T05:45:00+08:00,2.00,50.00,Gold,0.20,40.00,80.00,100,50.00,30.00,4,GCash
SESS-20260708-9080-0284,M-1161,PC-144,2026-07-08T04:00:00+08:00,2026-07-08T09:00:00+08:00,5.00,80.00,Standard,0.00,80.00,400.00,0,0.00,400.00,40,GCash
SESS-20260708-4857-0101,M-1042,PC-043,2026-07-08T05:00:00+08:00,2026-07-08T07:00:00+08:00,2.00,50.00,Standard,0.00,50.00,100.00,0,0.00,100.00,10,GCash
SESS-20260708-9340-0053,M-1409,PC-124,2026-07-08T06:40:00+08:00,2026-07-08T08:40:00+08:00,2.00,80.00,Silver,0.10,72.00,144.00,100,50.00,94.00,11,GCash
SESS-20260708-6028-0334,M-1551,PC-055,2026-07-08T07:00:00+08:00,2026-07-08T10:00:00+08:00,3.00,50.00,Silver,0.10,45.00,135.00,100,50.00,85.00,10,Credit Card
SESS-20260708-1201-0040,M-1227,PC-165,2026-07-08T08:00:00+08:00,2026-07-08T10:00:00+08:00,2.00,120.00,Silver,0.10,108.00,216.00,0,0.00,216.00,27,Cash
SESS-20260708-9775-0141,M-1151,PC-041,2026-07-08T08:00:00+08:00,2026-07-08T11:00:00+08:00,3.00,50.00,Standard,0.00,50.00,150.00,100,50.00,100.00,10,GCash
SESS-20260708-3361-0321,M-1760,PC-025,2026-07-08T08:15:00+08:00,2026-07-08T10:15:00+08:00,2.00,50.00,Standard,0.00,50.00,100.00,0,0.00,100.00,10,GCash
SESS-20260708-9859-0033,M-1728,PC-134,2026-07-08T08:30:00+08:00,2026-07-08T10:30:00+08:00,2.00,80.00,Silver,0.10,72.00,144.00,0,0.00,144.00,18,GCash
SESS-20260708-4913-0102,M-1579,PC-017,2026-07-08T08:30:00+08:00,2026-07-08T10:30:00+08:00,2.00,50.00,Gold,0.20,40.00,80.00,100,50.00,30.00,4,GCash
SESS-20260708-2628-0119,M-1635,PC-160,2026-07-08T08:45:00+08:00,2026-07-08T10:45:00+08:00,2.00,120.00,Silver,0.10,108.00,216.00,100,50.00,166.00,20,GCash
SESS-20260708-9175-0210,M-1602,PC-124,2026-07-08T08:45:00+08:00,2026-07-08T10:45:00+08:00,2.00,80.00,Silver,0.10,72.00,144.00,100,50.00,94.00,11,Cash
SESS-20260708-8088-0002,M-1614,PC-136,2026-07-08T09:00:00+08:00,2026-07-08T10:00:00+08:00,1.00,80.00,Standard,0.00,80.00,80.00,100,50.00,30.00,3,Credit Card
SESS-20260708-3828-0187,M-1674,PC-056,2026-07-08T09:00:00+08:00,2026-07-08T11:00:00+08:00,2.00,50.00,Standard,0.00,50.00,100.00,0,0.00,100.00,10,Maya
SESS-20260708-3413-0062,M-1751,PC-016,2026-07-08T09:15:00+08:00,2026-07-08T12:15:00+08:00,3.00,50.00,Standard,0.00,50.00,150.00,0,0.00,150.00,15,GCash
