purchase_id,member_id,rental_id,total_amount,points_accrued,payment_method,purchased_at
ORD-20260708-2233-0150,M-1459,SESS-20260708-7278-0246,135.00,16,Cash,2026-07-08T02:23:45+08:00
ORD-20260708-6347-0126,M-1409,SESS-20260708-9340-0053,95.00,11,GCash,2026-07-08T08:23:17+08:00
ORD-20260708-4903-0215,M-1227,SESS-20260708-1201-0040,90.00,11,Cash,2026-07-08T08:43:20+08:00
ORD-20260708-5192-0249,M-1420,,240.00,30,GCash,2026-07-08T09:03:00+08:00
ORD-20260708-1401-0231,M-1282,,155.00,19,Cash,2026-07-08T09:15:00+08:00
ORD-20260708-9887-0252,M-1467,,50.00,6,Credit Card,2026-07-08T09:29:00+08:00
ORD-20260708-9152-0281,M-1329,,30.00,3,GCash,2026-07-08T09:29:00+08:00
ORD-20260708-9537-0291,M-1345,,65.00,8,Cash,2026-07-08T09:30:00+08:00
ORD-20260708-7136-0261,M-1715,,120.00,12,Credit Card,2026-07-08T09:31:00+08:00
ORD-20260708-1246-0092,M-1760,SESS-20260708-3361-0321,65.00,6,Credit Card,2026-07-08T09:31:36+08:00
ORD-20260708-3337-0002,M-1728,SESS-20260708-9859-0033,85.00,10,GCash,2026-07-08T09:40:14+08:00
ORD-20260708-4352-0293,M-1841,,220.00,22,Credit Card,2026-07-08T09:41:00+08:00
ORD-20260708-7030-0053,M-1614,SESS-20260708-8088-0002,245.00,24,Cash,2026-07-08T09:42:45+08:00
ORD-20260708-9905-0284,M-1612,,475.00,47,GCash,2026-07-08T09:43:00+08:00
ORD-20260708-9368-0278,M-1366,,145.00,14,Maya,2026-07-08T09:48:00+08:00
ORD-20260708-9520-0113,M-1826,SESS-20260708-8512-0173,85.00,8,Credit Card,2026-07-08T09:51:27+08:00
ORD-20260708-1725-0263,M-1779,,30.00,3,GCash,2026-07-08T09:54:00+08:00
ORD-20260708-4334-0275,M-1663,,120.00,12,GCash,2026-07-08T09:55:00+08:00
ORD-20260708-6975-0084,M-1635,SESS-20260708-2628-0119,240.00,30,GCash,2026-07-08T09:56:36+08:00
ORD-20260708-8344-0153,M-1674,SESS-20260708-3828-0187,270.00,27,Maya,2026-07-08T10:06:41+08:00
ORD-20260708-7122-0241,M-1458,,135.00,13,Credit Card,2026-07-08T10:14:00+08:00
ORD-20260708-6661-0181,M-1151,SESS-20260708-9775-0141,120.00,12,GCash,2026-07-08T10:26:55+08:00
ORD-20260708-6816-0260,M-1265,,120.00,15,GCash,2026-07-08T10:33:00+08:00
ORD-20260708-2205-0251,M-1520,,255.00,31,GCash,2026-07-08T10:35:00+08:00
ORD-20260708-5938-0286,M-1607,,90.00,9,Cash,2026-07-08T10:39:00+08:00
ORD-20260708-3857-0021,M-1836,SESS-20260708-5839-0143,90.00,9,Cash,2026-07-08T10:42:28+08:00
ORD-20260708-7926-0297,M-1618,,325.00,40,GCash,2026-07-08T10:56:00+08:00
ORD-20260708-1487-0023,M-1765,SESS-20260708-4260-0174,65.00,8,Credit Card,2026-07-08T11:01:16+08:00
ORD-20260708-2791-0292,M-1220,,120.00,18,GCash,2026-07-08T11:05:00+08:00
ORD-20260708-9424-0299,M-1598,,90.00,9,Credit Card,2026-07-08T11:16:00+08:00
ORD-20260708-6665-0288,M-1338,,165.00,16,Maya,2026-07-08T11:20:00+08:00
ORD-20260708-6491-0272,M-1751,,65.00,6,GCash,2026-07-08T11:23:00+08:00
ORD-20260708-6050-0156,M-1800,SESS-20260708-9304-0379,135.00,13,Maya,2026-07-08T11:30:54+08:00
ORD-20260708-2465-0099,M-1751,SESS-20260708-3413-0062,120.00,12,GCash,2026-07-08T11:38:13+08:00
ORD-20260708-8249-0283,M-1067,,30.00,3,Credit Card,2026-07-08T11:47:00+08:00
ORD-20260708-2478-0071,M-1100,SESS-20260708-3865-0325,30.00,3,Cash,2026-07-08T11:51:41+08:00
ORD-20260708-9733-0285,M-1347,,255.00,38,Credit Card,2026-07-08T12:05:00+08:00
ORD-20260708-3389-0273,M-1439,,90.00,9,Maya,2026-07-08T12:09:00+08:00
ORD-20260708-3798-0105,M-1625,SESS-20260708-8125-0018,195.00,29,GCash,2026-07-08T12:32:08+08:00
ORD-20260708-4046-0256,M-1024,,210.00,21,Credit Card,2026-07-08T12:35:00+08:00
ORD-20260708-5544-0243,M-1599,,30.00,3,GCash,2026-07-08T12:38:00+08:00
ORD-20260708-4907-0165,M-1322,SESS-20260708-2826-0195,135.00,13,GCash,2026-07-08T13:00:59+08:00
ORD-20260708-4368-0276,M-1764,,120.00,15,GCash,2026-07-08T13:06:00+08:00
ORD-20260708-7137-0235,M-1537,,65.00,6,Credit Card,2026-07-08T13:09:00+08:00
ORD-20260708-8986-0040,M-1088,SESS-20260708-6296-0159,135.00,16,Maya,2026-07-08T13:11:19+08:00
ORD-20260708-5992-0265,M-1397,,65.00,8,GCash,2026-07-08T13:13:00+08:00
ORD-20260708-4061-0041,M-1212,SESS-20260708-9085-0267,85.00,8,Cash,2026-07-08T13:17:42+08:00
ORD-20260708-7410-0143,M-1009,SESS-20260708-7823-0133,220.00,22,Cash,2026-07-08T13:31:28+08:00
ORD-20260708-1925-0294,M-1497,,135.00,16,Maya,2026-07-08T13:38:00+08:00
ORD-20260708-1444-0280,M-1284,,325.00,32,Credit Card,2026-07-08T13:48:00+08:00
ORD-20260708-2399-0236,M-1193,,65.00,6,Cash,2026-07-08T13:50:00+08:00
ORD-20260708-5515-0037,M-1376,SESS-20260708-6255-0025,185.00,23,Maya,2026-07-08T14:01:33+08:00
ORD-20260708-1181-0277,M-1399,,60.00,6,Maya,2026-07-08T14:02:00+08:00
ORD-20260708-1703-0298,M-1164,,165.00,16,Credit Card,2026-07-08T14:05:00+08:00
ORD-20260708-9955-0094,M-1468,SESS-20260708-9550-0180,85.00,10,Cash,2026-07-08T14:10:47+08:00
ORD-20260708-2974-0245,M-1774,,210.00,21,GCash,2026-07-08T14:41:00+08:00
ORD-20260708-9117-0086,M-1103,SESS-20260708-1937-0026,170.00,17,Maya,2026-07-08T14:43:17+08:00
ORD-20260708-1415-0116,M-1359,SESS-20260708-8418-0243,85.00,12,Cash,2026-07-08T14:43:54+08:00
ORD-20260708-7124-0282,M-1026,,30.00,4,GCash,2026-07-08T14:52:00+08:00
ORD-20260708-9114-0096,M-1820,SESS-20260708-7742-0074,65.00,8,Cash,2026-07-08T14:53:31+08:00
ORD-20260708-9965-0228,M-1245,,65.00,6,GCash,2026-07-08T14:54:00+08:00
ORD-20260708-3148-0257,M-1424,,175.00,17,GCash,2026-07-08T15:06:00+08:00
ORD-20260708-3203-0244,M-1723,,90.00,9,GCash,2026-07-08T15:07:00+08:00
ORD-20260708-7452-0264,M-1137,,120.00,15,Cash,2026-07-08T15:07:00+08:00
ORD-20260708-7029-0066,M-1014,SESS-20260708-5990-0095,220.00,27,GCash,2026-07-08T15:07:31+08:00
ORD-20260708-1916-0135,M-1123,SESS-20260708-4217-0356,150.00,18,Credit Card,2026-07-08T15:09:54+08:00
ORD-20260708-3609-0177,M-1028,SESS-20260708-5966-0205,65.00,8,Cash,2026-07-08T15:22:57+08:00
ORD-20260708-8196-0093,M-1328,SESS-20260708-7900-0270,120.00,12,Cash,2026-07-08T15:29:12+08:00
ORD-20260708-5144-0217,M-1476,SESS-20260708-1150-0373,65.00,8,GCash,2026-07-08T15:37:19+08:00
ORD-20260708-6057-0008,M-1164,SESS-20260708-4117-0126,180.00,18,Cash,2026-07-08T15:39:24+08:00
ORD-20260708-5520-0262,M-1676,,120.00,18,Maya,2026-07-08T15:49:00+08:00
ORD-20260708-2864-0027,M-1297,SESS-20260708-3705-0405,120.00,12,GCash,2026-07-08T15:56:17+08:00
ORD-20260708-4962-0200,M-1066,SESS-20260708-8185-0346,75.00,7,GCash,2026-07-08T16:00:20+08:00
ORD-20260708-3964-0144,M-1821,SESS-20260708-6096-0011,85.00,8,GCash,2026-07-08T16:03:11+08:00
ORD-20260708-5706-0006,M-1167,SESS-20260708-5374-0333,215.00,26,Cash,2026-07-08T16:06:11+08:00
ORD-20260708-9032-0119,M-1696,SESS-20260708-6838-0372,155.00,19,Credit Card,2026-07-08T16:07:12+08:00
ORD-20260708-9957-0242,M-1799,,120.00,12,GCash,2026-07-08T16:08:00+08:00
ORD-20260708-2983-0240,M-1959,,155.00,15,GCash,2026-07-08T16:11:00+08:00
ORD-20260708-9700-0042,M-1667,SESS-20260708-9431-0012,120.00,15,Cash,2026-07-08T16:11:58+08:00
ORD-20260708-6992-0267,M-1200,,60.00,6,Credit Card,2026-07-08T16:12:00+08:00
ORD-20260708-1688-0016,M-1647,SESS-20260708-7620-0034,130.00,16,GCash,2026-07-08T16:12:23+08:00
ORD-20260708-2314-0057,M-1369,SESS-20260708-7460-0276,120.00,15,Cash,2026-07-08T16:13:49+08:00
ORD-20260708-3040-0253,M-1751,,475.00,47,Maya,2026-07-08T16:20:00+08:00
ORD-20260708-4095-0218,M-1721,SESS-20260708-5541-0340,30.00,3,Cash,2026-07-08T16:20:21+08:00
ORD-20260708-2261-0121,M-1245,SESS-20260708-8727-0123,120.00,12,Cash,2026-07-08T16:20:23+08:00
ORD-20260708-8023-0226,M-1520,,75.00,9,Credit Card,2026-07-08T16:31:00+08:00
ORD-20260708-5404-0168,M-2004,SESS-20260708-8563-0043,120.00,12,GCash,2026-07-08T16:31:04+08:00
ORD-20260708-4571-0102,M-1733,SESS-20260708-4779-0293,90.00,9,Credit Card,2026-07-08T16:38:24+08:00
ORD-20260708-6105-0237,M-1805,,55.00,5,Credit Card,2026-07-08T16:49:00+08:00
ORD-20260708-4474-0247,M-1589,,65.00,6,Credit Card,2026-07-08T16:53:00+08:00
ORD-20260708-6920-0270,M-1531,,25.00,2,GCash,2026-07-08T17:03:00+08:00
ORD-20260708-4589-0199,M-1702,SESS-20260708-6680-0322,215.00,26,Cash,2026-07-08T17:05:08+08:00
ORD-20260708-7265-0022,M-1168,SESS-20260708-7198-0339,120.00,12,GCash,2026-07-08T17:08:18+08:00
ORD-20260708-6564-0130,M-1497,SESS-20260708-1402-0113,30.00,3,GCash,2026-07-08T17:14:51+08:00
ORD-20260708-5790-0219,M-1458,SESS-20260708-2200-0253,180.00,18,Maya,2026-07-08T17:18:12+08:00
ORD-20260708-4091-0194,M-1080,SESS-20260708-2531-0019,25.00,3,Cash,2026-07-08T17:24:21+08:00
ORD-20260708-8648-0266,M-1647,,65.00,8,Maya,2026-07-08T17:25:00+08:00
ORD-20260708-7468-0187,M-1372,SESS-20260708-5765-0063,85.00,8,Credit Card,2026-07-08T17:28:02+08:00
ORD-20260708-5937-0254,M-1211,,30.00,3,Maya,2026-07-08T17:52:00+08:00
ORD-20260708-8892-0239,M-1204,,60.00,7,GCash,2026-07-08T17:53:00+08:00
ORD-20260708-4579-0038,M-1558,SESS-20260708-5000-0415,65.00,8,GCash,2026-07-08T17:56:45+08:00
ORD-20260708-4494-0058,M-1611,SESS-20260708-9334-0283,310.00,38,GCash,2026-07-08T17:58:18+08:00
ORD-20260708-3820-0164,M-1220,SESS-20260708-4194-0083,185.00,27,GCash,2026-07-08T18:05:28+08:00
ORD-20260708-6942-0063,M-1569,SESS-20260708-4901-0278,65.00,6,Cash,2026-07-08T18:06:36+08:00
ORD-20260708-3966-0222,M-1801,SESS-20260708-6616-0088,120.00,12,Cash,2026-07-08T18:12:10+08:00
