ledger_id,member_id,source_reference_id,transaction_type,points_delta,resulting_balance,created_at
63d9383b-2d74-4a16-b518-4b98348ef912,M-2171,SESS-20260809-7554-0000,RENTAL_ACCRUAL,5,124,2026-08-09T13:00:00+08:00
aa70556b-8aba-4271-9846-96edd12f9953,M-1385,SESS-20260809-6508-0001,RENTAL_ACCRUAL,27,275,2026-08-09T23:30:00+08:00
a1bac022-f01a-4590-acf4-caf9818fcf0c,M-1722,SESS-20260809-9264-0002,RENTAL_ACCRUAL,16,692,2026-08-09T15:00:00+08:00
82881d59-ea96-4f05-88fa-55ec501ebb63,M-1322,SESS-20260809-9722-0003,RENTAL_REDEMPTION,-100,83,2026-08-09T17:30:00+08:00
18915e32-1a3c-4033-a234-66444997c95b,M-1322,SESS-20260809-9722-0003,RENTAL_ACCRUAL,10,93,2026-08-09T20:30:00+08:00
fdc14c2d-22a2-48b5-9e95-3fabaf901aab,M-1320,SESS-20260809-5136-0004,RENTAL_ACCRUAL,19,1192,2026-08-09T23:30:00+08:00
7cd97fcd-edbb-478e-a8fa-d60a034b1fb2,M-1779,SESS-20260809-6233-0005,RENTAL_REDEMPTION,-100,120,2026-08-09T19:00:00+08:00
38654151-06a4-4352-8c2c-c02459fb92bd,M-1779,SESS-20260809-6233-0005,RENTAL_ACCRUAL,10,130,2026-08-09T22:00:00+08:00
b634dbd0-5700-4eec-881b-f6af693fc2c5,M-1831,SESS-20260809-2151-0006,RENTAL_ACCRUAL,18,254,2026-08-09T22:30:00+08:00
25de5502-f2ce-4381-ac66-87adc974c9b8,M-2061,SESS-20260809-4224-0007,RENTAL_ACCRUAL,15,93,2026-08-10T01:00:00+08:00
9a3717a2-9823-4c09-9ade-93419431a4d9,M-1749,SESS-20260809-8740-0008,RENTAL_ACCRUAL,5,221,2026-08-09T21:30:00+08:00
c6e4aa27-157f-4e55-b5b6-3f6d6fba1cb1,M-1606,SESS-20260809-4673-0009,RENTAL_ACCRUAL,18,476,2026-08-10T01:00:00+08:00
cc0f0c2b-553d-4f22-9889-eb47295149a9,M-1596,SESS-20260809-8439-0010,RENTAL_ACCRUAL,28,339,2026-08-09T21:45:00+08:00
159f3c95-e609-419c-8212-41a521a841ea,M-1233,SESS-20260809-1397-0011,RENTAL_REDEMPTION,-100,237,2026-08-09T20:45:00+08:00
b86962a6-5ec3-4051-8c25-3571e9470c5f,M-1233,SESS-20260809-1397-0011,RENTAL_ACCRUAL,5,242,2026-08-09T22:45:00+08:00
56e69557-ba6e-479e-a5ea-34fa2c8fff7e,M-1080,SESS-20260809-7081-0012,RENTAL_ACCRUAL,45,170,2026-08-09T23:15:00+08:00
8de84528-b77c-42fc-96ee-aa3c6d23a900,M-1080,TIER_UPGRADE_Silver_TO_Gold,TIER_BONUS,100,270,2026-08-09T23:15:00+08:00
c1bc64be-a339-4976-b08c-ac583291a40f,M-1298,SESS-20260809-5888-0013,RENTAL_ACCRUAL,11,467,2026-08-09T11:15:00+08:00
0d9f8a44-a7a9-425f-8123-f64ced8a39f8,M-2118,SESS-20260809-8250-0014,RENTAL_ACCRUAL,25,240,2026-08-10T02:35:00+08:00
66d5e943-b26e-445b-8f54-829706d6e4c0,M-1722,SESS-20260809-9032-0015,RENTAL_ACCRUAL,11,703,2026-08-09T18:45:00+08:00
90edeb79-f98d-4c73-abb7-3361be706978,M-2152,SESS-20260809-3380-0016,RENTAL_ACCRUAL,25,126,2026-08-09T22:30:00+08:00
15f9b54a-b935-4ea6-b301-89c1f79ed7e8,M-1754,SESS-20260809-6745-0017,RENTAL_ACCRUAL,5,217,2026-08-09T22:30:00+08:00
b1c8bf04-e698-46ec-aec8-0dc7cb130c1a,M-1833,SESS-20260809-6191-0018,RENTAL_REDEMPTION,-100,190,2026-08-09T19:45:00+08:00
d55daace-f9f6-48ec-8a2a-08df246e33c4,M-1833,SESS-20260809-6191-0018,RENTAL_ACCRUAL,10,200,2026-08-09T22:45:00+08:00
e2f0a723-5bf2-496a-8e2c-bba16c368b9f,M-1703,SESS-20260809-3877-0019,RENTAL_ACCRUAL,9,73,2026-08-09T15:45:00+08:00
