ledger_id,member_id,source_reference_id,transaction_type,points_delta,resulting_balance,created_at
97901617-e805-49b0-9e40-525c0ebc38f6,M-1676,SESS-20260703-2905-0000,RENTAL_ACCRUAL,48,3394,2026-07-04T04:00:00+08:00
418dcaf9-9194-45a4-b644-d63a802b8c6e,M-1527,SESS-20260703-8512-0001,RENTAL_ACCRUAL,5,43,2026-07-03T18:45:00+08:00
61664cfd-5a5c-4d0a-811b-16b72dee2270,M-1651,SESS-20260703-4723-0002,RENTAL_ACCRUAL,24,148,2026-07-03T21:15:00+08:00
9d9cdc0a-70ef-40f8-9ce3-e9cdd35a8ffa,M-1109,SESS-20260703-5037-0003,RENTAL_ACCRUAL,10,65,2026-07-03T23:30:00+08:00
30d9afc8-c9f3-4c97-88b8-4b6937649e6b,M-1649,SESS-20260703-7454-0004,RENTAL_ACCRUAL,16,155,2026-07-03T23:15:00+08:00
7d0fa9aa-e70b-4fbc-b655-6dadc144e948,M-1767,SESS-20260703-9504-0005,RENTAL_ACCRUAL,15,107,2026-07-03T07:10:00+08:00
438a53e1-fff8-474e-9a44-c6d34ece83d1,M-1575,SESS-20260703-9397-0006,RENTAL_ACCRUAL,40,149,2026-07-03T17:30:00+08:00
a6737fb0-4902-486a-8933-9a2ceb73b1e9,M-1479,SESS-20260703-1140-0007,RENTAL_ACCRUAL,115,2513,2026-07-03T18:15:00+08:00
966e1a9c-9dd9-4581-96f5-7718deff5da0,M-1631,SESS-20260703-5869-0008,RENTAL_ACCRUAL,36,119,2026-07-03T12:45:00+08:00
f79f4176-b29a-4b33-9762-099f3e965a40,M-1045,SESS-20260703-3791-0009,RENTAL_ACCRUAL,10,80,2026-07-03T17:30:00+08:00
c2dd4ce3-a784-45bf-b53b-fe7ddd7b56c3,M-1305,SESS-20260703-6810-0010,RENTAL_ACCRUAL,24,94,2026-07-03T13:30:00+08:00
01901f59-62aa-4294-a5c0-fbb6c15ac5d1,M-1752,SESS-20260703-9444-0011,RENTAL_ACCRUAL,48,2305,2026-07-03T16:00:00+08:00
de371f01-6cd9-49aa-a0d6-512446c5b965,M-1587,SESS-20260703-6148-0012,RENTAL_ACCRUAL,18,1026,2026-07-03T04:50:00+08:00
23966d39-685e-4440-a2fa-fc3a43e1d483,M-1682,SESS-20260703-7199-0013,RENTAL_ACCRUAL,18,178,2026-07-03T21:45:00+08:00
b3973c8a-2ddc-4060-b7fd-3229dd145b2b,M-1501,SESS-20260703-1930-0014,RENTAL_ACCRUAL,24,189,2026-07-03T22:30:00+08:00
adfb8f75-16f3-4220-8570-c9d119374fe9,M-1398,SESS-20260703-1418-0015,RENTAL_REDEMPTION,-100,1853,2026-07-03T18:45:00+08:00
c631de0c-4679-4316-af62-5d942439fff0,M-1398,SESS-20260703-1418-0015,RENTAL_ACCRUAL,11,1864,2026-07-03T20:45:00+08:00
afb9baf8-d3b3-4a92-87c5-85a55a0a65d1,M-1161,SESS-20260703-4233-0016,RENTAL_ACCRUAL,24,68,2026-07-03T23:15:00+08:00
9b525743-07c5-4b72-9322-391dfd84477a,M-1419,SESS-20260703-3128-0017,RENTAL_ACCRUAL,40,149,2026-07-03T18:15:00+08:00
91dc22b2-8a2a-4b82-8eb9-9d2f765cd94a,M-1784,SESS-20260703-7432-0018,RENTAL_ACCRUAL,16,155,2026-07-03T15:15:00+08:00
0bbdf2aa-fa73-4d82-92ed-611847193fa0,M-1688,SESS-20260703-5665-0019,RENTAL_ACCRUAL,11,221,2026-07-03T18:15:00+08:00
5659f95a-37cb-4c6d-bed7-58a16fe6d671,M-1132,SESS-20260703-5784-0020,RENTAL_REDEMPTION,-100,599,2026-07-03T15:00:00+08:00
600751d6-47bf-4150-bbab-a46090b94b38,M-1132,SESS-20260703-5784-0020,RENTAL_ACCRUAL,6,605,2026-07-03T16:00:00+08:00
ecc030de-0adc-4509-a598-09fd20457ddd,M-1728,SESS-20260703-8397-0021,RENTAL_ACCRUAL,27,200,2026-07-03T23:00:00+08:00
27b638d5-5f16-49a5-b33b-46979ec92579,M-1482,SESS-20260703-6065-0022,RENTAL_ACCRUAL,10,186,2026-07-04T01:00:00+08:00
bd1a3a53-4b17-44c5-a198-6401a628872a,M-1114,SESS-20260703-2765-0023,RENTAL_ACCRUAL,15,50,2026-07-03T07:45:00+08:00
3ac61f15-9a08-4e5d-ab41-0893ff04258b,M-1152,SESS-20260703-1233-0024,RENTAL_ACCRUAL,64,125,2026-07-04T06:00:00+08:00
1105933a-671f-4a9e-93a9-2bb44bcfe38c,M-1158,SESS-20260703-9864-0025,RENTAL_REDEMPTION,-100,36,2026-07-03T16:45:00+08:00
224ca4a6-1cc1-4ec7-b9f0-aab153bf9e3b,M-1158,SESS-20260703-9864-0025,RENTAL_ACCRUAL,3,39,2026-07-03T17:45:00+08:00
1f2f1b97-f962-497b-9ac4-33ec2aa0282e,M-1430,SESS-20260703-1071-0026,RENTAL_ACCRUAL,28,1028,2026-07-03T20:25:00+08:00
631289f3-4977-49c8-a675-566e0ed084fc,M-1053,SESS-20260703-7682-0027,RENTAL_ACCRUAL,15,31,2026-07-03T18:30:00+08:00
