rental_id,member_id,workstation_id,session_start,session_end,duration_hours,base_hourly_rate,member_tier_applied,tier_discount_pct,final_hourly_rate,gross_rental_amount,points_redeemed,points_credit_value,net_amount_paid,points_accrued,payment_method
SESS-20260712-9067-0208,M-1683,PC-116,2026-07-12T01:15:00+08:00,2026-07-12T04:15:00+08:00,3.00,80.00,Gold,0.20,64.00,192.00,0,0.00,192.00,28,GCash
SESS-20260712-9806-0263,M-1162,PC-079,2026-07-12T01:55:00+08:00,2026-07-12T09:55:00+08:00,8.00,50.00,Silver,0.10,45.00,360.00,0,0.00,360.00,45,Maya
SESS-20260712-3572-0095,M-1817,PC-105,2026-07-12T02:00:00+08:00,2026-07-12T07:00:00+08:00,5.00,80.00,Silver,0.10,72.00,360.00,0,0.00,360.00,45,GCash
SESS-20260712-4490-0002,M-1401,PC-033,2026-07-12T02:55:00+08:00,2026-07-12T03:55:00+08:00,1.00,50.00,Standard,0.00,50.00,50.00,0,0.00,50.00,5,GCash
SESS-20260712-8464-0332,M-1324,PC-144,2026-07-12T04:00:00+08:00,2026-07-12T07:00:00+08:00,3.00,80.00,Standard,0.00,80.00,240.00,0,0.00,240.00,24,GCash
SESS-20260712-9209-0055,M-1757,PC-096,2026-07-12T04:15:00+08:00,2026-07-12T06:15:00+08:00,2.00,50.00,Standard,0.00,50.00,100.00,0,0.00,100.00,10,Cash
SESS-20260712-6264-0019,M-1836,PC-022,2026-07-12T06:00:00+08:00,2026-07-12T08:00:00+08:00,2.00,50.00,Standard,0.00,50.00,100.00,0,0.00,100.00,10,Credit Card
SESS-20260712-4574-0185,M-1459,PC-169,2026-07-12T06:45:00+08:00,2026-07-12T14:45:00+08:00,8.00,120.00,Silver,0.10,108.00,864.00,0,0.00,864.00,108,GCash
SESS-20260712-2533-0233,M-1652,PC-114,2026-07-12T07:30:00+08:00,2026-07-12T09:30:00+08:00,2.00,80.00,Standard,0.00,80.00,160.00,100,50.00,110.00,11,Credit Card
SESS-20260712-8048-0253,M-1837,PC-087,2026-07-12T07:45:00+08:00,2026-07-12T12:45:00+08:00,5.00,50.00,Standard,0.00,50.00,250.00,0,0.00,250.00,25,Maya
SESS-20260712-3260-0084,M-1075,PC-151,2026-07-12T08:15:00+08:00,2026-07-12T11:15:00+08:00,3.00,120.00,Silver,0.10,108.00,324.00,200,100.00,224.00,28,GCash
SESS-20260712-7855-0122,M-1302,PC-140,2026-07-12T08:15:00+08:00,2026-07-12T11:15:00+08:00,3.00,80.00,Standard,0.00,80.00,240.00,0,0.00,240.00,24,Maya
SESS-20260712-3708-0097,M-1231,PC-011,2026-07-12T08:30:00+08:00,2026-07-12T11:30:00+08:00,3.00,50.00,Standard,0.00,50.00,150.00,0,0.00,150.00,15,Maya
SESS-20260712-3792-0165,M-1747,PC-073,2026-07-12T08:30:00+08:00,2026-07-12T13:30:00+08:00,5.00,50.00,Standard,0.00,50.00,250.00,0,0.00,250.00,25,GCash
SESS-20260712-9795-0047,M-1428,PC-001,2026-07-12T08:45:00+08:00,2026-07-12T13:45:00+08:00,5.00,50.00,Standard,0.00,50.00,250.00,100,50.00,200.00,20,Maya
SESS-20260712-1364-0230,M-1680,PC-002,2026-07-12T10:00:00+08:00,2026-07-12T12:00:00+08:00,2.00,50.00,Silver,0.10,45.00,90.00,100,50.00,40.00,5,GCash
SESS-20260712-1571-0340,M-1163,PC-045,2026-07-12T10:15:00+08:00,2026-07-12T13:15:00+08:00,3.00,50.00,Silver,0.10,45.00,135.00,0,0.00,135.00,16,GCash
SESS-20260712-5327-0144,M-1442,PC-043,2026-07-12T10:45:00+08:00,2026-07-12T11:45:00+08:00,1.00,50.00,Silver,0.10,45.00,45.00,0,0.00,45.00,5,Cash
SESS-20260712-1533-0247,M-2044,PC-175,2026-07-12T10:45:00+08:00,2026-07-12T15:45:00+08:00,5.00,120.00,Standard,0.00,120.00,600.00,0,0.00,600.00,60,Cash
SESS-20260712-9845-0030,M-1448,PC-163,2026-07-12T11:00:00+08:00,2026-07-12T12:00:00+08:00,1.00,120.00,Silver,0.10,108.00,108.00,0,0.00,108.00,13,GCash
SESS-20260712-5590-0239,M-1729,PC-033,2026-07-12T11:00:00+08:00,2026-07-12T13:00:00+08:00,2.00,50.00,Standard,0.00,50.00,100.00,0,0.00,100.00,10,GCash
SESS-20260712-1217-0032,M-1957,PC-032,2026-07-12T11:30:00+08:00,2026-07-12T13:30:00+08:00,2.00,50.00,Standard,0.00,50.00,100.00,0,0.00,100.00,10,GCash
SESS-20260712-5302-0077,M-1726,PC-041,2026-07-12T11:30:00+08:00,2026-07-12T13:30:00+08:00,2.00,50.00,Silver,0.10,45.00,90.00,0,0.00,90.00,11,Credit Card
SESS-20260712-1804-0190,M-1897,PC-140,2026-07-12T11:30:00+08:00,2026-07-12T16:30:00+08:00,5.00,80.00,Standard,0.00,80.00,400.00,0,0.00,400.00,40,GCash
SESS-20260712-8895-0278,M-1695,PC-065,2026-07-12T11:30:00+08:00,2026-07-12T14:30:00+08:00,3.00,50.00,Standard,0.00,50.00,150.00,0,0.00,150.00,15,Cash
SESS-20260712-3133-0344,M-1578,PC-075,2026-07-12T11:30:00+08:00,2026-07-12T19:30:00+08:00,8.00,50.00,Silver,0.10,45.00,360.00,0,0.00,360.00,45,GCash
SESS-20260712-9491-0020,M-1277,PC-155,2026-07-12T12:30:00+08:00,2026-07-12T14:30:00+08:00,2.00,120.00,Gold,0.20,96.00,192.00,0,0.00,192.00,28,GCash
SESS-20260712-5953-0111,M-1281,PC-063,2026-07-12T12:30:00+08:00,2026-07-12T15:30:00+08:00,3.00,50.00,Silver,0.10,45.00,135.00,0,0.00,135.00,16,Cash
SESS-20260712-3119-0117,M-1559,PC-113,2026-07-12T12:30:00+08:00,2026-07-12T14:30:00+08:00,2.00,80.00,Standard,0.00,80.00,160.00,0,0.00,160.00,16,Maya
SESS-20260712-8702-0284,M-1106,PC-038,2026-07-12T12:45:00+08:00,2026-07-12T14:45:00+08:00,2.00,50.00,Standard,0.00,50.00,100.00,0,0.00,100.00,10,Maya
SESS-20260712-3392-0076,M-1684,PC-088,2026-07-12T13:00:00+08:00,2026-07-12T16:00:00+08:00,3.00,50.00,Silver,0.10,45.00,135.00,0,0.00,135.00,16,Cash
SESS-20260712-5405-0146,M-1057,PC-118,2026-07-12T13:00:00+08:00,2026-07-12T18:00:00+08:00,5.00,80.00,Silver,0.10,72.00,360.00,100,50.00,310.00,38,GCash
SESS-20260712-9251-0315,M-1259,PC-105,2026-07-12T13:00:00+08:00,2026-07-12T15:00:00+08:00,2.00,80.00,Standard,0.00,80.00,160.00,0,0.00,160.00,16,Credit Card
SESS-20260712-8805-0038,M-1983,PC-016,2026-07-12T13:15:00+08:00,2026-07-12T16:15:00+08:00,3.00,50.00,Standard,0.00,50.00,150.00,0,0.00,150.00,15,Cash
SESS-20260712-5305-0045,M-1030,PC-023,2026-07-12T13:15:00+08:00,2026-07-12T15:15:00+08:00,2.00,50.00,Standard,0.00,50.00,100.00,100,50.00,50.00,5,Cash
SESS-20260712-8095-0153,M-1648,PC-060,2026-07-12T13:15:00+08:00,2026-07-12T15:15:00+08:00,2.00,50.00,Gold,0.20,40.00,80.00,0,0.00,80.00,12,Cash
SESS-20260712-1899-0187,M-1094,PC-043,2026-07-12T13:15:00+08:00,2026-07-12T16:15:00+08:00,3.00,50.00,Standard,0.00,50.00,150.00,0,0.00,150.00,15,Cash
SESS-20260712-1193-0311,M-1061,PC-170,2026-07-12T13:15:00+08:00,2026-07-12T18:15:00+08:00,5.00,120.00,Silver,0.10,108.00,540.00,300,150.00,390.00,48,GCash
