purchase_id,member_id,rental_id,total_amount,points_accrued,payment_method,purchased_at
ORD-20260725-3964-0184,M-1594,SESS-20260725-2897-0142,85.00,8,Maya,2026-07-25T03:42:10+08:00
ORD-20260725-5380-0041,M-1226,SESS-20260725-3465-0264,85.00,12,Credit Card,2026-07-25T04:35:48+08:00
ORD-20260725-8322-0262,M-1312,SESS-20260725-9629-0248,30.00,3,Maya,2026-07-25T04:54:08+08:00
ORD-20260725-2856-0065,M-1516,SESS-20260725-9394-0045,90.00,11,Cash,2026-07-25T06:59:29+08:00
ORD-20260725-6079-0258,M-1538,SESS-20260725-7875-0232,90.00,9,Credit Card,2026-07-25T07:41:47+08:00
ORD-20260725-4934-0283,M-1521,SESS-20260725-6471-0067,175.00,26,Maya,2026-07-25T08:14:18+08:00
ORD-20260725-1380-0052,M-1259,SESS-20260725-9544-0037,90.00,11,GCash,2026-07-25T08:42:42+08:00
ORD-20260725-7833-0370,M-1023,,220.00,22,Credit Card,2026-07-25T09:15:00+08:00
ORD-20260725-2454-0339,M-2071,,30.00,3,GCash,2026-07-25T09:20:00+08:00
ORD-20260725-8166-0203,M-1703,SESS-20260725-2586-0351,85.00,10,GCash,2026-07-25T09:34:25+08:00
ORD-20260725-6777-0012,M-1186,SESS-20260725-1940-0060,150.00,18,Cash,2026-07-25T09:35:53+08:00
ORD-20260725-4707-0286,M-1734,,95.00,11,Cash,2026-07-25T09:44:00+08:00
ORD-20260725-6211-0343,M-1141,,25.00,3,Credit Card,2026-07-25T09:51:00+08:00
ORD-20260725-7836-0375,M-1438,,120.00,18,Cash,2026-07-25T09:53:00+08:00
ORD-20260725-4503-0378,M-1610,,30.00,3,GCash,2026-07-25T09:55:00+08:00
ORD-20260725-7875-0299,M-1258,,65.00,8,GCash,2026-07-25T10:03:00+08:00
ORD-20260725-1284-0308,M-1540,,65.00,8,GCash,2026-07-25T10:05:00+08:00
ORD-20260725-5763-0293,M-1336,,145.00,18,Cash,2026-07-25T10:20:00+08:00
ORD-20260725-5146-0348,M-1383,,180.00,22,Credit Card,2026-07-25T10:28:00+08:00
ORD-20260725-4186-0341,M-1776,,175.00,17,GCash,2026-07-25T10:41:00+08:00
ORD-20260725-5524-0305,M-1269,,120.00,15,GCash,2026-07-25T10:46:00+08:00
ORD-20260725-4744-0134,M-1854,SESS-20260725-6709-0003,65.00,6,Maya,2026-07-25T10:46:39+08:00
ORD-20260725-4432-0087,M-1689,SESS-20260725-1607-0130,235.00,29,GCash,2026-07-25T11:03:57+08:00
ORD-20260725-4801-0334,M-1699,,85.00,10,GCash,2026-07-25T11:07:00+08:00
ORD-20260725-5876-0089,M-1371,SESS-20260725-8251-0231,255.00,31,Cash,2026-07-25T11:24:18+08:00
ORD-20260725-8031-0311,M-1196,,65.00,8,Credit Card,2026-07-25T11:32:00+08:00
ORD-20260725-1893-0329,M-1261,,65.00,8,Cash,2026-07-25T11:36:00+08:00
ORD-20260725-5918-0289,M-1488,,210.00,26,Cash,2026-07-25T11:40:00+08:00
ORD-20260725-1597-0005,M-1646,SESS-20260725-1039-0072,65.00,8,Maya,2026-07-25T11:49:14+08:00
ORD-20260725-9899-0123,M-1135,SESS-20260725-2270-0206,60.00,7,Cash,2026-07-25T11:52:40+08:00
ORD-20260725-4103-0336,M-1397,,120.00,15,Maya,2026-07-25T11:56:00+08:00
ORD-20260725-8487-0300,M-1457,,195.00,24,GCash,2026-07-25T11:59:00+08:00
ORD-20260725-1620-0331,M-1136,,180.00,22,GCash,2026-07-25T12:01:00+08:00
ORD-20260725-9068-0292,M-1912,,60.00,6,GCash,2026-07-25T12:11:00+08:00
ORD-20260725-5160-0295,M-1650,,120.00,15,GCash,2026-07-25T12:13:00+08:00
ORD-20260725-8917-0342,M-1044,,210.00,31,Cash,2026-07-25T12:13:00+08:00
ORD-20260725-3907-0294,M-1538,,155.00,19,GCash,2026-07-25T12:15:00+08:00
ORD-20260725-2606-0326,M-1540,,90.00,11,Maya,2026-07-25T12:22:00+08:00
ORD-20260725-8233-0365,M-1165,,150.00,18,GCash,2026-07-25T12:28:00+08:00
