order_item_id,purchase_id,item_sku,quantity,unit_price,total_price
ITEM-20260822-6908-0001-01,ORD-20260822-6908-0001,SKU-BEV-03,1,30.00,30.00
ITEM-20260822-5815-0002-01,ORD-20260822-5815-0002,SKU-BEV-02,2,90.00,180.00
ITEM-20260822-9398-0003-01,ORD-20260822-9398-0003,SKU-SNK-01,1,120.00,120.00
ITEM-20260822-9398-0003-02,ORD-20260822-9398-0003,SKU-BEV-02,1,90.00,90.00
ITEM-20260822-2454-0004-01,ORD-20260822-2454-0004,SKU-BEV-02,1,90.00,90.00
ITEM-20260822-7928-0005-01,ORD-20260822-7928-0005,SKU-BEV-02,1,90.00,90.00
ITEM-20260822-7928-0005-02,ORD-20260822-7928-0005,SKU-SNK-01,1,120.00,120.00
ITEM-20260822-1008-0006-01,ORD-20260822-1008-0006,SKU-BEV-01,1,65.00,65.00
ITEM-20260822-1008-0006-02,ORD-20260822-1008-0006,SKU-BEV-02,1,90.00,90.00
ITEM-20260822-8117-0007-01,ORD-20260822-8117-0007,SKU-BEV-01,1,65.00,65.00
ITEM-20260822-1946-0008-01,ORD-20260822-1946-0008,SKU-ACC-01,3,25.00,75.00
ITEM-20260823-6742-0009-01,ORD-20260823-6742-0009,SKU-BEV-03,1,30.00,30.00
ITEM-20260823-5751-0010-01,ORD-20260823-5751-0010,SKU-SNK-01,1,120.00,120.00
ITEM-20260823-5751-0010-02,ORD-20260823-5751-0010,SKU-BEV-04,1,85.00,85.00
ITEM-20260823-3997-0011-01,ORD-20260823-3997-0011,SKU-BEV-02,1,90.00,90.00
ITEM-20260822-1780-0012-01,ORD-20260822-1780-0012,SKU-SNK-01,1,120.00,120.00
ITEM-20260822-5449-0013-01,ORD-20260822-5449-0013,SKU-BEV-01,2,65.00,130.00
ITEM-20260822-1878-0014-01,ORD-20260822-1878-0014,SKU-BEV-04,1,85.00,85.00
ITEM-20260822-3379-0015-01,ORD-20260822-3379-0015,SKU-BEV-01,1,65.00,65.00
ITEM-20260822-5031-0016-01,ORD-20260822-5031-0016,SKU-BEV-02,1,90.00,90.00
ITEM-20260823-4451-0017-01,ORD-20260823-4451-0017,SKU-BEV-02,1,90.00,90.00
ITEM-20260823-4451-0017-02,ORD-20260823-4451-0017,SKU-SNK-01,1,120.00,120.00
ITEM-20260822-1969-0018-01,ORD-20260822-1969-0018,SKU-BEV-01,1,65.00,65.00
ITEM-20260822-1969-0018-02,ORD-20260822-1969-0018,SKU-SNK-01,1,120.00,120.00
ITEM-20260822-1969-0018-03,ORD-20260822-1969-0018,SKU-ACC-01,1,25.00,25.00
ITEM-20260822-6352-0019-01,ORD-20260822-6352-0019,SKU-BEV-03,1,30.00,30.00
ITEM-20260822-6352-0019-02,ORD-20260822-6352-0019,SKU-BEV-01,1,65.00,65.00
ITEM-20260822-7046-0020-01,ORD-20260822-7046-0020,SKU-SNK-01,1,120.00,120.00
ITEM-20260822-2947-0021-01,ORD-20260822-2947-0021,SKU-BEV-02,1,90.00,90.00
ITEM-20260822-4361-0022-01,ORD-20260822-4361-0022,SKU-SNK-04,1,60.00,60.00
ITEM-20260822-3374-0023-01,ORD-20260822-3374-0023,SKU-BEV-04,1,85.00,85.00
ITEM-20260822-3664-0024-01,ORD-20260822-3664-0024,SKU-BEV-04,1,85.00,85.00
ITEM-20260822-1707-0025-01,ORD-20260822-1707-0025,SKU-SNK-01,2,120.00,240.00
ITEM-20260823-1687-0026-01,ORD-20260823-1687-0026,SKU-SNK-01,1,120.00,120.00
ITEM-20260822-8581-0027-01,ORD-20260822-8581-0027,SKU-SNK-04,1,60.00,60.00
ITEM-20260822-8581-0027-02,ORD-20260822-8581-0027,SKU-ACC-01,1,25.00,25.00
ITEM-20260823-2651-0028-01,ORD-20260823-2651-0028,SKU-SNK-04,1,60.00,60.00
ITEM-20260823-2651-0028-02,ORD-20260823-2651-0028,SKU-BEV-02,1,90.00,90.00
ITEM-20260822-7391-0029-01,ORD-20260822-7391-0029,SKU-BEV-01,2,65.00,130.00
ITEM-20260822-1179-0030-01,ORD-20260822-1179-0030,SKU-BEV-01,1,65.00,65.00
ITEM-20260822-1179-0030-02,ORD-20260822-1179-0030,SKU-BEV-02,1,90.00,90.00
ITEM-20260823-1135-0031-01,ORD-20260823-1135-0031,SKU-BEV-04,1,85.00,85.00
ITEM-20260823-6802-0032-01,ORD-20260823-6802-0032,SKU-BEV-02,1,90.00,90.00
ITEM-20260822-4373-0033-01,ORD-20260822-4373-0033,SKU-BEV-02,1,90.00,90.00
ITEM-20260822-4373-0033-02,ORD-20260822-4373-0033,SKU-SNK-01,1,120.00,120.00
ITEM-20260823-2552-0034-01,ORD-20260823-2552-0034,SKU-BEV-04,1,85.00,85.00
ITEM-20260822-2947-0035-01,ORD-20260822-2947-0035,SKU-BEV-01,2,65.00,130.00
ITEM-20260822-5124-0036-01,ORD-20260822-5124-0036,SKU-SNK-02,1,135.00,135.00
ITEM-20260822-8486-0037-01,ORD-20260822-8486-0037,SKU-BEV-04,1,85.00,85.00
ITEM-20260822-8486-0037-02,ORD-20260822-8486-0037,SKU-BEV-03,2,30.00,60.00
ITEM-20260822-8805-0038-01,ORD-20260822-8805-0038,SKU-SNK-01,1,120.00,120.00
ITEM-20260822-2383-0039-01,ORD-20260822-2383-0039,SKU-BEV-01,1,65.00,65.00
ITEM-20260822-2383-0039-02,ORD-20260822-2383-0039,SKU-BEV-03,1,30.00,30.00
ITEM-20260822-2383-0039-03,ORD-20260822-2383-0039,SKU-SNK-01,1,120.00,120.00
ITEM-20260822-8017-0040-01,ORD-20260822-8017-0040,SKU-BEV-04,1,85.00,85.00
ITEM-20260822-4817-0041-01,ORD-20260822-4817-0041,SKU-SNK-02,1,135.00,135.00
ITEM-20260822-5015-0042-01,ORD-20260822-5015-0042,SKU-SNK-02,1,135.00,135.00
ITEM-20260822-5015-0042-02,ORD-20260822-5015-0042,SKU-BEV-01,1,65.00,65.00
ITEM-20260822-7485-0043-01,ORD-20260822-7485-0043,SKU-BEV-01,3,65.00,195.00
ITEM-20260823-2227-0044-01,ORD-20260823-2227-0044,SKU-BEV-01,1,65.00,65.00
ITEM-20260823-2227-0044-02,ORD-20260823-2227-0044,SKU-SNK-02,1,135.00,135.00
ITEM-20260822-1915-0045-01,ORD-20260822-1915-0045,SKU-BEV-04,1,85.00,85.00
ITEM-20260822-1915-0045-02,ORD-20260822-1915-0045,SKU-BEV-02,1,90.00,90.00
ITEM-20260822-4232-0046-01,ORD-20260822-4232-0046,SKU-BEV-01,1,65.00,65.00
ITEM-20260822-4232-0046-02,ORD-20260822-4232-0046,SKU-BEV-02,1,90.00,90.00
ITEM-20260822-4232-0046-03,ORD-20260822-4232-0046,SKU-BEV-04,1,85.00,85.00
ITEM-20260822-8273-0047-01,ORD-20260822-8273-0047,SKU-BEV-01,1,65.00,65.00
ITEM-20260822-5393-0048-01,ORD-20260822-5393-0048,SKU-SNK-02,1,135.00,135.00
ITEM-20260822-1030-0049-01,ORD-20260822-1030-0049,SKU-SNK-03,1,75.00,75.00
ITEM-20260822-6371-0050-01,ORD-20260822-6371-0050,SKU-BEV-01,1,65.00,65.00
ITEM-20260822-8038-0051-01,ORD-20260822-8038-0051,SKU-BEV-02,1,90.00,90.00
ITEM-20260822-8857-0052-01,ORD-20260822-8857-0052,SKU-SNK-01,1,120.00,120.00
ITEM-20260823-8756-0053-01,ORD-20260823-8756-0053,SKU-SNK-01,1,120.00,120.00
ITEM-20260822-1742-0054-01,ORD-20260822-1742-0054,SKU-SNK-01,1,120.00,120.00
ITEM-20260822-1742-0054-02,ORD-20260822-1742-0054,SKU-BEV-01,1,65.00,65.00
ITEM-20260822-3032-0055-01,ORD-20260822-3032-0055,SKU-BEV-01,1,65.00,65.00
ITEM-20260822-6742-0056-01,ORD-20260822-6742-0056,SKU-SNK-02,1,135.00,135.00
ITEM-20260822-7897-0057-01,ORD-20260822-7897-0057,SKU-BEV-03,1,30.00,30.00
ITEM-20260822-5632-0058-01,ORD-20260822-5632-0058,SKU-BEV-03,1,30.00,30.00
ITEM-20260822-3311-0059-01,ORD-20260822-3311-0059,SKU-BEV-01,2,65.00,130.00
ITEM-20260822-9451-0060-01,ORD-20260822-9451-0060,SKU-BEV-02,2,90.00,180.00
ITEM-20260822-6670-0061-01,ORD-20260822-6670-0061,SKU-BEV-01,1,65.00,65.00
ITEM-20260823-6263-0062-01,ORD-20260823-6263-0062,SKU-BEV-02,1,90.00,90.00
ITEM-20260822-2577-0063-01,ORD-20260822-2577-0063,SKU-BEV-02,1,90.00,90.00
ITEM-20260822-2577-0063-02,ORD-20260822-2577-0063,SKU-SNK-01,2,120.00,240.00
ITEM-20260822-7532-0064-01,ORD-20260822-7532-0064,SKU-BEV-03,1,30.00,30.00
ITEM-20260822-7532-0064-02,ORD-20260822-7532-0064,SKU-SNK-02,1,135.00,135.00
ITEM-20260822-7532-0064-03,ORD-20260822-7532-0064,SKU-SNK-04,1,60.00,60.00
ITEM-20260823-3661-0065-01,ORD-20260823-3661-0065,SKU-SNK-04,1,60.00,60.00
ITEM-20260823-3661-0065-02,ORD-20260823-3661-0065,SKU-BEV-03,1,30.00,30.00
ITEM-20260822-5510-0066-01,ORD-20260822-5510-0066,SKU-SNK-03,1,75.00,75.00
ITEM-20260822-3468-0067-01,ORD-20260822-3468-0067,SKU-BEV-02,1,90.00,90.00
ITEM-20260822-3468-0067-02,ORD-20260822-3468-0067,SKU-BEV-01,1,65.00,65.00
