purchase_id,member_id,rental_id,total_amount,points_accrued,payment_method,purchased_at
ORD-20260824-2189-0187,M-1702,SESS-20260824-1113-0302,60.00,9,Maya,2026-08-24T03:30:28+08:00
ORD-20260824-3476-0088,M-1634,SESS-20260824-9064-0231,30.00,3,Maya,2026-08-24T03:52:51+08:00
ORD-20260824-8789-0191,M-1992,SESS-20260824-6082-0039,180.00,22,Maya,2026-08-24T04:25:37+08:00
ORD-20260824-8846-0142,M-1116,SESS-20260824-6581-0317,135.00,16,Cash,2026-08-24T06:29:31+08:00
ORD-20260824-7336-0064,M-1019,SESS-20260824-6933-0246,120.00,15,GCash,2026-08-24T06:34:53+08:00
ORD-20260824-8489-0143,M-1568,SESS-20260824-1763-0177,240.00,30,GCash,2026-08-24T06:35:27+08:00
ORD-20260824-3736-0016,M-1485,SESS-20260824-7761-0376,200.00,30,Credit Card,2026-08-24T09:01:17+08:00
ORD-20260824-5763-0316,M-1148,,145.00,18,GCash,2026-08-24T09:09:00+08:00
ORD-20260824-6893-0273,M-1563,,90.00,11,GCash,2026-08-24T09:13:00+08:00
ORD-20260824-2063-0329,M-1013,,120.00,15,Cash,2026-08-24T09:15:00+08:00
ORD-20260824-5130-0297,M-1475,,120.00,18,GCash,2026-08-24T09:19:00+08:00
ORD-20260824-7931-0332,M-1592,,390.00,58,Credit Card,2026-08-24T09:21:00+08:00
ORD-20260824-9562-0340,M-1761,,120.00,15,Cash,2026-08-24T09:23:00+08:00
ORD-20260824-7247-0264,M-1128,,90.00,11,Cash,2026-08-24T09:25:00+08:00
ORD-20260824-2250-0267,M-2174,,340.00,34,Maya,2026-08-24T09:35:00+08:00
ORD-20260824-2018-0103,M-1724,SESS-20260824-6522-0354,75.00,9,GCash,2026-08-24T09:36:04+08:00
ORD-20260824-8907-0346,M-1704,,30.00,3,Cash,2026-08-24T09:37:00+08:00
ORD-20260824-1686-0289,M-1580,,65.00,9,Cash,2026-08-24T09:38:00+08:00
ORD-20260824-9754-0304,M-1010,,90.00,11,GCash,2026-08-24T09:56:00+08:00
ORD-20260824-7626-0212,M-1222,SESS-20260824-9575-0205,120.00,15,Cash,2026-08-24T10:00:34+08:00
ORD-20260824-2712-0269,M-1638,,65.00,8,GCash,2026-08-24T10:04:00+08:00
ORD-20260824-7436-0293,M-1369,,65.00,8,GCash,2026-08-24T10:04:00+08:00
ORD-20260824-7050-0323,M-1040,,120.00,15,GCash,2026-08-24T10:09:00+08:00
ORD-20260824-5266-0263,M-2045,,85.00,8,GCash,2026-08-24T10:29:00+08:00
ORD-20260824-5540-0290,M-1279,,90.00,11,GCash,2026-08-24T10:33:00+08:00
