purchase_id,member_id,rental_id,total_amount,points_accrued,payment_method,purchased_at
ORD-20260819-2911-0005,M-1739,SESS-20260819-7289-0120,65.00,8,GCash,2026-08-19T02:15:32+08:00
ORD-20260819-9708-0085,M-1029,SESS-20260819-6133-0245,135.00,20,Cash,2026-08-19T03:16:17+08:00
ORD-20260819-5589-0185,M-1246,SESS-20260819-1409-0000,65.00,9,Maya,2026-08-19T04:28:24+08:00
ORD-20260819-6505-0017,M-1288,SESS-20260819-4974-0277,65.00,9,Credit Card,2026-08-19T05:46:33+08:00
ORD-20260819-4240-0088,M-1975,SESS-20260819-8207-0121,130.00,16,Cash,2026-08-19T07:14:34+08:00
ORD-20260819-3787-0127,M-2166,SESS-20260819-9017-0065,120.00,15,GCash,2026-08-19T08:32:07+08:00
ORD-20260819-7398-0048,M-1972,SESS-20260819-2603-0017,180.00,18,Maya,2026-08-19T08:38:54+08:00
ORD-20260819-8467-0248,M-1102,,65.00,8,GCash,2026-08-19T09:09:00+08:00
ORD-20260819-3271-0271,M-1653,,130.00,16,GCash,2026-08-19T09:16:00+08:00
ORD-20260819-2974-0288,M-1510,,230.00,28,Cash,2026-08-19T09:19:00+08:00
ORD-20260819-1403-0236,M-1619,,30.00,3,Maya,2026-08-19T09:20:00+08:00
ORD-20260819-8464-0241,M-1095,,65.00,8,Maya,2026-08-19T09:21:00+08:00
ORD-20260819-8406-0292,M-1630,,65.00,9,Credit Card,2026-08-19T09:35:00+08:00
ORD-20260819-1305-0210,M-1054,SESS-20260819-5848-0098,90.00,11,Cash,2026-08-19T09:36:47+08:00
ORD-20260819-6000-0043,M-1120,SESS-20260819-7465-0141,85.00,10,GCash,2026-08-19T09:36:56+08:00
ORD-20260819-6206-0295,M-1393,,75.00,9,Cash,2026-08-19T09:39:00+08:00
ORD-20260819-8848-0277,M-2136,,90.00,9,GCash,2026-08-19T09:52:00+08:00
ORD-20260819-7042-0262,M-1409,,85.00,12,GCash,2026-08-19T10:20:00+08:00
ORD-20260819-4910-0307,M-1448,,135.00,16,Credit Card,2026-08-19T10:30:00+08:00
ORD-20260819-7744-0211,M-1463,SESS-20260819-5957-0046,330.00,49,Maya,2026-08-19T10:33:33+08:00
ORD-20260819-9912-0125,M-2113,SESS-20260819-5170-0095,65.00,8,GCash,2026-08-19T10:54:16+08:00
ORD-20260819-9881-0137,M-1285,SESS-20260819-2735-0089,30.00,3,Maya,2026-08-19T10:54:18+08:00
ORD-20260819-8210-0250,M-1090,,315.00,47,GCash,2026-08-19T11:21:00+08:00
ORD-20260819-7716-0259,M-1307,,65.00,8,GCash,2026-08-19T11:26:00+08:00
ORD-20260819-5698-0294,M-2021,,65.00,6,GCash,2026-08-19T11:29:00+08:00
ORD-20260819-2019-0244,M-1363,,90.00,11,Maya,2026-08-19T11:31:00+08:00
ORD-20260819-9213-0191,M-2169,SESS-20260819-1336-0273,90.00,11,GCash,2026-08-19T11:31:42+08:00
ORD-20260819-9702-0301,M-1487,,120.00,18,GCash,2026-08-19T11:47:00+08:00
ORD-20260819-1972-0198,M-1312,SESS-20260819-9117-0312,65.00,8,Cash,2026-08-19T11:50:45+08:00
ORD-20260819-2476-0231,M-1205,,120.00,15,Maya,2026-08-19T11:51:00+08:00
ORD-20260819-1082-0232,M-1944,,180.00,22,Cash,2026-08-19T11:52:00+08:00
ORD-20260819-7661-0227,M-2010,SESS-20260819-8633-0338,120.00,12,Cash,2026-08-19T11:58:49+08:00
ORD-20260819-4621-0304,M-2172,,90.00,11,Cash,2026-08-19T12:10:00+08:00
ORD-20260819-1350-0233,M-1383,,30.00,3,GCash,2026-08-19T12:20:00+08:00
ORD-20260819-1303-0247,M-1952,,120.00,12,Cash,2026-08-19T12:26:00+08:00
ORD-20260819-7815-0305,M-1765,,90.00,13,Cash,2026-08-19T12:27:00+08:00
ORD-20260819-9928-0207,M-1543,SESS-20260819-1350-0044,400.00,50,Cash,2026-08-19T12:43:45+08:00
ORD-20260819-1825-0287,M-1028,,90.00,13,Cash,2026-08-19T12:46:00+08:00
ORD-20260819-5108-0235,M-1506,,90.00,11,Maya,2026-08-19T12:54:00+08:00
ORD-20260819-3489-0260,M-1370,,90.00,11,Maya,2026-08-19T13:02:00+08:00
ORD-20260819-5922-0152,M-1349,SESS-20260819-9421-0324,180.00,27,GCash,2026-08-19T13:06:14+08:00
ORD-20260819-7189-0237,M-1276,,75.00,11,Maya,2026-08-19T13:28:00+08:00
ORD-20260819-7896-0253,M-1407,,300.00,37,Cash,2026-08-19T13:34:00+08:00
ORD-20260819-5311-0263,M-1333,,120.00,15,GCash,2026-08-19T13:39:00+08:00
ORD-20260819-9884-0246,M-1711,,130.00,16,Cash,2026-08-19T13:46:00+08:00
ORD-20260819-8134-0249,M-2194,,135.00,13,Cash,2026-08-19T13:48:00+08:00
ORD-20260819-8347-0269,M-1744,,120.00,15,Credit Card,2026-08-19T13:52:00+08:00
ORD-20260819-6964-0079,M-1427,SESS-20260819-5244-0242,65.00,8,Cash,2026-08-19T13:59:57+08:00
ORD-20260819-3782-0096,M-2041,SESS-20260819-5327-0143,135.00,13,GCash,2026-08-19T14:02:32+08:00
ORD-20260819-4094-0275,M-1250,,65.00,8,GCash,2026-08-19T14:07:00+08:00
ORD-20260819-5597-0274,M-1458,,30.00,3,Cash,2026-08-19T14:15:00+08:00
ORD-20260819-7761-0036,M-2076,SESS-20260819-1281-0327,60.00,7,Cash,2026-08-19T14:20:44+08:00
ORD-20260819-6748-0167,M-1191,SESS-20260819-6521-0171,135.00,16,GCash,2026-08-19T14:22:30+08:00
ORD-20260819-9635-0279,M-1038,,115.00,14,GCash,2026-08-19T14:23:00+08:00
ORD-20260819-9120-0254,M-1631,,115.00,14,Cash,2026-08-19T14:24:00+08:00
ORD-20260819-9258-0297,M-1517,,225.00,28,Cash,2026-08-19T14:24:00+08:00
ORD-20260819-5939-0203,M-1540,SESS-20260819-4383-0055,120.00,15,Cash,2026-08-19T14:26:11+08:00
ORD-20260819-4716-0238,M-1721,,115.00,14,GCash,2026-08-19T14:30:00+08:00
ORD-20260819-4236-0094,M-1179,SESS-20260819-4310-0075,65.00,8,GCash,2026-08-19T14:33:32+08:00
ORD-20260819-6741-0280,M-1392,,120.00,18,Cash,2026-08-19T14:36:00+08:00
ORD-20260819-6715-0110,M-1366,SESS-20260819-8002-0376,65.00,8,GCash,2026-08-19T14:37:46+08:00
ORD-20260819-8884-0252,M-1512,,310.00,38,Cash,2026-08-19T14:48:00+08:00
ORD-20260819-2855-0176,M-2114,SESS-20260819-3605-0013,90.00,11,Cash,2026-08-19T14:48:54+08:00
ORD-20260819-7972-0051,M-2080,SESS-20260819-4785-0313,85.00,8,GCash,2026-08-19T14:49:54+08:00
