purchase_id,member_id,rental_id,total_amount,points_accrued,payment_method,purchased_at
ORD-20260710-7098-0094,M-1286,SESS-20260710-7837-0050,185.00,18,GCash,2026-07-10T02:47:02+08:00
ORD-20260710-6966-0095,M-1196,SESS-20260710-9179-0087,200.00,25,GCash,2026-07-10T03:32:14+08:00
ORD-20260710-8266-0239,M-1756,SESS-20260710-9552-0038,240.00,36,Maya,2026-07-10T05:56:01+08:00
ORD-20260710-6942-0217,M-1303,SESS-20260710-9803-0105,135.00,20,GCash,2026-07-10T06:17:16+08:00
ORD-20260710-1204-0097,M-1641,SESS-20260710-1821-0177,130.00,13,GCash,2026-07-10T08:28:56+08:00
ORD-20260710-8262-0296,M-1799,,90.00,11,Cash,2026-07-10T09:03:00+08:00
ORD-20260710-3621-0297,M-1034,,315.00,39,GCash,2026-07-10T09:08:00+08:00
ORD-20260710-5140-0199,M-1251,SESS-20260710-1370-0107,175.00,17,GCash,2026-07-10T09:08:37+08:00
ORD-20260710-7852-0030,M-1631,SESS-20260710-1049-0001,130.00,16,Cash,2026-07-10T09:12:55+08:00
ORD-20260710-5008-0114,M-1786,SESS-20260710-2250-0056,315.00,39,Maya,2026-07-10T09:15:53+08:00
ORD-20260710-3979-0269,M-1271,,120.00,15,GCash,2026-07-10T09:18:00+08:00
ORD-20260710-8621-0271,M-1047,,25.00,2,Cash,2026-07-10T09:22:00+08:00
ORD-20260710-5705-0256,M-1607,,25.00,2,Cash,2026-07-10T09:24:00+08:00
ORD-20260710-5384-0285,M-1452,,30.00,3,GCash,2026-07-10T09:24:00+08:00
ORD-20260710-1925-0301,M-1470,,85.00,8,Cash,2026-07-10T09:27:00+08:00
ORD-20260710-2710-0286,M-1141,,135.00,13,GCash,2026-07-10T09:30:00+08:00
ORD-20260710-1431-0288,M-1013,,155.00,19,Maya,2026-07-10T09:44:00+08:00
ORD-20260710-1082-0308,M-1643,,90.00,9,GCash,2026-07-10T09:48:00+08:00
ORD-20260710-7991-0336,M-1231,,270.00,27,Cash,2026-07-10T09:49:00+08:00
ORD-20260710-4648-0265,M-1358,,65.00,6,GCash,2026-07-10T10:05:00+08:00
ORD-20260710-7284-0334,M-1205,,195.00,24,GCash,2026-07-10T10:19:00+08:00
ORD-20260710-5990-0290,M-1201,,340.00,42,Maya,2026-07-10T10:21:00+08:00
ORD-20260710-7840-0065,M-1434,SESS-20260710-4982-0008,250.00,25,Cash,2026-07-10T10:27:06+08:00
ORD-20260710-8343-0302,M-1560,,90.00,9,Cash,2026-07-10T10:44:00+08:00
ORD-20260710-7702-0306,M-1864,,120.00,12,GCash,2026-07-10T10:51:00+08:00
ORD-20260710-3970-0318,M-1268,,130.00,13,GCash,2026-07-10T11:08:00+08:00
ORD-20260710-3717-0085,M-1311,SESS-20260710-6553-0018,130.00,13,Cash,2026-07-10T11:08:39+08:00
ORD-20260710-7212-0261,M-1270,,310.00,38,GCash,2026-07-10T11:18:00+08:00
ORD-20260710-1242-0068,M-1486,SESS-20260710-3838-0020,195.00,19,GCash,2026-07-10T11:20:20+08:00
ORD-20260710-1033-0327,M-1839,,130.00,16,Cash,2026-07-10T11:21:00+08:00
ORD-20260710-4019-0220,M-1083,SESS-20260710-4994-0126,135.00,16,GCash,2026-07-10T11:27:27+08:00
ORD-20260710-6471-0279,M-1772,,120.00,15,Cash,2026-07-10T11:28:00+08:00
ORD-20260710-4552-0305,M-1166,,285.00,28,GCash,2026-07-10T11:50:00+08:00
ORD-20260710-1453-0257,M-1260,,210.00,26,GCash,2026-07-10T11:57:00+08:00
ORD-20260710-7391-0291,M-1317,,90.00,9,GCash,2026-07-10T12:05:00+08:00
ORD-20260710-8066-0026,M-1824,SESS-20260710-2627-0022,65.00,8,GCash,2026-07-10T12:19:53+08:00
ORD-20260710-4755-0268,M-1298,,185.00,23,Maya,2026-07-10T12:27:00+08:00
ORD-20260710-8906-0323,M-1104,,65.00,8,Maya,2026-07-10T12:30:00+08:00
ORD-20260710-2158-0179,M-1294,SESS-20260710-1654-0054,405.00,40,GCash,2026-07-10T12:31:47+08:00
ORD-20260710-1363-0274,M-1744,,210.00,26,Maya,2026-07-10T12:34:00+08:00
ORD-20260710-4192-0289,M-1063,,65.00,8,GCash,2026-07-10T12:37:00+08:00
ORD-20260710-2208-0319,M-1110,,90.00,11,GCash,2026-07-10T12:40:00+08:00
ORD-20260710-1222-0324,M-1474,,170.00,21,GCash,2026-07-10T13:04:00+08:00
ORD-20260710-4097-0159,M-1004,SESS-20260710-5824-0437,90.00,11,Cash,2026-07-10T13:07:46+08:00
ORD-20260710-8201-0024,M-1712,SESS-20260710-5153-0096,30.00,3,GCash,2026-07-10T13:38:31+08:00
ORD-20260710-6618-0339,M-1150,,85.00,10,GCash,2026-07-10T13:42:00+08:00
ORD-20260710-1242-0010,M-1944,SESS-20260710-4560-0032,25.00,2,GCash,2026-07-10T13:42:30+08:00
ORD-20260710-7149-0151,M-2175,SESS-20260710-7196-0102,255.00,25,Cash,2026-07-10T13:43:42+08:00
ORD-20260710-9012-0105,M-1614,SESS-20260710-1725-0269,200.00,20,Credit Card,2026-07-10T13:46:42+08:00
ORD-20260710-3570-0093,M-1188,SESS-20260710-7570-0097,65.00,9,GCash,2026-07-10T13:50:04+08:00
ORD-20260710-8347-0295,M-1048,,185.00,23,GCash,2026-07-10T13:54:00+08:00
ORD-20260710-2735-0230,M-1344,SESS-20260710-9460-0151,30.00,3,Cash,2026-07-10T14:00:05+08:00
ORD-20260710-9590-0206,M-1348,SESS-20260710-6756-0246,120.00,12,Credit Card,2026-07-10T14:21:53+08:00
ORD-20260710-2130-0300,M-1101,,120.00,15,Maya,2026-07-10T14:26:00+08:00
ORD-20260710-7312-0205,M-1993,SESS-20260710-4122-0194,125.00,12,GCash,2026-07-10T14:26:09+08:00
ORD-20260710-2414-0213,M-1031,SESS-20260710-5757-0019,65.00,8,GCash,2026-07-10T14:26:29+08:00
ORD-20260710-2359-0328,M-1627,,85.00,10,GCash,2026-07-10T14:33:00+08:00
ORD-20260710-7196-0287,M-1381,,30.00,3,Cash,2026-07-10T14:39:00+08:00
ORD-20260710-6063-0203,M-1289,SESS-20260710-4669-0149,205.00,20,Credit Card,2026-07-10T14:52:48+08:00
ORD-20260710-1665-0215,M-1740,SESS-20260710-2399-0274,85.00,12,GCash,2026-07-10T14:59:34+08:00
ORD-20260710-2846-0186,M-1191,SESS-20260710-4229-0157,435.00,43,Credit Card,2026-07-10T15:02:29+08:00
ORD-20260710-8606-0326,M-1547,,75.00,7,Maya,2026-07-10T15:06:00+08:00
ORD-20260710-8815-0091,M-1416,SESS-20260710-3813-0121,180.00,27,GCash,2026-07-10T15:07:44+08:00
ORD-20260710-2771-0311,M-1830,,120.00,15,GCash,2026-07-10T15:20:00+08:00
ORD-20260710-3242-0140,M-1466,SESS-20260710-5528-0141,245.00,36,Maya,2026-07-10T15:20:23+08:00
ORD-20260710-3734-0313,M-1047,,120.00,12,Cash,2026-07-10T15:22:00+08:00
ORD-20260710-4580-0221,M-1178,SESS-20260710-4677-0061,120.00,12,Maya,2026-07-10T15:29:45+08:00
ORD-20260710-9581-0009,M-1145,SESS-20260710-3399-0305,55.00,6,Cash,2026-07-10T15:37:32+08:00
ORD-20260710-5264-0264,M-1076,,155.00,15,Maya,2026-07-10T15:38:00+08:00
