purchase_id,member_id,rental_id,total_amount,points_accrued,payment_method,purchased_at
ORD-20260714-9181-0049,M-1826,SESS-20260714-6415-0085,85.00,8,Maya,2026-07-14T02:30:22+08:00
ORD-20260714-5448-0142,M-1830,SESS-20260714-2937-0004,65.00,8,Credit Card,2026-07-14T02:42:34+08:00
ORD-20260714-7413-0169,M-1219,SESS-20260714-4225-0159,360.00,36,GCash,2026-07-14T03:08:12+08:00
ORD-20260714-7340-0190,M-1983,SESS-20260714-6223-0019,150.00,15,Maya,2026-07-14T03:36:13+08:00
ORD-20260714-6298-0067,M-1161,SESS-20260714-9149-0124,65.00,6,Credit Card,2026-07-14T03:59:54+08:00
ORD-20260714-2839-0028,M-1297,SESS-20260714-8545-0185,210.00,26,Credit Card,2026-07-14T04:12:30+08:00
ORD-20260714-7982-0248,M-1547,SESS-20260714-4926-0024,75.00,9,Cash,2026-07-14T05:25:05+08:00
ORD-20260714-6311-0233,M-1455,SESS-20260714-6346-0231,90.00,11,GCash,2026-07-14T06:57:12+08:00
ORD-20260714-7601-0084,M-1134,SESS-20260714-1519-0101,65.00,8,GCash,2026-07-14T07:48:17+08:00
ORD-20260714-6774-0202,M-1561,SESS-20260714-2800-0092,170.00,21,GCash,2026-07-14T08:02:04+08:00
ORD-20260714-8999-0245,M-1809,SESS-20260714-4090-0026,30.00,3,Credit Card,2026-07-14T08:35:59+08:00
ORD-20260714-9917-0134,M-1054,SESS-20260714-6108-0391,95.00,11,GCash,2026-07-14T08:37:58+08:00
ORD-20260714-5311-0096,M-1441,SESS-20260714-3481-0062,75.00,9,GCash,2026-07-14T09:00:17+08:00
ORD-20260714-3206-0331,M-1134,,65.00,8,Cash,2026-07-14T09:13:00+08:00
ORD-20260714-3460-0293,M-1047,,180.00,18,GCash,2026-07-14T09:25:00+08:00
ORD-20260714-5949-0286,M-1544,,90.00,11,GCash,2026-07-14T09:39:00+08:00
ORD-20260714-1854-0329,M-1592,,65.00,8,GCash,2026-07-14T09:45:00+08:00
ORD-20260714-3197-0266,M-1489,,65.00,8,Cash,2026-07-14T09:49:00+08:00
ORD-20260714-8465-0310,M-1150,,375.00,46,GCash,2026-07-14T09:52:00+08:00
ORD-20260714-5713-0296,M-1810,,210.00,26,GCash,2026-07-14T09:53:00+08:00
ORD-20260714-7370-0216,M-1165,SESS-20260714-5867-0061,30.00,3,GCash,2026-07-14T10:12:45+08:00
ORD-20260714-6343-0177,M-1693,SESS-20260714-5121-0142,65.00,8,Credit Card,2026-07-14T10:15:32+08:00
ORD-20260714-3006-0333,M-1545,,155.00,15,GCash,2026-07-14T10:21:00+08:00
ORD-20260714-2642-0058,M-1551,SESS-20260714-8807-0165,375.00,46,Maya,2026-07-14T10:23:48+08:00
ORD-20260714-3747-0173,M-1083,SESS-20260714-9260-0111,185.00,23,GCash,2026-07-14T10:28:55+08:00
ORD-20260714-5142-0318,M-1878,,135.00,13,GCash,2026-07-14T10:29:00+08:00
ORD-20260714-7097-0295,M-1581,,150.00,18,Cash,2026-07-14T10:40:00+08:00
ORD-20260714-7889-0034,M-1706,SESS-20260714-4118-0110,65.00,8,GCash,2026-07-14T10:42:16+08:00
ORD-20260714-7094-0334,M-1443,,60.00,7,GCash,2026-07-14T10:45:00+08:00
ORD-20260714-7215-0292,M-1496,,60.00,7,Cash,2026-07-14T10:46:00+08:00
ORD-20260714-4166-0268,M-2167,,90.00,9,GCash,2026-07-14T10:48:00+08:00
ORD-20260714-7195-0258,M-1411,,25.00,3,GCash,2026-07-14T10:57:00+08:00
ORD-20260714-9890-0325,M-1337,,90.00,11,Maya,2026-07-14T10:59:00+08:00
