ledger_id,member_id,source_reference_id,transaction_type,points_delta,resulting_balance,created_at
0753f261-41ea-4f4b-a534-4a57138cba63,M-1682,SESS-20260813-8072-0000,RENTAL_ACCRUAL,28,904,2026-08-14T00:00:00+08:00
10b3ff70-dd31-4350-87ce-0f69cdacc01e,M-1393,SESS-20260813-3087-0001,RENTAL_ACCRUAL,28,143,2026-08-13T22:15:00+08:00
f821eb62-4777-4ca7-8606-7759fc1940ef,M-1639,SESS-20260813-5721-0002,RENTAL_ACCRUAL,27,413,2026-08-14T01:15:00+08:00
1ed09cf7-f607-48ca-bed9-d2e004b7ba5b,M-1955,SESS-20260813-5711-0003,RENTAL_ACCRUAL,5,63,2026-08-13T14:30:00+08:00
127d0bcb-d35e-4d75-820b-48173a6ec1bb,M-1789,SESS-20260813-4109-0004,RENTAL_ACCRUAL,27,246,2026-08-13T21:00:00+08:00
d23e9a54-947d-4fbb-8a2c-5ed0c9219162,M-1558,SESS-20260813-7106-0005,RENTAL_ACCRUAL,45,245,2026-08-13T22:30:00+08:00
b9e18d71-4217-4182-9c9f-3fcc2dcc089f,M-1374,SESS-20260813-5019-0006,RENTAL_ACCRUAL,28,753,2026-08-14T03:15:00+08:00
8f60644a-190a-4697-aa84-5e9d3f851d71,M-1621,SESS-20260813-8854-0007,RENTAL_REDEMPTION,-100,309,2026-08-13T16:45:00+08:00
a52f5848-10d2-489a-be4f-e6fd23b6aa8d,M-1621,SESS-20260813-8854-0007,RENTAL_ACCRUAL,5,314,2026-08-13T18:45:00+08:00
8b27b678-0d74-4469-943b-fc46f8a1d963,M-1935,SESS-20260813-4235-0008,RENTAL_ACCRUAL,5,223,2026-08-13T21:00:00+08:00
a260ee30-4203-43dc-9f42-3f01c9d0c7dc,M-1289,SESS-20260813-3741-0009,RENTAL_ACCRUAL,13,204,2026-08-13T16:30:00+08:00
69edf913-a7c9-4947-afce-ba24e41669c1,M-1824,SESS-20260813-9104-0010,RENTAL_ACCRUAL,28,156,2026-08-14T01:15:00+08:00
4a8ffa39-0da2-4da4-97ff-7f5be491a578,M-1448,SESS-20260813-2777-0011,RENTAL_ACCRUAL,16,205,2026-08-13T20:00:00+08:00
3c65f816-2b3d-4b98-b3f7-c345605fb556,M-1207,SESS-20260813-1310-0012,RENTAL_ACCRUAL,45,615,2026-08-14T00:00:00+08:00
6b6fbaf2-449e-4a3f-a1d5-a4d8a3b75236,M-1461,SESS-20260813-3864-0013,RENTAL_ACCRUAL,11,290,2026-08-13T19:15:00+08:00
1746efa3-0118-461f-b146-26a39e08f2a8,M-1101,SESS-20260813-5711-0014,RENTAL_ACCRUAL,6,597,2026-08-13T13:30:00+08:00
006ba042-ac71-4aea-a9ec-0286a5204775,M-1932,SESS-20260813-7016-0015,RENTAL_ACCRUAL,10,277,2026-08-13T04:15:00+08:00
1b5ccf9f-c421-42b0-8238-58a229349f4c,M-1452,SESS-20260813-4137-0016,RENTAL_ACCRUAL,11,47,2026-08-13T22:00:00+08:00
85bbfe97-64a1-41b4-aa0b-1e6032b04afd,M-1436,SESS-20260813-1072-0017,RENTAL_ACCRUAL,18,536,2026-08-13T11:30:00+08:00
c2abcdf7-d206-4e16-9ba5-4101ef038489,M-1836,SESS-20260813-7113-0018,RENTAL_ACCRUAL,72,547,2026-08-14T00:45:00+08:00
119bf8c3-d41d-4479-a618-4c874bed4ff0,M-1457,SESS-20260813-3473-0019,RENTAL_ACCRUAL,45,720,2026-08-13T21:30:00+08:00
5110364a-efba-45c3-90f4-091aa2da87ce,M-1183,SESS-20260813-6118-0020,RENTAL_ACCRUAL,16,415,2026-08-14T02:45:00+08:00
c2c0c9bc-c591-4fe2-ad1c-d2ae622c7967,M-2122,SESS-20260813-6945-0021,RENTAL_ACCRUAL,15,129,2026-08-13T20:00:00+08:00
d01c21dd-efeb-4bd2-8ec4-da74cba11f0c,M-1991,SESS-20260813-8347-0022,RENTAL_ACCRUAL,10,56,2026-08-13T22:05:00+08:00
380e4d9a-71ca-4542-b275-b601a22938dc,M-1644,SESS-20260813-4980-0023,RENTAL_ACCRUAL,16,436,2026-08-14T00:45:00+08:00
f2c40778-3ab4-45cf-a26d-55b0912ddbe3,M-1090,SESS-20260813-4872-0024,RENTAL_ACCRUAL,18,786,2026-08-13T16:30:00+08:00
f929382b-072d-4199-a532-d444660ce5f7,M-2176,SESS-20260813-9239-0025,RENTAL_REDEMPTION,-100,175,2026-08-13T11:45:00+08:00
a233332e-6cd2-4d34-a700-919cf0d15336,M-2176,SESS-20260813-9239-0025,RENTAL_ACCRUAL,35,210,2026-08-13T19:45:00+08:00
5b74a447-3e28-4874-a0a0-3a8a93ae37eb,M-2176,TIER_UPGRADE_Standard_TO_Silver,TIER_BONUS,50,260,2026-08-13T19:45:00+08:00
1f88d0c2-58d6-49f8-9fc9-3170357f6716,M-1476,SESS-20260813-8572-0026,RENTAL_REDEMPTION,-200,194,2026-08-13T13:30:00+08:00
a09d0f7b-42a3-4daa-80cc-e2257d7547e6,M-1476,SESS-20260813-8572-0026,RENTAL_ACCRUAL,3,197,2026-08-13T16:30:00+08:00
f5e832a4-1217-4264-aa20-dbcdfd26e956,M-1911,SESS-20260813-2289-0027,RENTAL_ACCRUAL,40,93,2026-08-14T00:00:00+08:00
82741b20-4213-402a-b30e-1105aa59032e,M-1429,SESS-20260813-9506-0028,RENTAL_ACCRUAL,12,846,2026-08-14T00:20:00+08:00
d00e0d59-826a-4f61-ad1f-7f779ad18e92,M-1032,SESS-20260813-3970-0029,RENTAL_ACCRUAL,27,346,2026-08-14T00:00:00+08:00
69db9ab6-3bed-4c84-a640-e68f1ee4e747,M-1525,SESS-20260813-1372-0030,RENTAL_ACCRUAL,72,241,2026-08-14T02:15:00+08:00
e059d438-d289-4124-af02-d3a78f55a4a2,M-1447,SESS-20260813-6008-0031,RENTAL_ACCRUAL,5,175,2026-08-13T22:45:00+08:00
c298dea7-285a-40f0-9fd9-5ecf5789f74d,M-2074,SESS-20260813-1805-0032,RENTAL_ACCRUAL,9,83,2026-08-13T18:45:00+08:00
6a0a6a6b-fc2b-42f8-b3e6-86e1fda20b16,M-1856,SESS-20260813-3200-0033,RENTAL_ACCRUAL,25,52,2026-08-14T00:30:00+08:00
659c8604-6f88-4e02-8214-10c96c6f099a,M-1173,SESS-20260813-1744-0034,RENTAL_ACCRUAL,19,433,2026-08-13T16:45:00+08:00
d886a926-3616-4479-9485-cffd6f6bc314,M-2189,SESS-20260813-4160-0035,RENTAL_ACCRUAL,64,193,2026-08-13T19:30:00+08:00
96367871-d71f-4be6-8970-93196b43d8b5,M-1555,SESS-20260813-2613-0036,RENTAL_REDEMPTION,-200,89,2026-08-13T22:00:00+08:00
45afde50-1489-4b23-89f9-9f34d9971656,M-1555,SESS-20260813-2613-0036,RENTAL_ACCRUAL,5,94,2026-08-14T00:00:00+08:00
7303ffb6-0289-410e-bea7-ba305492e83f,M-1604,SESS-20260813-8809-0037,RENTAL_ACCRUAL,67,218,2026-08-13T23:15:00+08:00
4cc61c4f-5101-49b6-bb9b-2c9ad11dc809,M-1760,SESS-20260813-5370-0038,RENTAL_ACCRUAL,45,541,2026-08-13T23:00:00+08:00
f22afae0-b254-4291-900c-4d507a44cb56,M-1006,SESS-20260813-3638-0039,RENTAL_ACCRUAL,11,62,2026-08-13T20:30:00+08:00
db3348c6-be1e-4010-805e-b406a6c87b01,M-2049,SESS-20260813-1550-0040,RENTAL_ACCRUAL,16,114,2026-08-13T04:30:00+08:00
213a4277-636d-46c4-b0f8-a7e87c1e4873,M-1143,SESS-20260813-2116-0041,RENTAL_ACCRUAL,12,3872,2026-08-13T19:45:00+08:00
32490bf0-a0fb-4ad0-81fa-92416b62a484,M-1309,SESS-20260813-8822-0042,RENTAL_REDEMPTION,-100,278,2026-08-13T22:15:00+08:00
56971916-217c-41a4-9cad-35010ed52020,M-1309,SESS-20260813-8822-0042,RENTAL_ACCRUAL,5,283,2026-08-14T00:15:00+08:00
cd10d4e5-41c1-412b-9031-d4fefa94df03,M-1350,SESS-20260813-5846-0043,RENTAL_ACCRUAL,12,555,2026-08-13T14:15:00+08:00
93097d8c-3322-46f0-bfe3-f877d6c9fcde,M-1109,SESS-20260813-7826-0044,RENTAL_ACCRUAL,28,604,2026-08-14T01:45:00+08:00
