purchase_id,member_id,rental_id,total_amount,points_accrued,payment_method,purchased_at
ORD-20260813-6847-0026,M-1208,SESS-20260813-8322-0101,90.00,13,GCash,2026-08-13T02:46:12+08:00
ORD-20260813-8343-0215,M-2047,SESS-20260813-3461-0102,180.00,18,GCash,2026-08-13T02:50:02+08:00
ORD-20260813-7081-0004,M-1353,SESS-20260813-5539-0139,135.00,16,GCash,2026-08-13T03:06:56+08:00
ORD-20260813-2367-0243,M-2049,SESS-20260813-1550-0040,30.00,3,Cash,2026-08-13T03:39:02+08:00
ORD-20260813-6695-0184,M-1087,SESS-20260813-3448-0073,90.00,13,Cash,2026-08-13T05:12:52+08:00
ORD-20260813-2505-0064,M-1210,SESS-20260813-5700-0165,305.00,45,GCash,2026-08-13T05:53:52+08:00
ORD-20260813-3354-0083,M-1547,SESS-20260813-8989-0251,90.00,11,GCash,2026-08-13T07:48:10+08:00
ORD-20260813-1324-0300,M-2101,,160.00,16,GCash,2026-08-13T09:12:00+08:00
ORD-20260813-9005-0331,M-2147,,30.00,3,GCash,2026-08-13T09:12:00+08:00
ORD-20260813-6320-0282,M-1469,,65.00,8,GCash,2026-08-13T09:15:00+08:00
ORD-20260813-9044-0332,M-2057,,120.00,12,Maya,2026-08-13T09:19:00+08:00
ORD-20260813-7966-0055,M-1113,SESS-20260813-4203-0112,90.00,11,GCash,2026-08-13T09:22:07+08:00
ORD-20260813-4237-0072,M-1622,SESS-20260813-5731-0111,170.00,21,GCash,2026-08-13T09:32:09+08:00
ORD-20260813-6274-0284,M-2196,,200.00,25,GCash,2026-08-13T09:36:00+08:00
ORD-20260813-1011-0321,M-2172,,85.00,8,GCash,2026-08-13T09:47:00+08:00
ORD-20260813-3261-0296,M-1367,,120.00,15,Maya,2026-08-13T09:49:00+08:00
ORD-20260813-1489-0328,M-1540,,30.00,3,Cash,2026-08-13T09:58:00+08:00
ORD-20260813-3385-0298,M-2003,,155.00,15,GCash,2026-08-13T09:59:00+08:00
ORD-20260813-9798-0090,M-2197,SESS-20260813-8469-0123,65.00,8,GCash,2026-08-13T10:00:53+08:00
ORD-20260813-1037-0286,M-1007,,120.00,18,Maya,2026-08-13T10:01:00+08:00
ORD-20260813-1813-0333,M-1187,,120.00,15,Cash,2026-08-13T10:19:00+08:00
ORD-20260813-3976-0027,M-1436,SESS-20260813-1072-0017,210.00,31,Cash,2026-08-13T10:28:42+08:00
ORD-20260813-9767-0087,M-2179,SESS-20260813-4617-0205,65.00,6,GCash,2026-08-13T10:30:06+08:00
ORD-20260813-1393-0306,M-1857,,265.00,26,GCash,2026-08-13T10:41:00+08:00
ORD-20260813-3496-0041,M-1167,SESS-20260813-4902-0133,30.00,4,GCash,2026-08-13T10:45:01+08:00
ORD-20260813-7655-0257,M-1813,,65.00,8,Maya,2026-08-13T11:03:00+08:00
ORD-20260813-6816-0314,M-1607,,115.00,14,Cash,2026-08-13T11:04:00+08:00
ORD-20260813-2185-0071,M-2064,SESS-20260813-8002-0241,95.00,11,Maya,2026-08-13T11:17:46+08:00
ORD-20260813-9443-0246,M-1585,SESS-20260813-4505-0276,180.00,27,Credit Card,2026-08-13T11:26:04+08:00
ORD-20260813-5306-0329,M-1580,,90.00,13,Cash,2026-08-13T11:34:00+08:00
ORD-20260813-9375-0305,M-1213,,60.00,7,Cash,2026-08-13T11:39:00+08:00
ORD-20260813-6326-0334,M-1326,,255.00,31,Credit Card,2026-08-13T11:39:00+08:00
ORD-20260813-1085-0274,M-2023,,90.00,11,Cash,2026-08-13T11:56:00+08:00
ORD-20260813-5077-0254,M-1206,,65.00,8,Maya,2026-08-13T11:57:00+08:00
ORD-20260813-5583-0287,M-1065,,60.00,9,Maya,2026-08-13T12:02:00+08:00
ORD-20260813-9837-0182,M-1062,SESS-20260813-6589-0297,160.00,20,Maya,2026-08-13T12:02:10+08:00
ORD-20260813-3965-0301,M-2063,,175.00,21,GCash,2026-08-13T12:04:00+08:00
ORD-20260813-8977-0276,M-1508,,175.00,21,GCash,2026-08-13T12:07:00+08:00
ORD-20260813-7166-0035,M-1515,SESS-20260813-3415-0234,120.00,15,Maya,2026-08-13T12:10:57+08:00
ORD-20260813-9148-0171,M-1702,SESS-20260813-1916-0321,185.00,23,Credit Card,2026-08-13T12:13:44+08:00
ORD-20260813-5851-0263,M-1172,,65.00,9,Maya,2026-08-13T12:22:00+08:00
ORD-20260813-1688-0139,M-1549,SESS-20260813-3985-0185,365.00,45,GCash,2026-08-13T12:22:28+08:00
ORD-20260813-2359-0119,M-2115,SESS-20260813-9882-0130,65.00,6,Credit Card,2026-08-13T12:37:08+08:00
ORD-20260813-9984-0324,M-2056,,135.00,13,Maya,2026-08-13T12:40:00+08:00
ORD-20260813-1951-0189,M-1570,SESS-20260813-5828-0202,65.00,9,Maya,2026-08-13T12:51:25+08:00
ORD-20260813-8746-0285,M-1583,,30.00,3,Credit Card,2026-08-13T12:52:00+08:00
