rental_id,member_id,workstation_id,session_start,session_end,duration_hours,base_hourly_rate,member_tier_applied,tier_discount_pct,final_hourly_rate,gross_rental_amount,points_redeemed,points_credit_value,net_amount_paid,points_accrued,payment_method
SESS-20260723-9994-0046,M-1086,PC-050,2026-07-23T01:15:00+08:00,2026-07-23T04:15:00+08:00,3.00,50.00,Silver,0.10,45.00,135.00,0,0.00,135.00,16,GCash
SESS-20260723-3175-0145,M-2074,PC-129,2026-07-23T01:45:00+08:00,2026-07-23T03:45:00+08:00,2.00,80.00,Standard,0.00,80.00,160.00,0,0.00,160.00,16,GCash
SESS-20260723-3319-0205,M-1402,PC-003,2026-07-23T02:00:00+08:00,2026-07-23T03:00:00+08:00,1.00,50.00,Silver,0.10,45.00,45.00,0,0.00,45.00,5,GCash
SESS-20260723-3065-0030,M-1913,PC-145,2026-07-23T03:00:00+08:00,2026-07-23T05:00:00+08:00,2.00,80.00,Standard,0.00,80.00,160.00,0,0.00,160.00,16,Cash
SESS-20260723-1340-0052,M-1824,PC-094,2026-07-23T03:15:00+08:00,2026-07-23T06:15:00+08:00,3.00,50.00,Silver,0.10,45.00,135.00,100,50.00,85.00,10,GCash
SESS-20260723-2381-0177,M-1611,PC-056,2026-07-23T03:30:00+08:00,2026-07-23T08:30:00+08:00,5.00,50.00,Gold,0.20,40.00,200.00,0,0.00,200.00,30,GCash
SESS-20260723-1848-0234,M-1988,PC-121,2026-07-23T03:30:00+08:00,2026-07-23T04:30:00+08:00,1.00,80.00,Standard,0.00,80.00,80.00,0,0.00,80.00,8,GCash
SESS-20260723-7563-0034,M-2036,PC-026,2026-07-23T03:45:00+08:00,2026-07-23T06:45:00+08:00,3.00,50.00,Standard,0.00,50.00,150.00,0,0.00,150.00,15,GCash
SESS-20260723-4804-0355,M-1898,PC-165,2026-07-23T03:45:00+08:00,2026-07-23T05:45:00+08:00,2.00,120.00,Standard,0.00,120.00,240.00,0,0.00,240.00,24,Credit Card
SESS-20260723-8399-0001,M-1267,PC-110,2026-07-23T06:15:00+08:00,2026-07-23T08:15:00+08:00,2.00,80.00,Silver,0.10,72.00,144.00,100,50.00,94.00,11,Maya
SESS-20260723-6640-0006,M-1354,PC-134,2026-07-23T06:30:00+08:00,2026-07-23T07:30:00+08:00,1.00,80.00,Silver,0.10,72.00,72.00,0,0.00,72.00,9,Credit Card
SESS-20260723-5281-0319,M-1704,PC-080,2026-07-23T06:30:00+08:00,2026-07-23T09:30:00+08:00,3.00,50.00,Silver,0.10,45.00,135.00,0,0.00,135.00,16,Maya
SESS-20260723-8648-0157,M-1737,PC-009,2026-07-23T07:00:00+08:00,2026-07-23T09:00:00+08:00,2.00,50.00,Silver,0.10,45.00,90.00,0,0.00,90.00,11,Cash
SESS-20260723-4000-0061,M-1269,PC-014,2026-07-23T07:15:00+08:00,2026-07-23T12:15:00+08:00,5.00,50.00,Silver,0.10,45.00,225.00,0,0.00,225.00,28,Cash
SESS-20260723-7878-0171,M-1493,PC-162,2026-07-23T07:15:00+08:00,2026-07-23T09:15:00+08:00,2.00,120.00,Silver,0.10,108.00,216.00,0,0.00,216.00,27,Maya
SESS-20260723-7876-0003,M-1236,PC-159,2026-07-23T07:30:00+08:00,2026-07-23T08:30:00+08:00,1.00,120.00,Silver,0.10,108.00,108.00,100,50.00,58.00,7,Maya
SESS-20260723-1660-0343,M-1499,PC-033,2026-07-23T07:45:00+08:00,2026-07-23T09:45:00+08:00,2.00,50.00,Silver,0.10,45.00,90.00,0,0.00,90.00,11,Maya
SESS-20260723-2870-0020,M-1198,PC-047,2026-07-23T08:15:00+08:00,2026-07-23T13:15:00+08:00,5.00,50.00,Gold,0.20,40.00,200.00,100,50.00,150.00,22,Cash
SESS-20260723-6649-0057,M-1012,PC-069,2026-07-23T08:30:00+08:00,2026-07-23T13:30:00+08:00,5.00,50.00,Silver,0.10,45.00,225.00,0,0.00,225.00,28,GCash
SESS-20260723-3761-0217,M-1313,PC-159,2026-07-23T08:35:00+08:00,2026-07-23T13:35:00+08:00,5.00,120.00,Silver,0.10,108.00,540.00,0,0.00,540.00,67,Credit Card
SESS-20260723-2335-0167,M-1034,PC-081,2026-07-23T08:45:00+08:00,2026-07-23T10:45:00+08:00,2.00,50.00,Silver,0.10,45.00,90.00,100,50.00,40.00,5,Maya
SESS-20260723-1497-0070,M-1505,PC-034,2026-07-23T09:00:00+08:00,2026-07-23T12:00:00+08:00,3.00,50.00,Silver,0.10,45.00,135.00,0,0.00,135.00,16,Maya
SESS-20260723-5575-0120,M-1715,PC-106,2026-07-23T09:00:00+08:00,2026-07-23T11:00:00+08:00,2.00,80.00,Silver,0.10,72.00,144.00,0,0.00,144.00,18,GCash
SESS-20260723-8208-0036,M-1680,PC-109,2026-07-23T09:15:00+08:00,2026-07-23T11:15:00+08:00,2.00,80.00,Silver,0.10,72.00,144.00,0,0.00,144.00,18,Cash
SESS-20260723-2745-0076,M-1391,PC-161,2026-07-23T09:30:00+08:00,2026-07-23T10:30:00+08:00,1.00,120.00,Silver,0.10,108.00,108.00,100,50.00,58.00,7,GCash
SESS-20260723-6219-0272,M-1501,PC-005,2026-07-23T09:30:00+08:00,2026-07-23T11:30:00+08:00,2.00,50.00,Silver,0.10,45.00,90.00,0,0.00,90.00,11,Cash
SESS-20260723-2072-0112,M-2055,PC-174,2026-07-23T09:45:00+08:00,2026-07-23T12:45:00+08:00,3.00,120.00,Standard,0.00,120.00,360.00,0,0.00,360.00,36,GCash
SESS-20260723-2738-0334,M-1099,PC-080,2026-07-23T09:45:00+08:00,2026-07-23T10:45:00+08:00,1.00,50.00,Silver,0.10,45.00,45.00,0,0.00,45.00,5,GCash
SESS-20260723-4575-0249,M-1402,PC-007,2026-07-23T10:00:00+08:00,2026-07-23T11:00:00+08:00,1.00,50.00,Silver,0.10,45.00,45.00,0,0.00,45.00,5,Cash
SESS-20260723-7062-0130,M-1291,PC-119,2026-07-23T10:15:00+08:00,2026-07-23T12:15:00+08:00,2.00,80.00,Silver,0.10,72.00,144.00,0,0.00,144.00,18,Cash
SESS-20260723-3956-0053,M-1625,PC-077,2026-07-23T10:30:00+08:00,2026-07-23T12:30:00+08:00,2.00,50.00,Gold,0.20,40.00,80.00,100,50.00,30.00,4,Maya
