purchase_id,member_id,rental_id,total_amount,points_accrued,payment_method,purchased_at
ORD-20260728-7907-0031,M-1381,SESS-20260728-1903-0022,140.00,17,Credit Card,2026-07-28T01:43:11+08:00
ORD-20260728-3042-0217,M-1642,SESS-20260728-2776-0219,180.00,27,Credit Card,2026-07-28T02:44:39+08:00
ORD-20260728-6701-0222,M-1127,SESS-20260728-3282-0052,65.00,8,GCash,2026-07-28T03:48:31+08:00
ORD-20260728-3276-0149,M-1165,SESS-20260728-3228-0206,185.00,23,GCash,2026-07-28T04:24:08+08:00
ORD-20260728-4533-0166,M-1794,SESS-20260728-3315-0230,260.00,32,GCash,2026-07-28T06:36:55+08:00
ORD-20260728-6698-0092,M-1472,SESS-20260728-9177-0115,90.00,11,GCash,2026-07-28T07:43:57+08:00
ORD-20260728-4340-0069,M-1746,SESS-20260728-8029-0151,175.00,21,GCash,2026-07-28T08:26:06+08:00
ORD-20260728-1935-0236,M-1591,,255.00,38,Maya,2026-07-28T09:05:00+08:00
ORD-20260728-3281-0233,M-1010,,30.00,3,Cash,2026-07-28T09:20:00+08:00
ORD-20260728-4740-0247,M-1249,,85.00,10,Maya,2026-07-28T09:27:00+08:00
ORD-20260728-6824-0137,M-1585,SESS-20260728-8559-0020,210.00,26,GCash,2026-07-28T09:30:17+08:00
ORD-20260728-4616-0229,M-1253,,90.00,9,Cash,2026-07-28T09:44:00+08:00
ORD-20260728-2915-0259,M-1342,,320.00,40,Credit Card,2026-07-28T09:44:00+08:00
ORD-20260728-7276-0239,M-1020,,215.00,26,Maya,2026-07-28T09:50:00+08:00
ORD-20260728-4087-0227,M-1517,SESS-20260728-7740-0124,90.00,11,Maya,2026-07-28T10:38:18+08:00
ORD-20260728-3239-0285,M-1822,,185.00,23,Cash,2026-07-28T10:45:00+08:00
ORD-20260728-3806-0153,M-1630,SESS-20260728-8259-0323,205.00,30,Cash,2026-07-28T10:45:22+08:00
ORD-20260728-8221-0280,M-1110,,90.00,11,Cash,2026-07-28T10:59:00+08:00
ORD-20260728-3295-0278,M-1611,,30.00,4,GCash,2026-07-28T11:10:00+08:00
ORD-20260728-9509-0258,M-2079,,65.00,8,GCash,2026-07-28T11:12:00+08:00
ORD-20260728-6755-0273,M-1596,,180.00,22,Maya,2026-07-28T11:16:00+08:00
ORD-20260728-4344-0192,M-1728,SESS-20260728-3913-0064,90.00,11,Maya,2026-07-28T11:35:34+08:00
ORD-20260728-9939-0245,M-1143,,250.00,37,Maya,2026-07-28T11:41:00+08:00
ORD-20260728-7027-0270,M-1812,,65.00,8,GCash,2026-07-28T11:42:00+08:00
ORD-20260728-9509-0287,M-1636,,65.00,9,Maya,2026-07-28T11:43:00+08:00
ORD-20260728-9025-0017,M-1591,SESS-20260728-1440-0079,265.00,39,GCash,2026-07-28T11:56:30+08:00
ORD-20260728-6731-0290,M-1752,,90.00,13,GCash,2026-07-28T12:00:00+08:00
ORD-20260728-5315-0238,M-1934,,95.00,9,Cash,2026-07-28T12:03:00+08:00
ORD-20260728-3530-0300,M-1066,,60.00,7,Maya,2026-07-28T12:10:00+08:00
ORD-20260728-2897-0302,M-2163,,90.00,11,Credit Card,2026-07-28T12:10:00+08:00
ORD-20260728-2080-0297,M-1465,,90.00,13,GCash,2026-07-28T12:15:00+08:00
ORD-20260728-5906-0100,M-1805,SESS-20260728-7994-0102,90.00,11,Credit Card,2026-07-28T12:18:55+08:00
ORD-20260728-8320-0288,M-1060,,90.00,11,Credit Card,2026-07-28T12:21:00+08:00
ORD-20260728-9736-0246,M-1210,,65.00,9,GCash,2026-07-28T12:26:00+08:00
ORD-20260728-8101-0257,M-1216,,90.00,13,Cash,2026-07-28T12:29:00+08:00
ORD-20260728-4457-0299,M-2191,,30.00,3,Maya,2026-07-28T12:37:00+08:00
ORD-20260728-6644-0098,M-1399,SESS-20260728-5617-0387,345.00,43,Maya,2026-07-28T12:37:40+08:00
ORD-20260728-2643-0012,M-1439,SESS-20260728-2729-0101,140.00,17,GCash,2026-07-28T12:38:44+08:00
ORD-20260728-2407-0120,M-2077,SESS-20260728-6429-0157,240.00,24,GCash,2026-07-28T12:41:52+08:00
ORD-20260728-3080-0037,M-1649,SESS-20260728-7165-0026,150.00,18,Cash,2026-07-28T12:45:24+08:00
ORD-20260728-4108-0303,M-1439,,315.00,39,GCash,2026-07-28T12:49:00+08:00
ORD-20260728-3628-0268,M-1381,,30.00,3,GCash,2026-07-28T12:54:00+08:00
ORD-20260728-1109-0164,M-1495,SESS-20260728-5452-0134,120.00,15,Cash,2026-07-28T12:58:36+08:00
ORD-20260728-6768-0251,M-1068,,65.00,8,Maya,2026-07-28T13:10:00+08:00
ORD-20260728-3889-0286,M-1423,,135.00,16,GCash,2026-07-28T13:19:00+08:00
ORD-20260728-9205-0254,M-1387,,150.00,18,Credit Card,2026-07-28T13:30:00+08:00
ORD-20260728-1378-0301,M-1335,,30.00,3,Maya,2026-07-28T13:31:00+08:00
ORD-20260728-6619-0158,M-1779,SESS-20260728-4369-0251,65.00,8,Cash,2026-07-28T13:35:46+08:00
ORD-20260728-3518-0148,M-1001,SESS-20260728-1779-0345,255.00,31,Cash,2026-07-28T13:38:36+08:00
ORD-20260728-4743-0296,M-1275,,85.00,10,Credit Card,2026-07-28T13:39:00+08:00
ORD-20260728-3872-0151,M-1546,SESS-20260728-7397-0240,290.00,36,GCash,2026-07-28T13:40:30+08:00
ORD-20260728-4717-0279,M-1295,,270.00,33,GCash,2026-07-28T13:54:00+08:00
ORD-20260728-1257-0264,M-1673,,85.00,10,Cash,2026-07-28T13:59:00+08:00
ORD-20260728-5811-0165,M-1182,SESS-20260728-2910-0081,180.00,22,Cash,2026-07-28T14:06:07+08:00
ORD-20260728-8110-0235,M-1630,,65.00,9,Cash,2026-07-28T14:10:00+08:00
ORD-20260728-2586-0032,M-1725,SESS-20260728-2642-0190,90.00,11,Cash,2026-07-28T14:10:56+08:00
ORD-20260728-8888-0230,M-1580,,65.00,8,Cash,2026-07-28T14:16:00+08:00
ORD-20260728-6843-0266,M-1833,,65.00,8,Cash,2026-07-28T14:20:00+08:00
ORD-20260728-5636-0045,M-1622,SESS-20260728-1878-0163,305.00,38,GCash,2026-07-28T14:28:55+08:00
ORD-20260728-1982-0277,M-1266,,120.00,15,GCash,2026-07-28T14:31:00+08:00
ORD-20260728-3968-0283,M-1050,,65.00,8,Cash,2026-07-28T14:43:00+08:00
ORD-20260728-8006-0157,M-1040,SESS-20260728-2863-0239,160.00,20,GCash,2026-07-28T14:48:02+08:00
ORD-20260728-3713-0284,M-1186,,65.00,8,Credit Card,2026-07-28T14:59:00+08:00
ORD-20260728-1233-0271,M-2042,,180.00,18,Maya,2026-07-28T15:01:00+08:00
ORD-20260728-1628-0281,M-1017,,30.00,3,Credit Card,2026-07-28T15:02:00+08:00
ORD-20260728-7765-0027,M-1166,SESS-20260728-2235-0309,265.00,33,Cash,2026-07-28T15:02:24+08:00
ORD-20260728-3594-0267,M-1381,,75.00,9,Cash,2026-07-28T15:04:00+08:00
ORD-20260728-9385-0099,M-1052,SESS-20260728-1609-0113,120.00,15,Maya,2026-07-28T15:06:34+08:00
ORD-20260728-6797-0194,M-1092,SESS-20260728-6801-0084,90.00,11,Cash,2026-07-28T15:11:26+08:00
ORD-20260728-2556-0022,M-1121,SESS-20260728-8323-0075,90.00,11,Cash,2026-07-28T15:24:34+08:00
ORD-20260728-2564-0026,M-1519,SESS-20260728-2667-0131,225.00,28,Cash,2026-07-28T15:24:38+08:00
ORD-20260728-1396-0276,M-1349,,65.00,8,Maya,2026-07-28T15:28:00+08:00
ORD-20260728-3062-0248,M-2043,,65.00,6,GCash,2026-07-28T15:31:00+08:00
ORD-20260728-5112-0295,M-1348,,65.00,8,GCash,2026-07-28T15:32:00+08:00
ORD-20260728-9316-0113,M-1336,SESS-20260728-5109-0005,135.00,16,GCash,2026-07-28T15:35:15+08:00
ORD-20260728-1832-0116,M-2088,SESS-20260728-2052-0143,120.00,12,Maya,2026-07-28T15:38:33+08:00
ORD-20260728-9485-0155,M-1420,SESS-20260728-4877-0009,95.00,11,Cash,2026-07-28T15:38:55+08:00
