rental_id,member_id,workstation_id,session_start,session_end,duration_hours,base_hourly_rate,member_tier_applied,tier_discount_pct,final_hourly_rate,gross_rental_amount,points_redeemed,points_credit_value,net_amount_paid,points_accrued,payment_method
SESS-20260728-1903-0022,M-1381,PC-139,2026-07-28T00:30:00+08:00,2026-07-28T03:30:00+08:00,3.00,80.00,Silver,0.10,72.00,216.00,100,50.00,166.00,20,GCash
SESS-20260728-2776-0219,M-1642,PC-175,2026-07-28T02:15:00+08:00,2026-07-28T05:15:00+08:00,3.00,120.00,Gold,0.20,96.00,288.00,0,0.00,288.00,43,GCash
SESS-20260728-3282-0052,M-1127,PC-039,2026-07-28T03:30:00+08:00,2026-07-28T04:30:00+08:00,1.00,50.00,Silver,0.10,45.00,45.00,0,0.00,45.00,5,Cash
SESS-20260728-8850-0093,M-1670,PC-007,2026-07-28T03:55:00+08:00,2026-07-28T05:55:00+08:00,2.00,50.00,Silver,0.10,45.00,90.00,0,0.00,90.00,11,GCash
SESS-20260728-3228-0206,M-1165,PC-010,2026-07-28T04:00:00+08:00,2026-07-28T06:00:00+08:00,2.00,50.00,Silver,0.10,45.00,90.00,0,0.00,90.00,11,Cash
SESS-20260728-3315-0230,M-1794,PC-154,2026-07-28T05:00:00+08:00,2026-07-28T07:00:00+08:00,2.00,120.00,Silver,0.10,108.00,216.00,0,0.00,216.00,27,GCash
SESS-20260728-8029-0151,M-1746,PC-055,2026-07-28T05:30:00+08:00,2026-07-28T08:30:00+08:00,3.00,50.00,Silver,0.10,45.00,135.00,0,0.00,135.00,16,Cash
SESS-20260728-3981-0290,M-1797,PC-147,2026-07-28T06:00:00+08:00,2026-07-28T11:00:00+08:00,5.00,80.00,Silver,0.10,72.00,360.00,0,0.00,360.00,45,GCash
SESS-20260728-9177-0115,M-1472,PC-060,2026-07-28T07:15:00+08:00,2026-07-28T09:15:00+08:00,2.00,50.00,Silver,0.10,45.00,90.00,0,0.00,90.00,11,GCash
SESS-20260728-7284-0229,M-1271,PC-108,2026-07-28T08:00:00+08:00,2026-07-28T13:00:00+08:00,5.00,80.00,Silver,0.10,72.00,360.00,0,0.00,360.00,45,Maya
SESS-20260728-8814-0034,M-2152,PC-056,2026-07-28T08:30:00+08:00,2026-07-28T10:30:00+08:00,2.00,50.00,Standard,0.00,50.00,100.00,100,50.00,50.00,5,GCash
SESS-20260728-3345-0215,M-1803,PC-164,2026-07-28T08:30:00+08:00,2026-07-28T10:30:00+08:00,2.00,120.00,Silver,0.10,108.00,216.00,0,0.00,216.00,27,GCash
SESS-20260728-8559-0020,M-1585,PC-089,2026-07-28T09:00:00+08:00,2026-07-28T12:00:00+08:00,3.00,50.00,Silver,0.10,45.00,135.00,0,0.00,135.00,16,GCash
SESS-20260728-8049-0040,M-2007,PC-117,2026-07-28T09:15:00+08:00,2026-07-28T10:15:00+08:00,1.00,80.00,Standard,0.00,80.00,80.00,0,0.00,80.00,8,Maya
SESS-20260728-7367-0011,M-1348,PC-121,2026-07-28T09:30:00+08:00,2026-07-28T11:30:00+08:00,2.00,80.00,Silver,0.10,72.00,144.00,0,0.00,144.00,18,Cash
SESS-20260728-2961-0120,M-1485,PC-100,2026-07-28T09:30:00+08:00,2026-07-28T14:30:00+08:00,5.00,50.00,Silver,0.10,45.00,225.00,0,0.00,225.00,28,Cash
SESS-20260728-2663-0000,M-1329,PC-029,2026-07-28T09:45:00+08:00,2026-07-28T10:45:00+08:00,1.00,50.00,Silver,0.10,45.00,45.00,0,0.00,45.00,5,Maya
SESS-20260728-6429-0157,M-2077,PC-046,2026-07-28T09:45:00+08:00,2026-07-28T14:45:00+08:00,5.00,50.00,Standard,0.00,50.00,250.00,100,50.00,200.00,20,Cash
SESS-20260728-6883-0337,M-1792,PC-003,2026-07-28T10:00:00+08:00,2026-07-28T12:00:00+08:00,2.00,50.00,Gold,0.20,40.00,80.00,0,0.00,80.00,12,Credit Card
SESS-20260728-2572-0363,M-1633,PC-092,2026-07-28T10:00:00+08:00,2026-07-28T12:00:00+08:00,2.00,50.00,Silver,0.10,45.00,90.00,100,50.00,40.00,5,Maya
SESS-20260728-5452-0134,M-1495,PC-038,2026-07-28T10:15:00+08:00,2026-07-28T15:15:00+08:00,5.00,50.00,Silver,0.10,45.00,225.00,0,0.00,225.00,28,Cash
SESS-20260728-3275-0182,M-2169,PC-132,2026-07-28T10:15:00+08:00,2026-07-28T13:15:00+08:00,3.00,80.00,Silver,0.10,72.00,216.00,0,0.00,216.00,27,GCash
SESS-20260728-8259-0323,M-1630,PC-081,2026-07-28T10:15:00+08:00,2026-07-28T11:15:00+08:00,1.00,50.00,Gold,0.20,40.00,40.00,0,0.00,40.00,6,Cash
SESS-20260728-3459-0029,M-1818,PC-065,2026-07-28T10:30:00+08:00,2026-07-28T13:30:00+08:00,3.00,50.00,Silver,0.10,45.00,135.00,200,100.00,35.00,4,Maya
SESS-20260728-7740-0124,M-1517,PC-028,2026-07-28T10:30:00+08:00,2026-07-28T15:30:00+08:00,5.00,50.00,Silver,0.10,45.00,225.00,0,0.00,225.00,28,Maya
SESS-20260728-2729-0101,M-1439,PC-056,2026-07-28T10:45:00+08:00,2026-07-28T12:45:00+08:00,2.00,50.00,Silver,0.10,45.00,90.00,0,0.00,90.00,11,Maya
SESS-20260728-3913-0064,M-1728,PC-061,2026-07-28T11:00:00+08:00,2026-07-28T13:00:00+08:00,2.00,50.00,Silver,0.10,45.00,90.00,0,0.00,90.00,11,Maya
SESS-20260728-1440-0079,M-1591,PC-029,2026-07-28T11:00:00+08:00,2026-07-28T13:00:00+08:00,2.00,50.00,Gold,0.20,40.00,80.00,0,0.00,80.00,12,Credit Card
SESS-20260728-8209-0276,M-1098,PC-082,2026-07-28T11:00:00+08:00,2026-07-28T13:00:00+08:00,2.00,50.00,Gold,0.20,40.00,80.00,100,50.00,30.00,4,Maya
SESS-20260728-7527-0330,M-1371,PC-147,2026-07-28T11:15:00+08:00,2026-07-28T12:15:00+08:00,1.00,80.00,Silver,0.10,72.00,72.00,0,0.00,72.00,9,Maya
SESS-20260728-9049-0019,M-2146,PC-022,2026-07-28T12:00:00+08:00,2026-07-28T13:00:00+08:00,1.00,50.00,Standard,0.00,50.00,50.00,0,0.00,50.00,5,GCash
SESS-20260728-3246-0028,M-2085,PC-014,2026-07-28T12:00:00+08:00,2026-07-28T13:00:00+08:00,1.00,50.00,Silver,0.10,45.00,45.00,0,0.00,45.00,5,Maya
SESS-20260728-6092-0070,M-1779,PC-170,2026-07-28T12:00:00+08:00,2026-07-28T13:00:00+08:00,1.00,120.00,Silver,0.10,108.00,108.00,100,50.00,58.00,7,GCash
SESS-20260728-7994-0102,M-1805,PC-089,2026-07-28T12:10:00+08:00,2026-07-28T15:10:00+08:00,3.00,50.00,Silver,0.10,45.00,135.00,0,0.00,135.00,16,Cash
SESS-20260728-5617-0387,M-1399,PC-092,2026-07-28T12:10:00+08:00,2026-07-28T13:10:00+08:00,1.00,50.00,Silver,0.10,45.00,45.00,0,0.00,45.00,5,GCash
SESS-20260728-8433-0338,M-1925,PC-003,2026-07-28T12:15:00+08:00,2026-07-28T15:15:00+08:00,3.00,50.00,Silver,0.10,45.00,135.00,200,100.00,35.00,4,Cash
SESS-20260728-7165-0026,M-1649,PC-104,2026-07-28T12:30:00+08:00,2026-07-28T14:30:00+08:00,2.00,80.00,Silver,0.10,72.00,144.00,0,0.00,144.00,18,GCash
SESS-20260728-3841-0036,M-1510,PC-051,2026-07-28T12:30:00+08:00,2026-07-28T20:30:00+08:00,8.00,50.00,Silver,0.10,45.00,360.00,0,0.00,360.00,45,GCash
SESS-20260728-9761-0010,M-2127,PC-161,2026-07-28T13:00:00+08:00,2026-07-28T15:00:00+08:00,2.00,120.00,Standard,0.00,120.00,240.00,0,0.00,240.00,24,Credit Card
SESS-20260728-1845-0041,M-2033,PC-078,2026-07-28T13:00:00+08:00,2026-07-28T15:00:00+08:00,2.00,50.00,Standard,0.00,50.00,100.00,0,0.00,100.00,10,GCash
SESS-20260728-3391-0050,M-1254,PC-107,2026-07-28T13:00:00+08:00,2026-07-28T15:00:00+08:00,2.00,80.00,Silver,0.10,72.00,144.00,0,0.00,144.00,18,Cash
SESS-20260728-2863-0239,M-1040,PC-043,2026-07-28T13:00:00+08:00,2026-07-28T16:00:00+08:00,3.00,50.00,Silver,0.10,45.00,135.00,0,0.00,135.00,16,Cash
SESS-20260728-7397-0240,M-1546,PC-045,2026-07-28T13:00:00+08:00,2026-07-28T16:00:00+08:00,3.00,50.00,Silver,0.10,45.00,135.00,200,100.00,35.00,4,Cash
SESS-20260728-1779-0345,M-1001,PC-137,2026-07-28T13:00:00+08:00,2026-07-28T15:00:00+08:00,2.00,80.00,Silver,0.10,72.00,144.00,100,50.00,94.00,11,GCash
SESS-20260728-1664-0459,M-1165,PC-050,2026-07-28T13:00:00+08:00,2026-07-28T15:00:00+08:00,2.00,50.00,Silver,0.10,45.00,90.00,100,50.00,40.00,5,Maya
SESS-20260728-6439-0170,M-1046,PC-014,2026-07-28T13:05:00+08:00,2026-07-28T16:05:00+08:00,3.00,50.00,Silver,0.10,45.00,135.00,0,0.00,135.00,16,Cash
SESS-20260728-8296-0091,M-1604,PC-086,2026-07-28T13:15:00+08:00,2026-07-28T16:15:00+08:00,3.00,50.00,Silver,0.10,45.00,135.00,0,0.00,135.00,16,Maya
SESS-20260728-9213-0169,M-1061,PC-120,2026-07-28T13:15:00+08:00,2026-07-28T16:15:00+08:00,3.00,80.00,Silver,0.10,72.00,216.00,0,0.00,216.00,27,Maya
SESS-20260728-2642-0190,M-1725,PC-144,2026-07-28T13:15:00+08:00,2026-07-28T15:15:00+08:00,2.00,80.00,Silver,0.10,72.00,144.00,0,0.00,144.00,18,Cash
SESS-20260728-4369-0251,M-1779,PC-066,2026-07-28T13:15:00+08:00,2026-07-28T14:15:00+08:00,1.00,50.00,Silver,0.10,45.00,45.00,0,0.00,45.00,5,Maya
SESS-20260728-5109-0005,M-1336,PC-119,2026-07-28T13:30:00+08:00,2026-07-28T16:30:00+08:00,3.00,80.00,Silver,0.10,72.00,216.00,0,0.00,216.00,27,Cash
SESS-20260728-5826-0049,M-1230,PC-095,2026-07-28T13:30:00+08:00,2026-07-28T16:30:00+08:00,3.00,50.00,Silver,0.10,45.00,135.00,0,0.00,135.00,16,Maya
SESS-20260728-7238-0071,M-1343,PC-146,2026-07-28T13:30:00+08:00,2026-07-28T15:30:00+08:00,2.00,80.00,Silver,0.10,72.00,144.00,0,0.00,144.00,18,Cash
SESS-20260728-2607-0354,M-1783,PC-150,2026-07-28T13:30:00+08:00,2026-07-28T16:30:00+08:00,3.00,80.00,Silver,0.10,72.00,216.00,0,0.00,216.00,27,GCash
SESS-20260728-8106-0374,M-1773,PC-147,2026-07-28T13:30:00+08:00,2026-07-28T16:30:00+08:00,3.00,80.00,Gold,0.20,64.00,192.00,0,0.00,192.00,28,Cash
SESS-20260728-8526-0214,M-1854,PC-112,2026-07-28T13:45:00+08:00,2026-07-28T16:45:00+08:00,3.00,80.00,Standard,0.00,80.00,240.00,0,0.00,240.00,24,Maya
SESS-20260728-8336-0044,M-1388,PC-048,2026-07-28T14:00:00+08:00,2026-07-28T17:00:00+08:00,3.00,50.00,Silver,0.10,45.00,135.00,0,0.00,135.00,16,Cash
SESS-20260728-2910-0081,M-1182,PC-021,2026-07-28T14:00:00+08:00,2026-07-28T17:00:00+08:00,3.00,50.00,Silver,0.10,45.00,135.00,0,0.00,135.00,16,Cash
SESS-20260728-2667-0131,M-1519,PC-128,2026-07-28T14:00:00+08:00,2026-07-28T16:00:00+08:00,2.00,80.00,Silver,0.10,72.00,144.00,200,100.00,44.00,5,Cash
SESS-20260728-8758-0152,M-1347,PC-169,2026-07-28T14:00:00+08:00,2026-07-28T16:00:00+08:00,2.00,120.00,Gold,0.20,96.00,192.00,100,50.00,142.00,21,GCash
SESS-20260728-1878-0163,M-1622,PC-019,2026-07-28T14:00:00+08:00,2026-07-28T15:00:00+08:00,1.00,50.00,Silver,0.10,45.00,45.00,0,0.00,45.00,5,Credit Card
SESS-20260728-5683-0033,M-1761,PC-105,2026-07-28T14:15:00+08:00,2026-07-28T16:15:00+08:00,2.00,80.00,Silver,0.10,72.00,144.00,100,50.00,94.00,11,GCash
SESS-20260728-7082-0043,M-1993,PC-016,2026-07-28T14:15:00+08:00,2026-07-28T15:15:00+08:00,1.00,50.00,Standard,0.00,50.00,50.00,0,0.00,50.00,5,Maya
SESS-20260728-9644-0108,M-2005,PC-171,2026-07-28T14:15:00+08:00,2026-07-28T22:15:00+08:00,8.00,120.00,Standard,0.00,120.00,960.00,0,0.00,960.00,96,GCash
SESS-20260728-7387-0237,M-2114,PC-012,2026-07-28T14:15:00+08:00,2026-07-28T17:15:00+08:00,3.00,50.00,Standard,0.00,50.00,150.00,0,0.00,150.00,15,GCash
SESS-20260728-1890-0285,M-1558,PC-175,2026-07-28T14:30:00+08:00,2026-07-28T15:30:00+08:00,1.00,120.00,Silver,0.10,108.00,108.00,200,100.00,8.00,1,Credit Card
SESS-20260728-9802-0293,M-1676,PC-005,2026-07-28T14:30:00+08:00,2026-07-28T17:30:00+08:00,3.00,50.00,Gold,0.20,40.00,120.00,0,0.00,120.00,18,Maya
SESS-20260728-2235-0309,M-1166,PC-091,2026-07-28T14:30:00+08:00,2026-07-28T17:30:00+08:00,3.00,50.00,Silver,0.10,45.00,135.00,0,0.00,135.00,16,Maya
SESS-20260728-9293-0432,M-1587,PC-100,2026-07-28T14:40:00+08:00,2026-07-28T16:40:00+08:00,2.00,50.00,Gold,0.20,40.00,80.00,0,0.00,80.00,12,Cash
SESS-20260728-7348-0042,M-1810,PC-131,2026-07-28T14:45:00+08:00,2026-07-28T19:45:00+08:00,5.00,80.00,Silver,0.10,72.00,360.00,0,0.00,360.00,45,Credit Card
SESS-20260728-8323-0075,M-1121,PC-085,2026-07-28T14:45:00+08:00,2026-07-28T15:45:00+08:00,1.00,50.00,Silver,0.10,45.00,45.00,0,0.00,45.00,5,Cash
SESS-20260728-5919-0111,M-1312,PC-057,2026-07-28T14:45:00+08:00,2026-07-28T17:45:00+08:00,3.00,50.00,Silver,0.10,45.00,135.00,0,0.00,135.00,16,Maya
SESS-20260728-1609-0113,M-1052,PC-064,2026-07-28T14:45:00+08:00,2026-07-28T15:45:00+08:00,1.00,50.00,Silver,0.10,45.00,45.00,0,0.00,45.00,5,Credit Card
SESS-20260728-9174-0146,M-1469,PC-168,2026-07-28T14:45:00+08:00,2026-07-28T15:45:00+08:00,1.00,120.00,Silver,0.10,108.00,108.00,0,0.00,108.00,13,GCash
SESS-20260728-4870-0038,M-1508,PC-031,2026-07-28T15:00:00+08:00,2026-07-28T16:00:00+08:00,1.00,50.00,Silver,0.10,45.00,45.00,0,0.00,45.00,5,Maya
SESS-20260728-8462-0045,M-1680,PC-117,2026-07-28T15:00:00+08:00,2026-07-28T17:00:00+08:00,2.00,80.00,Silver,0.10,72.00,144.00,0,0.00,144.00,18,GCash
SESS-20260728-6801-0084,M-1092,PC-170,2026-07-28T15:00:00+08:00,2026-07-28T16:00:00+08:00,1.00,120.00,Silver,0.10,108.00,108.00,0,0.00,108.00,13,GCash
SESS-20260728-7999-0086,M-1286,PC-093,2026-07-28T15:00:00+08:00,2026-07-28T20:00:00+08:00,5.00,50.00,Silver,0.10,45.00,225.00,0,0.00,225.00,28,GCash
SESS-20260728-2052-0143,M-2088,PC-145,2026-07-28T15:00:00+08:00,2026-07-28T16:00:00+08:00,1.00,80.00,Standard,0.00,80.00,80.00,100,50.00,30.00,3,GCash
SESS-20260728-3523-0199,M-1256,PC-098,2026-07-28T15:00:00+08:00,2026-07-28T16:00:00+08:00,1.00,50.00,Silver,0.10,45.00,45.00,0,0.00,45.00,5,Maya
SESS-20260728-9412-0030,M-1491,PC-142,2026-07-28T15:15:00+08:00,2026-07-28T17:15:00+08:00,2.00,80.00,Silver,0.10,72.00,144.00,0,0.00,144.00,18,Maya
SESS-20260728-5700-0066,M-1897,PC-097,2026-07-28T15:15:00+08:00,2026-07-28T16:15:00+08:00,1.00,50.00,Silver,0.10,45.00,45.00,0,0.00,45.00,5,GCash
SESS-20260728-1832-0072,M-1178,PC-135,2026-07-28T15:15:00+08:00,2026-07-28T18:15:00+08:00,3.00,80.00,Silver,0.10,72.00,216.00,0,0.00,216.00,27,Maya
SESS-20260728-7604-0126,M-1315,PC-161,2026-07-28T15:15:00+08:00,2026-07-28T17:15:00+08:00,2.00,120.00,Silver,0.10,108.00,216.00,0,0.00,216.00,27,Maya
SESS-20260728-3231-0142,M-1411,PC-036,2026-07-28T15:15:00+08:00,2026-07-28T17:15:00+08:00,2.00,50.00,Gold,0.20,40.00,80.00,0,0.00,80.00,12,GCash
SESS-20260728-9116-0165,M-1705,PC-009,2026-07-28T15:15:00+08:00,2026-07-28T17:15:00+08:00,2.00,50.00,Silver,0.10,45.00,90.00,0,0.00,90.00,11,Maya
SESS-20260728-8742-0344,M-1828,PC-103,2026-07-28T15:15:00+08:00,2026-07-28T20:15:00+08:00,5.00,80.00,Silver,0.10,72.00,360.00,100,50.00,310.00,38,Maya
SESS-20260728-2232-0404,M-1139,PC-003,2026-07-28T15:15:00+08:00,2026-07-28T20:15:00+08:00,5.00,50.00,Silver,0.10,45.00,225.00,0,0.00,225.00,28,Maya
SESS-20260728-6532-0460,M-1625,PC-050,2026-07-28T15:15:00+08:00,2026-07-28T18:15:00+08:00,3.00,50.00,Gold,0.20,40.00,120.00,0,0.00,120.00,18,GCash
SESS-20260728-7928-0047,M-2036,PC-016,2026-07-28T15:25:00+08:00,2026-07-28T17:25:00+08:00,2.00,50.00,Standard,0.00,50.00,100.00,0,0.00,100.00,10,GCash
SESS-20260728-2659-0259,M-1218,PC-144,2026-07-28T15:25:00+08:00,2026-07-28T17:25:00+08:00,2.00,80.00,Silver,0.10,72.00,144.00,200,100.00,44.00,5,GCash
SESS-20260728-4877-0009,M-1420,PC-075,2026-07-28T15:30:00+08:00,2026-07-28T17:30:00+08:00,2.00,50.00,Silver,0.10,45.00,90.00,0,0.00,90.00,11,GCash
SESS-20260728-6349-0094,M-1564,PC-146,2026-07-28T15:30:00+08:00,2026-07-28T16:30:00+08:00,1.00,80.00,Silver,0.10,72.00,72.00,0,0.00,72.00,9,Maya
SESS-20260728-9822-0135,M-1617,PC-162,2026-07-28T15:30:00+08:00,2026-07-28T20:30:00+08:00,5.00,120.00,Silver,0.10,108.00,540.00,200,100.00,440.00,55,Cash
SESS-20260728-6713-0138,M-1307,PC-038,2026-07-28T15:30:00+08:00,2026-07-28T17:30:00+08:00,2.00,50.00,Silver,0.10,45.00,90.00,0,0.00,90.00,11,Cash
SESS-20260728-1440-0149,M-1627,PC-116,2026-07-28T15:30:00+08:00,2026-07-28T16:30:00+08:00,1.00,80.00,Silver,0.10,72.00,72.00,0,0.00,72.00,9,Cash
