order_item_id,purchase_id,item_sku,quantity,unit_price,total_price
ITEM-20260801-5105-0001-01,ORD-20260801-5105-0001,SKU-BEV-01,2,65.00,130.00
ITEM-20260801-5105-0001-02,ORD-20260801-5105-0001,SKU-SNK-03,1,75.00,75.00
ITEM-20260801-9497-0002-01,ORD-20260801-9497-0002,SKU-BEV-01,1,65.00,65.00
ITEM-20260801-9497-0002-02,ORD-20260801-9497-0002,SKU-BEV-02,2,90.00,180.00
ITEM-20260801-2965-0003-01,ORD-20260801-2965-0003,SKU-BEV-01,1,65.00,65.00
ITEM-20260801-2965-0003-02,ORD-20260801-2965-0003,SKU-ACC-01,1,25.00,25.00
ITEM-20260801-8621-0004-01,ORD-20260801-8621-0004,SKU-BEV-02,1,90.00,90.00
ITEM-20260801-8621-0004-02,ORD-20260801-8621-0004,SKU-BEV-04,1,85.00,85.00
ITEM-20260801-4270-0005-01,ORD-20260801-4270-0005,SKU-BEV-04,1,85.00,85.00
ITEM-20260801-6882-0006-01,ORD-20260801-6882-0006,SKU-SNK-02,1,135.00,135.00
ITEM-20260801-6882-0006-02,ORD-20260801-6882-0006,SKU-SNK-01,1,120.00,120.00
ITEM-20260801-6882-0006-03,ORD-20260801-6882-0006,SKU-BEV-03,1,30.00,30.00
ITEM-20260801-2549-0007-01,ORD-20260801-2549-0007,SKU-SNK-04,1,60.00,60.00
ITEM-20260801-1417-0008-01,ORD-20260801-1417-0008,SKU-BEV-02,1,90.00,90.00
ITEM-20260801-6116-0009-01,ORD-20260801-6116-0009,SKU-BEV-02,2,90.00,180.00
ITEM-20260801-6116-0009-02,ORD-20260801-6116-0009,SKU-SNK-02,1,135.00,135.00
ITEM-20260801-6116-0009-03,ORD-20260801-6116-0009,SKU-BEV-01,1,65.00,65.00
ITEM-20260801-8122-0010-01,ORD-20260801-8122-0010,SKU-BEV-01,1,65.00,65.00
ITEM-20260802-6816-0011-01,ORD-20260802-6816-0011,SKU-BEV-02,1,90.00,90.00
ITEM-20260802-6203-0012-01,ORD-20260802-6203-0012,SKU-BEV-02,1,90.00,90.00
ITEM-20260802-8494-0013-01,ORD-20260802-8494-0013,SKU-BEV-01,1,65.00,65.00
ITEM-20260802-8494-0013-02,ORD-20260802-8494-0013,SKU-SNK-04,2,60.00,120.00
ITEM-20260802-3760-0014-01,ORD-20260802-3760-0014,SKU-BEV-01,2,65.00,130.00
ITEM-20260802-3760-0014-02,ORD-20260802-3760-0014,SKU-SNK-01,1,120.00,120.00
ITEM-20260802-7305-0015-01,ORD-20260802-7305-0015,SKU-ACC-01,1,25.00,25.00
ITEM-20260801-3877-0016-01,ORD-20260801-3877-0016,SKU-BEV-02,1,90.00,90.00
ITEM-20260801-3877-0016-02,ORD-20260801-3877-0016,SKU-BEV-03,1,30.00,30.00
ITEM-20260801-3877-0016-03,ORD-20260801-3877-0016,SKU-SNK-03,1,75.00,75.00
ITEM-20260801-5672-0017-01,ORD-20260801-5672-0017,SKU-BEV-02,1,90.00,90.00
ITEM-20260801-5672-0017-02,ORD-20260801-5672-0017,SKU-BEV-03,1,30.00,30.00
ITEM-20260801-7083-0018-01,ORD-20260801-7083-0018,SKU-BEV-01,1,65.00,65.00
ITEM-20260802-3386-0019-01,ORD-20260802-3386-0019,SKU-SNK-01,1,120.00,120.00
ITEM-20260801-5640-0020-01,ORD-20260801-5640-0020,SKU-BEV-03,1,30.00,30.00
ITEM-20260801-5640-0020-02,ORD-20260801-5640-0020,SKU-BEV-04,1,85.00,85.00
ITEM-20260801-5640-0020-03,ORD-20260801-5640-0020,SKU-BEV-02,1,90.00,90.00
ITEM-20260802-1271-0021-01,ORD-20260802-1271-0021,SKU-SNK-02,1,135.00,135.00
ITEM-20260802-1271-0021-02,ORD-20260802-1271-0021,SKU-BEV-01,1,65.00,65.00
ITEM-20260802-1271-0021-03,ORD-20260802-1271-0021,SKU-BEV-02,1,90.00,90.00
ITEM-20260801-8382-0022-01,ORD-20260801-8382-0022,SKU-SNK-01,1,120.00,120.00
ITEM-20260801-7545-0023-01,ORD-20260801-7545-0023,SKU-BEV-01,1,65.00,65.00
ITEM-20260802-2297-0024-01,ORD-20260802-2297-0024,SKU-BEV-02,1,90.00,90.00
ITEM-20260801-4944-0025-01,ORD-20260801-4944-0025,SKU-BEV-03,1,30.00,30.00
ITEM-20260801-4944-0025-02,ORD-20260801-4944-0025,SKU-SNK-01,1,120.00,120.00
ITEM-20260801-2965-0026-01,ORD-20260801-2965-0026,SKU-BEV-03,1,30.00,30.00
ITEM-20260802-6681-0027-01,ORD-20260802-6681-0027,SKU-SNK-04,1,60.00,60.00
ITEM-20260801-9181-0028-01,ORD-20260801-9181-0028,SKU-BEV-01,1,65.00,65.00
ITEM-20260801-6193-0029-01,ORD-20260801-6193-0029,SKU-BEV-01,2,65.00,130.00
ITEM-20260801-8386-0030-01,ORD-20260801-8386-0030,SKU-BEV-02,1,90.00,90.00
ITEM-20260801-3287-0031-01,ORD-20260801-3287-0031,SKU-ACC-01,1,25.00,25.00
ITEM-20260801-3287-0031-02,ORD-20260801-3287-0031,SKU-BEV-01,2,65.00,130.00
ITEM-20260801-3287-0031-03,ORD-20260801-3287-0031,SKU-SNK-01,1,120.00,120.00
ITEM-20260801-8835-0032-01,ORD-20260801-8835-0032,SKU-BEV-04,1,85.00,85.00
ITEM-20260801-8835-0032-02,ORD-20260801-8835-0032,SKU-BEV-02,1,90.00,90.00
ITEM-20260801-9333-0033-01,ORD-20260801-9333-0033,SKU-SNK-01,1,120.00,120.00
ITEM-20260801-9333-0033-02,ORD-20260801-9333-0033,SKU-BEV-02,1,90.00,90.00
ITEM-20260801-9333-0033-03,ORD-20260801-9333-0033,SKU-BEV-04,1,85.00,85.00
ITEM-20260801-2789-0034-01,ORD-20260801-2789-0034,SKU-BEV-01,3,65.00,195.00
ITEM-20260801-6800-0035-01,ORD-20260801-6800-0035,SKU-SNK-04,1,60.00,60.00
ITEM-20260801-3836-0036-01,ORD-20260801-3836-0036,SKU-SNK-01,1,120.00,120.00
ITEM-20260801-3836-0036-02,ORD-20260801-3836-0036,SKU-BEV-04,1,85.00,85.00
ITEM-20260802-2578-0037-01,ORD-20260802-2578-0037,SKU-BEV-01,1,65.00,65.00
ITEM-20260801-3070-0038-01,ORD-20260801-3070-0038,SKU-SNK-01,1,120.00,120.00
ITEM-20260801-6190-0039-01,ORD-20260801-6190-0039,SKU-SNK-01,1,120.00,120.00
ITEM-20260801-2412-0040-01,ORD-20260801-2412-0040,SKU-BEV-02,1,90.00,90.00
ITEM-20260802-5042-0041-01,ORD-20260802-5042-0041,SKU-SNK-03,2,75.00,150.00
ITEM-20260802-5042-0041-02,ORD-20260802-5042-0041,SKU-BEV-02,1,90.00,90.00
ITEM-20260801-6382-0042-01,ORD-20260801-6382-0042,SKU-BEV-02,2,90.00,180.00
ITEM-20260801-6382-0042-02,ORD-20260801-6382-0042,SKU-BEV-03,1,30.00,30.00
ITEM-20260801-4849-0043-01,ORD-20260801-4849-0043,SKU-SNK-01,1,120.00,120.00
ITEM-20260801-4849-0043-02,ORD-20260801-4849-0043,SKU-SNK-02,1,135.00,135.00
ITEM-20260801-4849-0043-03,ORD-20260801-4849-0043,SKU-SNK-03,2,75.00,150.00
ITEM-20260801-1319-0044-01,ORD-20260801-1319-0044,SKU-SNK-01,1,120.00,120.00
ITEM-20260801-1319-0044-02,ORD-20260801-1319-0044,SKU-SNK-02,1,135.00,135.00
ITEM-20260801-7720-0045-01,ORD-20260801-7720-0045,SKU-SNK-02,1,135.00,135.00
ITEM-20260801-7720-0045-02,ORD-20260801-7720-0045,SKU-SNK-01,1,120.00,120.00
ITEM-20260801-7265-0046-01,ORD-20260801-7265-0046,SKU-BEV-01,1,65.00,65.00
ITEM-20260801-7265-0046-02,ORD-20260801-7265-0046,SKU-BEV-02,1,90.00,90.00
ITEM-20260802-8011-0047-01,ORD-20260802-8011-0047,SKU-SNK-01,1,120.00,120.00
ITEM-20260802-8011-0047-02,ORD-20260802-8011-0047,SKU-SNK-02,1,135.00,135.00
ITEM-20260801-7911-0048-01,ORD-20260801-7911-0048,SKU-BEV-01,1,65.00,65.00
