order_item_id,purchase_id,item_sku,quantity,unit_price,total_price
ITEM-20260830-2960-0001-01,ORD-20260830-2960-0001,SKU-SNK-04,3,60.00,180.00
ITEM-20260830-2960-0001-02,ORD-20260830-2960-0001,SKU-BEV-01,1,65.00,65.00
ITEM-20260830-6516-0002-01,ORD-20260830-6516-0002,SKU-SNK-01,2,120.00,240.00
ITEM-20260830-6516-0002-02,ORD-20260830-6516-0002,SKU-BEV-04,1,85.00,85.00
ITEM-20260830-2063-0003-01,ORD-20260830-2063-0003,SKU-BEV-01,1,65.00,65.00
ITEM-20260831-3988-0004-01,ORD-20260831-3988-0004,SKU-SNK-03,1,75.00,75.00
ITEM-20260831-3988-0004-02,ORD-20260831-3988-0004,SKU-SNK-01,1,120.00,120.00
ITEM-20260830-8753-0005-01,ORD-20260830-8753-0005,SKU-BEV-01,1,65.00,65.00
ITEM-20260830-7136-0006-01,ORD-20260830-7136-0006,SKU-BEV-01,1,65.00,65.00
ITEM-20260830-7136-0006-02,ORD-20260830-7136-0006,SKU-SNK-03,1,75.00,75.00
ITEM-20260830-6531-0007-01,ORD-20260830-6531-0007,SKU-ACC-01,1,25.00,25.00
ITEM-20260830-6531-0007-02,ORD-20260830-6531-0007,SKU-BEV-02,1,90.00,90.00
ITEM-20260830-6531-0007-03,ORD-20260830-6531-0007,SKU-SNK-02,3,135.00,405.00
ITEM-20260830-8302-0008-01,ORD-20260830-8302-0008,SKU-SNK-01,1,120.00,120.00
ITEM-20260830-8302-0008-02,ORD-20260830-8302-0008,SKU-BEV-02,1,90.00,90.00
ITEM-20260830-5401-0009-01,ORD-20260830-5401-0009,SKU-BEV-01,1,65.00,65.00
ITEM-20260830-5401-0009-02,ORD-20260830-5401-0009,SKU-BEV-02,1,90.00,90.00
ITEM-20260831-7221-0010-01,ORD-20260831-7221-0010,SKU-BEV-01,1,65.00,65.00
ITEM-20260830-6667-0011-01,ORD-20260830-6667-0011,SKU-SNK-01,1,120.00,120.00
ITEM-20260830-1236-0012-01,ORD-20260830-1236-0012,SKU-BEV-03,1,30.00,30.00
ITEM-20260831-6264-0013-01,ORD-20260831-6264-0013,SKU-SNK-01,1,120.00,120.00
ITEM-20260830-4943-0014-01,ORD-20260830-4943-0014,SKU-BEV-01,1,65.00,65.00
ITEM-20260830-1167-0015-01,ORD-20260830-1167-0015,SKU-SNK-01,1,120.00,120.00
ITEM-20260830-9351-0016-01,ORD-20260830-9351-0016,SKU-SNK-03,1,75.00,75.00
ITEM-20260830-4149-0017-01,ORD-20260830-4149-0017,SKU-BEV-01,1,65.00,65.00
ITEM-20260830-7047-0018-01,ORD-20260830-7047-0018,SKU-BEV-02,1,90.00,90.00
ITEM-20260831-1610-0019-01,ORD-20260831-1610-0019,SKU-BEV-02,1,90.00,90.00
ITEM-20260831-1610-0019-02,ORD-20260831-1610-0019,SKU-BEV-01,1,65.00,65.00
ITEM-20260830-4093-0020-01,ORD-20260830-4093-0020,SKU-BEV-01,1,65.00,65.00
ITEM-20260830-4354-0021-01,ORD-20260830-4354-0021,SKU-SNK-04,1,60.00,60.00
ITEM-20260830-3226-0022-01,ORD-20260830-3226-0022,SKU-BEV-01,1,65.00,65.00
ITEM-20260830-3769-0023-01,ORD-20260830-3769-0023,SKU-SNK-02,1,135.00,135.00
ITEM-20260830-3769-0023-02,ORD-20260830-3769-0023,SKU-BEV-03,1,30.00,30.00
ITEM-20260830-9315-0024-01,ORD-20260830-9315-0024,SKU-SNK-02,1,135.00,135.00
ITEM-20260830-9315-0024-02,ORD-20260830-9315-0024,SKU-SNK-01,1,120.00,120.00
ITEM-20260830-9660-0025-01,ORD-20260830-9660-0025,SKU-BEV-01,2,65.00,130.00
ITEM-20260831-6846-0026-01,ORD-20260831-6846-0026,SKU-BEV-01,1,65.00,65.00
ITEM-20260831-2439-0027-01,ORD-20260831-2439-0027,SKU-SNK-01,1,120.00,120.00
ITEM-20260831-2439-0027-02,ORD-20260831-2439-0027,SKU-BEV-04,1,85.00,85.00
ITEM-20260831-4113-0028-01,ORD-20260831-4113-0028,SKU-BEV-02,1,90.00,90.00
ITEM-20260831-4113-0028-02,ORD-20260831-4113-0028,SKU-BEV-03,1,30.00,30.00
ITEM-20260830-7262-0029-01,ORD-20260830-7262-0029,SKU-BEV-01,1,65.00,65.00
ITEM-20260830-3712-0030-01,ORD-20260830-3712-0030,SKU-BEV-01,1,65.00,65.00
ITEM-20260830-7577-0031-01,ORD-20260830-7577-0031,SKU-BEV-01,1,65.00,65.00
ITEM-20260830-6189-0032-01,ORD-20260830-6189-0032,SKU-SNK-02,1,135.00,135.00
ITEM-20260830-6189-0032-02,ORD-20260830-6189-0032,SKU-BEV-03,1,30.00,30.00
ITEM-20260830-7832-0033-01,ORD-20260830-7832-0033,SKU-BEV-04,1,85.00,85.00
ITEM-20260830-3392-0034-01,ORD-20260830-3392-0034,SKU-SNK-01,2,120.00,240.00
ITEM-20260830-1078-0035-01,ORD-20260830-1078-0035,SKU-BEV-01,1,65.00,65.00
ITEM-20260831-6950-0036-01,ORD-20260831-6950-0036,SKU-BEV-01,1,65.00,65.00
ITEM-20260830-6449-0037-01,ORD-20260830-6449-0037,SKU-SNK-01,1,120.00,120.00
ITEM-20260830-1745-0038-01,ORD-20260830-1745-0038,SKU-SNK-01,1,120.00,120.00
ITEM-20260830-1745-0038-02,ORD-20260830-1745-0038,SKU-BEV-01,1,65.00,65.00
ITEM-20260830-2990-0039-01,ORD-20260830-2990-0039,SKU-SNK-01,1,120.00,120.00
ITEM-20260830-2137-0040-01,ORD-20260830-2137-0040,SKU-BEV-02,1,90.00,90.00
ITEM-20260830-2137-0040-02,ORD-20260830-2137-0040,SKU-BEV-01,1,65.00,65.00
ITEM-20260830-2383-0041-01,ORD-20260830-2383-0041,SKU-BEV-03,1,30.00,30.00
ITEM-20260830-2383-0041-02,ORD-20260830-2383-0041,SKU-BEV-01,1,65.00,65.00
ITEM-20260830-9986-0042-01,ORD-20260830-9986-0042,SKU-BEV-01,1,65.00,65.00
ITEM-20260830-9244-0043-01,ORD-20260830-9244-0043,SKU-BEV-01,1,65.00,65.00
ITEM-20260831-9102-0044-01,ORD-20260831-9102-0044,SKU-BEV-01,1,65.00,65.00
ITEM-20260830-5497-0045-01,ORD-20260830-5497-0045,SKU-SNK-01,1,120.00,120.00
ITEM-20260830-5497-0045-02,ORD-20260830-5497-0045,SKU-BEV-02,1,90.00,90.00
ITEM-20260830-8605-0046-01,ORD-20260830-8605-0046,SKU-BEV-04,1,85.00,85.00
ITEM-20260831-2251-0047-01,ORD-20260831-2251-0047,SKU-BEV-04,2,85.00,170.00
ITEM-20260830-1638-0048-01,ORD-20260830-1638-0048,SKU-BEV-02,1,90.00,90.00
ITEM-20260830-1638-0048-02,ORD-20260830-1638-0048,SKU-BEV-01,1,65.00,65.00
ITEM-20260831-5220-0049-01,ORD-20260831-5220-0049,SKU-BEV-01,1,65.00,65.00
ITEM-20260830-4308-0050-01,ORD-20260830-4308-0050,SKU-BEV-04,1,85.00,85.00
ITEM-20260831-6701-0051-01,ORD-20260831-6701-0051,SKU-SNK-04,1,60.00,60.00
ITEM-20260831-6701-0051-02,ORD-20260831-6701-0051,SKU-BEV-01,1,65.00,65.00
ITEM-20260830-2712-0052-01,ORD-20260830-2712-0052,SKU-SNK-02,1,135.00,135.00
ITEM-20260830-4384-0053-01,ORD-20260830-4384-0053,SKU-SNK-02,1,135.00,135.00
ITEM-20260830-8656-0054-01,ORD-20260830-8656-0054,SKU-BEV-01,1,65.00,65.00
ITEM-20260831-2135-0055-01,ORD-20260831-2135-0055,SKU-BEV-02,1,90.00,90.00
ITEM-20260830-6329-0056-01,ORD-20260830-6329-0056,SKU-SNK-02,1,135.00,135.00
ITEM-20260830-6172-0057-01,ORD-20260830-6172-0057,SKU-BEV-02,1,90.00,90.00
ITEM-20260830-6172-0057-02,ORD-20260830-6172-0057,SKU-ACC-02,1,180.00,180.00
ITEM-20260830-7265-0058-01,ORD-20260830-7265-0058,SKU-BEV-03,2,30.00,60.00
ITEM-20260830-2897-0059-01,ORD-20260830-2897-0059,SKU-BEV-02,1,90.00,90.00
ITEM-20260830-9091-0060-01,ORD-20260830-9091-0060,SKU-BEV-04,1,85.00,85.00
ITEM-20260830-9091-0060-02,ORD-20260830-9091-0060,SKU-SNK-02,1,135.00,135.00
ITEM-20260830-9091-0060-03,ORD-20260830-9091-0060,SKU-SNK-01,1,120.00,120.00
ITEM-20260830-6522-0061-01,ORD-20260830-6522-0061,SKU-BEV-02,1,90.00,90.00
