rental_id,member_id,workstation_id,session_start,session_end,duration_hours,base_hourly_rate,member_tier_applied,tier_discount_pct,final_hourly_rate,gross_rental_amount,points_redeemed,points_credit_value,net_amount_paid,points_accrued,payment_method
SESS-20260709-9480-0213,M-1800,PC-175,2026-07-09T02:00:00+08:00,2026-07-09T03:00:00+08:00,1.00,120.00,Standard,0.00,120.00,120.00,0,0.00,120.00,12,GCash
SESS-20260709-8820-0193,M-1017,PC-152,2026-07-09T03:00:00+08:00,2026-07-09T06:00:00+08:00,3.00,120.00,Standard,0.00,120.00,360.00,0,0.00,360.00,36,Cash
SESS-20260709-1293-0249,M-1553,PC-032,2026-07-09T03:15:00+08:00,2026-07-09T05:15:00+08:00,2.00,50.00,Standard,0.00,50.00,100.00,0,0.00,100.00,10,GCash
SESS-20260709-7028-0367,M-1153,PC-060,2026-07-09T03:30:00+08:00,2026-07-09T08:30:00+08:00,5.00,50.00,Standard,0.00,50.00,250.00,0,0.00,250.00,25,GCash
SESS-20260709-2483-0210,M-1366,PC-024,2026-07-09T03:45:00+08:00,2026-07-09T04:45:00+08:00,1.00,50.00,Standard,0.00,50.00,50.00,100,50.00,0.00,0,Cash
SESS-20260709-5359-0363,M-1410,PC-016,2026-07-09T07:15:00+08:00,2026-07-09T09:15:00+08:00,2.00,50.00,Gold,0.20,40.00,80.00,0,0.00,80.00,12,GCash
SESS-20260709-3722-0070,M-1472,PC-046,2026-07-09T08:00:00+08:00,2026-07-09T09:00:00+08:00,1.00,50.00,Silver,0.10,45.00,45.00,0,0.00,45.00,5,Credit Card
SESS-20260709-6041-0036,M-1136,PC-031,2026-07-09T08:15:00+08:00,2026-07-09T11:15:00+08:00,3.00,50.00,Standard,0.00,50.00,150.00,0,0.00,150.00,15,Credit Card
SESS-20260709-6693-0059,M-1928,PC-074,2026-07-09T08:15:00+08:00,2026-07-09T10:15:00+08:00,2.00,50.00,Standard,0.00,50.00,100.00,0,0.00,100.00,10,GCash
SESS-20260709-3733-0102,M-1543,PC-061,2026-07-09T08:15:00+08:00,2026-07-09T11:15:00+08:00,3.00,50.00,Silver,0.10,45.00,135.00,100,50.00,85.00,10,Cash
SESS-20260709-2501-0151,M-1173,PC-078,2026-07-09T08:30:00+08:00,2026-07-09T11:30:00+08:00,3.00,50.00,Silver,0.10,45.00,135.00,200,100.00,35.00,4,Maya
SESS-20260709-5865-0169,M-1725,PC-126,2026-07-09T09:00:00+08:00,2026-07-09T11:00:00+08:00,2.00,80.00,Standard,0.00,80.00,160.00,100,50.00,110.00,11,Credit Card
SESS-20260709-7905-0257,M-1024,PC-160,2026-07-09T09:15:00+08:00,2026-07-09T10:15:00+08:00,1.00,120.00,Standard,0.00,120.00,120.00,0,0.00,120.00,12,GCash
SESS-20260709-8315-0336,M-1699,PC-142,2026-07-09T09:45:00+08:00,2026-07-09T11:45:00+08:00,2.00,80.00,Standard,0.00,80.00,160.00,0,0.00,160.00,16,Credit Card
SESS-20260709-1630-0005,M-1451,PC-099,2026-07-09T10:00:00+08:00,2026-07-09T15:00:00+08:00,5.00,50.00,Standard,0.00,50.00,250.00,100,50.00,200.00,20,GCash
SESS-20260709-5345-0093,M-1081,PC-053,2026-07-09T10:00:00+08:00,2026-07-09T12:00:00+08:00,2.00,50.00,Silver,0.10,45.00,90.00,0,0.00,90.00,11,Maya
SESS-20260709-2792-0065,M-1118,PC-174,2026-07-09T10:15:00+08:00,2026-07-09T12:15:00+08:00,2.00,120.00,Standard,0.00,120.00,240.00,0,0.00,240.00,24,GCash
SESS-20260709-6620-0118,M-1573,PC-055,2026-07-09T10:30:00+08:00,2026-07-09T15:30:00+08:00,5.00,50.00,Standard,0.00,50.00,250.00,0,0.00,250.00,25,Maya
SESS-20260709-5067-0136,M-1132,PC-096,2026-07-09T10:30:00+08:00,2026-07-09T15:30:00+08:00,5.00,50.00,Gold,0.20,40.00,200.00,100,50.00,150.00,22,GCash
SESS-20260709-5654-0364,M-1522,PC-098,2026-07-09T10:30:00+08:00,2026-07-09T11:30:00+08:00,1.00,50.00,Standard,0.00,50.00,50.00,0,0.00,50.00,5,GCash
SESS-20260709-5646-0431,M-1702,PC-085,2026-07-09T10:30:00+08:00,2026-07-09T11:30:00+08:00,1.00,50.00,Silver,0.10,45.00,45.00,0,0.00,45.00,5,Maya
SESS-20260709-4768-0032,M-1376,PC-168,2026-07-09T11:00:00+08:00,2026-07-09T13:00:00+08:00,2.00,120.00,Silver,0.10,108.00,216.00,0,0.00,216.00,27,GCash
SESS-20260709-9824-0099,M-1546,PC-014,2026-07-09T11:00:00+08:00,2026-07-09T14:00:00+08:00,3.00,50.00,Standard,0.00,50.00,150.00,0,0.00,150.00,15,Maya
SESS-20260709-4435-0009,M-1348,PC-011,2026-07-09T11:15:00+08:00,2026-07-09T14:15:00+08:00,3.00,50.00,Standard,0.00,50.00,150.00,0,0.00,150.00,15,Maya
SESS-20260709-4440-0157,M-1438,PC-159,2026-07-09T11:15:00+08:00,2026-07-09T13:15:00+08:00,2.00,120.00,Gold,0.20,96.00,192.00,0,0.00,192.00,28,Maya
SESS-20260709-5848-0165,M-1063,PC-143,2026-07-09T11:30:00+08:00,2026-07-09T13:30:00+08:00,2.00,80.00,Silver,0.10,72.00,144.00,0,0.00,144.00,18,GCash
SESS-20260709-8394-0274,M-1137,PC-152,2026-07-09T11:30:00+08:00,2026-07-09T13:30:00+08:00,2.00,120.00,Silver,0.10,108.00,216.00,0,0.00,216.00,27,Credit Card
SESS-20260709-4573-0378,M-1822,PC-032,2026-07-09T11:30:00+08:00,2026-07-09T13:30:00+08:00,2.00,50.00,Silver,0.10,45.00,90.00,0,0.00,90.00,11,Maya
SESS-20260709-1137-0441,M-1258,PC-085,2026-07-09T11:30:00+08:00,2026-07-09T19:30:00+08:00,8.00,50.00,Standard,0.00,50.00,400.00,0,0.00,400.00,40,Cash
SESS-20260709-1819-0449,M-1035,PC-006,2026-07-09T11:30:00+08:00,2026-07-09T13:30:00+08:00,2.00,50.00,Standard,0.00,50.00,100.00,200,100.00,0.00,0,GCash
SESS-20260709-1507-0000,M-1572,PC-022,2026-07-09T11:45:00+08:00,2026-07-09T13:45:00+08:00,2.00,50.00,Standard,0.00,50.00,100.00,0,0.00,100.00,10,Maya
SESS-20260709-7339-0083,M-1700,PC-171,2026-07-09T11:45:00+08:00,2026-07-09T13:45:00+08:00,2.00,120.00,Standard,0.00,120.00,240.00,0,0.00,240.00,24,GCash
SESS-20260709-7117-0188,M-1777,PC-015,2026-07-09T11:45:00+08:00,2026-07-09T12:45:00+08:00,1.00,50.00,Silver,0.10,45.00,45.00,0,0.00,45.00,5,GCash
SESS-20260709-9895-0039,M-1680,PC-082,2026-07-09T12:00:00+08:00,2026-07-09T15:00:00+08:00,3.00,50.00,Silver,0.10,45.00,135.00,0,0.00,135.00,16,GCash
SESS-20260709-2301-0237,M-1538,PC-046,2026-07-09T12:00:00+08:00,2026-07-09T14:00:00+08:00,2.00,50.00,Standard,0.00,50.00,100.00,0,0.00,100.00,10,Cash
SESS-20260709-1691-0018,M-1326,PC-067,2026-07-09T12:15:00+08:00,2026-07-09T13:15:00+08:00,1.00,50.00,Standard,0.00,50.00,50.00,0,0.00,50.00,5,Cash
SESS-20260709-1579-0303,M-1710,PC-028,2026-07-09T12:15:00+08:00,2026-07-09T13:15:00+08:00,1.00,50.00,Standard,0.00,50.00,50.00,0,0.00,50.00,5,GCash
SESS-20260709-7678-0259,M-1509,PC-078,2026-07-09T12:30:00+08:00,2026-07-09T14:30:00+08:00,2.00,50.00,Silver,0.10,45.00,90.00,0,0.00,90.00,11,GCash
SESS-20260709-1603-0037,M-1057,PC-102,2026-07-09T13:00:00+08:00,2026-07-09T18:00:00+08:00,5.00,80.00,Standard,0.00,80.00,400.00,0,0.00,400.00,40,GCash
SESS-20260709-7489-0318,M-1772,PC-029,2026-07-09T13:00:00+08:00,2026-07-09T21:00:00+08:00,8.00,50.00,Silver,0.10,45.00,360.00,0,0.00,360.00,45,Maya
