purchase_id,member_id,rental_id,total_amount,points_accrued,payment_method,purchased_at
ORD-20260815-1728-0228,M-1753,SESS-20260815-4086-0150,135.00,16,Maya,2026-08-15T01:30:54+08:00
ORD-20260815-9851-0164,M-1799,SESS-20260815-7122-0023,130.00,16,Cash,2026-08-15T03:43:26+08:00
ORD-20260815-6696-0071,M-1018,SESS-20260815-9394-0069,240.00,30,Maya,2026-08-15T04:41:28+08:00
ORD-20260815-8091-0260,M-1627,SESS-20260815-2868-0112,185.00,23,Cash,2026-08-15T06:43:42+08:00
ORD-20260815-2003-0209,M-1552,SESS-20260815-2630-0043,125.00,15,Cash,2026-08-15T07:07:45+08:00
ORD-20260815-3402-0105,M-1023,SESS-20260815-3497-0129,220.00,27,Cash,2026-08-15T08:43:16+08:00
ORD-20260815-1617-0369,M-1677,,65.00,8,GCash,2026-08-15T09:04:00+08:00
ORD-20260815-8565-0338,M-1775,,215.00,32,GCash,2026-08-15T09:09:00+08:00
ORD-20260815-6381-0362,M-1589,,205.00,25,Credit Card,2026-08-15T09:13:00+08:00
ORD-20260815-6956-0298,M-1389,,120.00,18,GCash,2026-08-15T09:17:00+08:00
ORD-20260815-9529-0290,M-1753,,120.00,15,Credit Card,2026-08-15T09:27:00+08:00
ORD-20260815-3401-0337,M-2067,,90.00,9,GCash,2026-08-15T09:41:00+08:00
ORD-20260815-9243-0355,M-2182,,235.00,23,Cash,2026-08-15T09:51:00+08:00
ORD-20260815-1643-0370,M-1677,,65.00,8,Maya,2026-08-15T09:52:00+08:00
ORD-20260815-3565-0336,M-2176,,90.00,11,GCash,2026-08-15T10:06:00+08:00
ORD-20260815-2398-0319,M-2044,,285.00,35,Maya,2026-08-15T10:08:00+08:00
ORD-20260815-4264-0366,M-1140,,200.00,25,Credit Card,2026-08-15T10:22:00+08:00
ORD-20260815-7245-0286,M-1476,,95.00,14,GCash,2026-08-15T10:23:00+08:00
ORD-20260815-2077-0302,M-1370,,85.00,10,GCash,2026-08-15T10:32:00+08:00
ORD-20260815-4766-0010,M-1064,SESS-20260815-3841-0004,120.00,15,GCash,2026-08-15T10:54:07+08:00
ORD-20260815-6761-0094,M-1333,SESS-20260815-6462-0042,60.00,7,Cash,2026-08-15T10:59:04+08:00
ORD-20260815-9141-0328,M-1718,,90.00,13,Maya,2026-08-15T11:02:00+08:00
ORD-20260815-5270-0315,M-1125,,90.00,11,GCash,2026-08-15T11:10:00+08:00
ORD-20260815-6703-0316,M-2010,,85.00,8,Cash,2026-08-15T11:10:00+08:00
ORD-20260815-9811-0354,M-1302,,90.00,11,GCash,2026-08-15T11:11:00+08:00
ORD-20260815-7540-0289,M-1333,,65.00,8,GCash,2026-08-15T11:12:00+08:00
ORD-20260815-5563-0119,M-1467,SESS-20260815-8077-0131,65.00,8,Credit Card,2026-08-15T11:12:38+08:00
ORD-20260815-2522-0327,M-1573,,90.00,11,Maya,2026-08-15T11:30:00+08:00
ORD-20260815-3318-0192,M-1135,SESS-20260815-7168-0284,185.00,23,GCash,2026-08-15T11:31:32+08:00
ORD-20260815-5964-0335,M-1438,,65.00,9,GCash,2026-08-15T11:32:00+08:00
ORD-20260815-8841-0123,M-2163,SESS-20260815-6114-0293,135.00,16,GCash,2026-08-15T11:39:26+08:00
ORD-20260815-8923-0157,M-1977,SESS-20260815-9472-0036,85.00,10,GCash,2026-08-15T11:40:29+08:00
ORD-20260815-6491-0341,M-2071,,60.00,7,GCash,2026-08-15T11:56:00+08:00
ORD-20260815-1027-0292,M-1343,,135.00,16,GCash,2026-08-15T12:14:00+08:00
ORD-20260815-4007-0295,M-2010,,90.00,9,GCash,2026-08-15T12:15:00+08:00
ORD-20260815-6336-0158,M-1560,SESS-20260815-2978-0014,90.00,11,GCash,2026-08-15T12:20:36+08:00
ORD-20260815-3466-0153,M-1150,SESS-20260815-4061-0269,30.00,3,GCash,2026-08-15T12:21:02+08:00
ORD-20260815-5244-0356,M-1109,,270.00,33,GCash,2026-08-15T12:23:00+08:00
ORD-20260815-4486-0294,M-1533,,90.00,13,Cash,2026-08-15T12:25:00+08:00
ORD-20260815-3543-0036,M-1749,SESS-20260815-1493-0418,185.00,23,Cash,2026-08-15T12:25:25+08:00
ORD-20260815-7885-0283,M-1066,,155.00,19,Cash,2026-08-15T12:27:00+08:00
ORD-20260815-4570-0340,M-1636,,240.00,36,GCash,2026-08-15T12:29:00+08:00
ORD-20260815-1505-0282,M-1883,,90.00,9,GCash,2026-08-15T12:35:00+08:00
ORD-20260815-3714-0248,M-2101,SESS-20260815-6947-0121,65.00,8,Credit Card,2026-08-15T12:36:48+08:00
ORD-20260815-2733-0091,M-1288,SESS-20260815-6321-0276,65.00,9,GCash,2026-08-15T12:36:49+08:00
