rental_id,member_id,workstation_id,session_start,session_end,duration_hours,base_hourly_rate,member_tier_applied,tier_discount_pct,final_hourly_rate,gross_rental_amount,points_redeemed,points_credit_value,net_amount_paid,points_accrued,payment_method
SESS-20260815-4086-0150,M-1753,PC-129,2026-08-15T01:30:00+08:00,2026-08-15T02:30:00+08:00,1.00,80.00,Silver,0.10,72.00,72.00,100,50.00,22.00,2,Cash
SESS-20260815-4941-0291,M-1765,PC-154,2026-08-15T01:30:00+08:00,2026-08-15T03:30:00+08:00,2.00,120.00,Gold,0.20,96.00,192.00,0,0.00,192.00,28,Credit Card
SESS-20260815-9394-0069,M-1018,PC-114,2026-08-15T01:45:00+08:00,2026-08-15T04:45:00+08:00,3.00,80.00,Silver,0.10,72.00,216.00,0,0.00,216.00,27,GCash
SESS-20260815-7122-0023,M-1799,PC-016,2026-08-15T02:35:00+08:00,2026-08-15T04:35:00+08:00,2.00,50.00,Silver,0.10,45.00,90.00,100,50.00,40.00,5,Maya
SESS-20260815-2125-0067,M-1007,PC-007,2026-08-15T03:45:00+08:00,2026-08-15T06:45:00+08:00,3.00,50.00,Gold,0.20,40.00,120.00,0,0.00,120.00,18,GCash
SESS-20260815-2630-0043,M-1552,PC-168,2026-08-15T05:00:00+08:00,2026-08-15T08:00:00+08:00,3.00,120.00,Silver,0.10,108.00,324.00,0,0.00,324.00,40,GCash
SESS-20260815-1175-0083,M-1762,PC-049,2026-08-15T05:10:00+08:00,2026-08-15T13:10:00+08:00,8.00,50.00,Silver,0.10,45.00,360.00,0,0.00,360.00,45,Cash
SESS-20260815-2868-0112,M-1627,PC-127,2026-08-15T06:30:00+08:00,2026-08-15T09:30:00+08:00,3.00,80.00,Silver,0.10,72.00,216.00,0,0.00,216.00,27,GCash
SESS-20260815-5372-0059,M-1584,PC-170,2026-08-15T06:45:00+08:00,2026-08-15T08:45:00+08:00,2.00,120.00,Silver,0.10,108.00,216.00,200,100.00,116.00,14,GCash
SESS-20260815-5926-0122,M-1524,PC-175,2026-08-15T07:15:00+08:00,2026-08-15T09:15:00+08:00,2.00,120.00,Silver,0.10,108.00,216.00,0,0.00,216.00,27,Cash
SESS-20260815-8905-0218,M-1587,PC-096,2026-08-15T07:15:00+08:00,2026-08-15T09:15:00+08:00,2.00,50.00,Gold,0.20,40.00,80.00,0,0.00,80.00,12,Cash
SESS-20260815-1187-0015,M-1318,PC-149,2026-08-15T08:15:00+08:00,2026-08-15T11:15:00+08:00,3.00,80.00,Silver,0.10,72.00,216.00,200,100.00,116.00,14,Maya
SESS-20260815-5544-0142,M-1968,PC-087,2026-08-15T08:15:00+08:00,2026-08-15T10:15:00+08:00,2.00,50.00,Silver,0.10,45.00,90.00,0,0.00,90.00,11,Cash
SESS-20260815-6576-0239,M-1038,PC-135,2026-08-15T08:15:00+08:00,2026-08-15T10:15:00+08:00,2.00,80.00,Silver,0.10,72.00,144.00,0,0.00,144.00,18,Cash
