ledger_id,member_id,source_reference_id,transaction_type,points_delta,resulting_balance,created_at
b88feee5-2e88-4db4-ae6e-6409c2a38865,M-2061,SESS-20260815-4807-0000,RENTAL_ACCRUAL,10,132,2026-08-15T17:00:00+08:00
e0781c6b-7405-40a5-8a98-656f72596b9e,M-1068,SESS-20260815-6019-0001,RENTAL_ACCRUAL,18,79,2026-08-15T15:45:00+08:00
d948d00c-c3e8-4edb-ad75-c6b4393cef34,M-1470,SESS-20260815-3822-0002,RENTAL_REDEMPTION,-100,203,2026-08-15T14:00:00+08:00
9773722b-09a7-4b13-80a1-6e6ed037ac0e,M-1470,SESS-20260815-3822-0002,RENTAL_ACCRUAL,5,208,2026-08-15T16:00:00+08:00
22986167-747a-47a0-bca4-c300129473bd,M-1349,SESS-20260815-2489-0003,RENTAL_ACCRUAL,43,613,2026-08-15T17:15:00+08:00
d59dc64b-67d6-4de1-9df6-bd695ae9cd8d,M-1064,SESS-20260815-3841-0004,RENTAL_ACCRUAL,13,275,2026-08-15T11:30:00+08:00
591d4ebe-3e6a-426d-9dc6-28dea779421d,M-1520,SESS-20260815-2625-0005,RENTAL_ACCRUAL,30,946,2026-08-15T17:00:00+08:00
63ea0bdc-4292-4eb8-853e-ee232384d855,M-2070,SESS-20260815-7677-0006,RENTAL_ACCRUAL,15,136,2026-08-15T15:15:00+08:00
27abaf96-7745-452b-ae15-fccb059aa007,M-1111,SESS-20260815-3317-0007,RENTAL_ACCRUAL,11,214,2026-08-15T19:45:00+08:00
8ef6cfbd-2f57-4f90-82a4-ca4c501278da,M-1101,SESS-20260815-5146-0008,RENTAL_ACCRUAL,6,639,2026-08-15T21:15:00+08:00
fa24e0f4-ea91-48fc-9ad8-117f0d796f74,M-1090,SESS-20260815-4086-0009,RENTAL_ACCRUAL,6,232,2026-08-15T23:30:00+08:00
2247e821-0fe8-47e5-89b6-5d529c1b74f1,M-1024,SESS-20260815-5405-0010,RENTAL_ACCRUAL,16,334,2026-08-15T21:45:00+08:00
4dfd2be9-cbf1-425c-8e69-f420105d4475,M-1303,SESS-20260815-2413-0011,RENTAL_ACCRUAL,18,2539,2026-08-15T17:30:00+08:00
e371b3ff-16ee-4df3-b39a-cefd917173a2,M-1671,SESS-20260815-8794-0012,RENTAL_ACCRUAL,11,290,2026-08-15T21:30:00+08:00
e61b6972-823b-4068-9a21-c5221da9042f,M-1416,SESS-20260815-4858-0013,RENTAL_REDEMPTION,-100,2488,2026-08-15T20:45:00+08:00
bfe3e9e5-d220-4f40-9df9-a0099dac3fe5,M-1416,SESS-20260815-4858-0013,RENTAL_ACCRUAL,4,2492,2026-08-15T22:45:00+08:00
620ab0f5-1f81-4fac-b941-bc242604e7ba,M-1560,SESS-20260815-2978-0014,RENTAL_ACCRUAL,16,172,2026-08-15T14:00:00+08:00
9d9dd768-3bcc-4beb-a1ff-b802543a11b3,M-1318,SESS-20260815-1187-0015,RENTAL_REDEMPTION,-200,104,2026-08-15T08:15:00+08:00
994ca5d2-faf2-4508-bdca-54015379e5f6,M-1318,SESS-20260815-1187-0015,RENTAL_ACCRUAL,14,118,2026-08-15T11:15:00+08:00
7e0c36e3-5953-46b9-bd94-2da8ffea0a01,M-1187,SESS-20260815-9112-0016,RENTAL_ACCRUAL,18,481,2026-08-15T20:30:00+08:00
094f5913-0909-4813-b610-16c7002d8692,M-1528,SESS-20260815-4332-0017,RENTAL_REDEMPTION,-100,32,2026-08-15T23:30:00+08:00
9736afb4-c9d0-46ab-afcc-5836fb1c46e3,M-1528,SESS-20260815-4332-0017,RENTAL_ACCRUAL,11,43,2026-08-16T01:30:00+08:00
41c38933-db45-4b94-bb45-039562144a5a,M-2105,SESS-20260815-8119-0018,RENTAL_ACCRUAL,16,339,2026-08-16T00:15:00+08:00
a9a679d6-e49c-4081-8eb0-0a45165f0cf9,M-1341,SESS-20260815-5842-0019,RENTAL_ACCRUAL,40,224,2026-08-15T17:00:00+08:00
ea31bb95-6bb3-45a9-889f-257a9638206a,M-1546,SESS-20260815-9570-0020,RENTAL_ACCRUAL,5,327,2026-08-15T16:30:00+08:00
739eff28-1aa9-4d2f-9391-71efe9e2d854,M-1301,SESS-20260815-4663-0021,RENTAL_REDEMPTION,-100,1,2026-08-15T19:45:00+08:00
651637a3-024c-48bc-8652-e03d8ad8b5bd,M-1301,SESS-20260815-4663-0021,RENTAL_ACCRUAL,10,11,2026-08-15T22:45:00+08:00
34e59aff-2409-47c8-afc2-02adb3dab3f7,M-1854,SESS-20260815-6187-0022,RENTAL_ACCRUAL,45,292,2026-08-16T01:45:00+08:00
563f2021-a07e-45cd-b6b2-7a68ce7d7288,M-1799,SESS-20260815-7122-0023,RENTAL_REDEMPTION,-100,310,2026-08-15T02:35:00+08:00
2ab354b0-8f96-4970-8c72-d012c0b81966,M-1799,SESS-20260815-7122-0023,RENTAL_ACCRUAL,5,315,2026-08-15T04:35:00+08:00
