ledger_id,member_id,source_reference_id,transaction_type,points_delta,resulting_balance,created_at
bf3de1b2-7539-4252-ab5b-6bb5f7104524,M-1804,SESS-20260707-8440-0000,RENTAL_ACCRUAL,40,130,2026-07-07T19:15:00+08:00
9ea279f4-1db5-4fbe-890f-2877a9f0a935,M-1043,SESS-20260707-8613-0001,RENTAL_ACCRUAL,28,847,2026-07-07T21:30:00+08:00
1f33ba9d-28fb-40ca-abec-690bf741008d,M-1286,SESS-20260707-7940-0002,RENTAL_REDEMPTION,-100,58,2026-07-07T11:00:00+08:00
d17bb2c6-6135-4600-bcfe-b880938040c3,M-1286,SESS-20260707-7940-0002,RENTAL_ACCRUAL,5,63,2026-07-07T13:00:00+08:00
916cbada-be2d-47e4-9c88-c80905b80f0f,M-1096,SESS-20260707-7989-0003,RENTAL_ACCRUAL,15,128,2026-07-07T07:45:00+08:00
9714be8b-766f-4cc9-ad0e-e8e24605c8bb,M-1845,SESS-20260707-2227-0004,RENTAL_ACCRUAL,10,38,2026-07-07T12:45:00+08:00
dbd0751f-bfb5-4c19-8dd8-f1a6908dd9de,M-1481,SESS-20260707-2782-0005,RENTAL_ACCRUAL,25,94,2026-07-07T23:00:00+08:00
53afd917-9786-4b58-b723-1c85407bb54f,M-1143,SESS-20260707-3342-0006,RENTAL_ACCRUAL,12,3381,2026-07-07T19:15:00+08:00
8910cd63-bee9-4715-8222-016527fc074e,M-1349,SESS-20260707-6437-0007,RENTAL_ACCRUAL,27,424,2026-07-07T20:45:00+08:00
389d53fa-382a-43cc-86ef-64bc93c2d542,M-1285,SESS-20260707-9038-0008,RENTAL_ACCRUAL,10,121,2026-07-07T21:30:00+08:00
60cdda22-9676-4942-b1bd-79bc7f70c6f7,M-1464,SESS-20260707-5413-0009,RENTAL_ACCRUAL,10,89,2026-07-08T00:15:00+08:00
74d9444c-1382-484f-9d00-89ed3ad68dd5,M-1667,SESS-20260707-7336-0010,RENTAL_ACCRUAL,27,323,2026-07-07T19:00:00+08:00
15dc4aaa-3f56-48a5-a9c0-87f98282fabb,M-1018,SESS-20260707-9947-0011,RENTAL_ACCRUAL,24,210,2026-07-07T18:45:00+08:00
774fbc2e-625f-45d4-8280-bc48e7d600d2,M-1474,SESS-20260707-2143-0012,RENTAL_ACCRUAL,9,52,2026-07-07T19:00:00+08:00
531334c8-6ba2-4eda-971e-e1215939f2c4,M-1656,SESS-20260707-4519-0013,RENTAL_ACCRUAL,11,467,2026-07-07T10:45:00+08:00
6087f457-fd91-4ecb-8fe6-4daaaba3e616,M-1524,SESS-20260707-7937-0014,RENTAL_ACCRUAL,36,135,2026-07-07T21:00:00+08:00
5e34a046-1ec6-44f0-9a7a-cab672db1f2c,M-1724,SESS-20260707-3592-0015,RENTAL_ACCRUAL,5,55,2026-07-07T15:00:00+08:00
4c2aeb18-50ef-4ec4-a2af-46cc3249358e,M-1179,SESS-20260707-6246-0016,RENTAL_ACCRUAL,10,186,2026-07-07T20:15:00+08:00
e222a5d6-5ec3-4737-b461-ff2cdbc30036,M-1246,SESS-20260707-6994-0017,RENTAL_ACCRUAL,16,535,2026-07-07T21:00:00+08:00
97393251-4851-471c-bd94-12cc74e48ee9,M-1830,SESS-20260707-7988-0018,RENTAL_REDEMPTION,-200,98,2026-07-07T17:00:00+08:00
6811d211-e7aa-4143-aa15-193c4031fde2,M-1830,SESS-20260707-7988-0018,RENTAL_ACCRUAL,28,126,2026-07-07T20:00:00+08:00
83e6e64d-bebb-4839-b415-6797f46b12e8,M-1581,SESS-20260707-9138-0019,RENTAL_ACCRUAL,8,176,2026-07-07T17:45:00+08:00
d02cfa28-dafb-44fd-a879-4febe48e88d9,M-1062,SESS-20260707-2742-0020,RENTAL_ACCRUAL,25,115,2026-07-07T13:15:00+08:00
84b59167-3de0-4013-872e-b6e24a7fc88b,M-1488,SESS-20260707-7867-0021,RENTAL_ACCRUAL,15,400,2026-07-07T13:15:00+08:00
85a1c657-bf59-4156-b53d-1ece4c9f7c8d,M-1677,SESS-20260707-9240-0022,RENTAL_REDEMPTION,-100,25,2026-07-07T18:45:00+08:00
04e245a2-15b3-4de7-b55a-34d63ad449c6,M-1377,SESS-20260707-4043-0023,RENTAL_ACCRUAL,11,476,2026-07-07T23:45:00+08:00
4bb37a97-5438-4a4e-a450-49439192ed3d,M-1677,SESS-20260707-2301-0024,RENTAL_ACCRUAL,12,37,2026-07-07T21:30:00+08:00
0630b803-42b8-4b21-a24a-8ab427ffa87a,M-1373,SESS-20260707-4872-0025,RENTAL_ACCRUAL,8,113,2026-07-07T19:45:00+08:00
41e8ed74-6dad-4f9d-8440-7ba167d098ad,M-1066,SESS-20260707-1067-0026,RENTAL_ACCRUAL,16,105,2026-07-07T21:00:00+08:00
f872ca23-c16f-41f3-9c22-fa3f222a54ba,M-1359,SESS-20260707-7806-0027,RENTAL_ACCRUAL,6,1835,2026-07-07T23:45:00+08:00
8b75b21a-005a-4006-81c1-0511be4157aa,M-1460,SESS-20260707-7088-0028,RENTAL_REDEMPTION,-100,80,2026-07-07T13:25:00+08:00
887a96ae-0adb-4ba8-836f-ce0bf65df955,M-1460,SESS-20260707-7088-0028,RENTAL_ACCRUAL,10,90,2026-07-07T16:25:00+08:00
522ec142-97de-4086-a0b0-f7a52d453e0f,M-1839,SESS-20260707-8161-0029,RENTAL_ACCRUAL,16,116,2026-07-07T21:25:00+08:00
377fa109-72fa-4f67-bca9-e0b06821aa8c,M-1655,SESS-20260707-8834-0030,RENTAL_ACCRUAL,10,88,2026-07-07T18:15:00+08:00
7fe94cb7-223f-4b1b-a8a2-f550f2ce4296,M-1493,SESS-20260707-8880-0031,RENTAL_ACCRUAL,15,81,2026-07-07T21:15:00+08:00
038bf4c6-a06f-4ed2-889e-a781848894b2,M-1109,SESS-20260707-3751-0032,RENTAL_REDEMPTION,-100,82,2026-07-07T21:15:00+08:00
41a5c542-dc2c-4f6b-a8da-145ace531237,M-1548,SESS-20260707-3953-0033,RENTAL_REDEMPTION,-100,46,2026-07-07T17:30:00+08:00
bc8e17b9-3619-461f-b323-69d30a9da6b1,M-1548,SESS-20260707-3953-0033,RENTAL_ACCRUAL,10,56,2026-07-07T20:30:00+08:00
8d91353d-6493-4704-8dfd-721c6e813aa2,M-1125,SESS-20260707-9203-0034,RENTAL_ACCRUAL,9,720,2026-07-07T14:15:00+08:00
5c3a671e-0968-451d-a6e9-765704746335,M-1365,SESS-20260707-3281-0035,RENTAL_REDEMPTION,-100,89,2026-07-07T10:30:00+08:00
5aa8036c-4d24-4279-8a02-54efde52d485,M-1365,SESS-20260707-3281-0035,RENTAL_ACCRUAL,3,92,2026-07-07T11:30:00+08:00
274990af-3c9a-4cbf-b571-aac674bda397,M-1516,SESS-20260707-8585-0036,RENTAL_REDEMPTION,-100,26,2026-07-07T17:30:00+08:00
d193d896-4d2c-4d73-9401-9bf3a06c9dd2,M-1514,SESS-20260707-6123-0037,RENTAL_ACCRUAL,16,108,2026-07-07T17:30:00+08:00
85c6a314-5bf9-4def-804d-bcf78e9ddc70,M-1257,SESS-20260707-1345-0038,RENTAL_ACCRUAL,25,111,2026-07-08T03:45:00+08:00
