purchase_id,member_id,rental_id,total_amount,points_accrued,payment_method,purchased_at
ORD-20260720-2494-0226,M-1101,SESS-20260720-6911-0272,300.00,37,Maya,2026-07-20T01:45:45+08:00
ORD-20260720-3844-0172,M-1759,SESS-20260720-7343-0111,90.00,11,Cash,2026-07-20T02:05:38+08:00
ORD-20260720-1827-0061,M-1692,SESS-20260720-3868-0051,450.00,67,GCash,2026-07-20T03:15:19+08:00
ORD-20260720-2135-0236,M-1383,SESS-20260720-6697-0360,30.00,3,GCash,2026-07-20T03:34:29+08:00
ORD-20260720-5486-0157,M-1131,SESS-20260720-5261-0412,85.00,10,Cash,2026-07-20T04:18:05+08:00
ORD-20260720-8709-0018,M-1281,SESS-20260720-6939-0255,240.00,30,Credit Card,2026-07-20T08:45:37+08:00
ORD-20260720-4544-0223,M-1348,SESS-20260720-9767-0057,180.00,22,GCash,2026-07-20T08:46:28+08:00
ORD-20260720-5823-0252,M-1422,,150.00,18,GCash,2026-07-20T09:02:00+08:00
ORD-20260720-2613-0243,M-1572,,210.00,26,Credit Card,2026-07-20T09:03:00+08:00
ORD-20260720-4622-0280,M-1451,,65.00,8,GCash,2026-07-20T09:14:00+08:00
ORD-20260720-6337-0250,M-1473,,120.00,15,GCash,2026-07-20T09:15:00+08:00
ORD-20260720-2707-0260,M-1276,,240.00,30,GCash,2026-07-20T09:17:00+08:00
ORD-20260720-5698-0242,M-1387,,525.00,65,Cash,2026-07-20T09:25:00+08:00
ORD-20260720-8059-0302,M-1224,,120.00,15,Maya,2026-07-20T09:45:00+08:00
ORD-20260720-1869-0290,M-1455,,65.00,8,Credit Card,2026-07-20T10:03:00+08:00
ORD-20260720-8499-0304,M-1714,,85.00,8,Credit Card,2026-07-20T10:04:00+08:00
ORD-20260720-1493-0240,M-1565,SESS-20260720-5132-0153,120.00,15,Cash,2026-07-20T10:10:32+08:00
ORD-20260720-7189-0296,M-1224,,120.00,15,GCash,2026-07-20T10:15:00+08:00
ORD-20260720-3546-0278,M-1716,,210.00,26,GCash,2026-07-20T10:22:00+08:00
ORD-20260720-5744-0248,M-1150,,290.00,36,Credit Card,2026-07-20T10:24:00+08:00
ORD-20260720-6761-0147,M-1492,SESS-20260720-5824-0201,90.00,11,Cash,2026-07-20T10:24:37+08:00
ORD-20260720-3697-0102,M-1660,SESS-20260720-7380-0058,170.00,17,Cash,2026-07-20T10:32:57+08:00
ORD-20260720-6712-0199,M-2085,SESS-20260720-2134-0047,65.00,6,Credit Card,2026-07-20T10:33:44+08:00
ORD-20260720-5979-0308,M-1542,,195.00,24,Maya,2026-07-20T10:37:00+08:00
ORD-20260720-3267-0268,M-1197,,235.00,23,Cash,2026-07-20T10:40:00+08:00
ORD-20260720-3506-0277,M-1424,,30.00,3,Cash,2026-07-20T10:42:00+08:00
ORD-20260720-9855-0259,M-1166,,65.00,6,Cash,2026-07-20T11:03:00+08:00
ORD-20260720-3160-0262,M-1128,,95.00,11,GCash,2026-07-20T11:03:00+08:00
ORD-20260720-4954-0091,M-1585,SESS-20260720-2024-0164,120.00,15,Cash,2026-07-20T11:09:41+08:00
ORD-20260720-4996-0135,M-2036,SESS-20260720-8598-0158,50.00,5,Cash,2026-07-20T11:13:28+08:00
ORD-20260720-9979-0246,M-1290,,90.00,11,Maya,2026-07-20T11:26:00+08:00
ORD-20260720-3623-0306,M-1010,,345.00,34,Maya,2026-07-20T11:28:00+08:00
ORD-20260720-8437-0293,M-1269,,65.00,8,Cash,2026-07-20T11:40:00+08:00
ORD-20260720-3215-0247,M-1653,,255.00,31,Cash,2026-07-20T12:03:00+08:00
ORD-20260720-2473-0194,M-1577,SESS-20260720-8941-0241,120.00,15,GCash,2026-07-20T12:03:45+08:00
ORD-20260720-2590-0154,M-2000,SESS-20260720-5415-0391,95.00,9,Credit Card,2026-07-20T12:04:38+08:00
ORD-20260720-5033-0021,M-1091,SESS-20260720-1262-0012,75.00,7,Maya,2026-07-20T12:08:37+08:00
ORD-20260720-4869-0082,M-1439,SESS-20260720-7127-0035,150.00,18,Cash,2026-07-20T12:15:50+08:00
ORD-20260720-1965-0284,M-1308,,315.00,39,Cash,2026-07-20T12:19:00+08:00
ORD-20260720-2444-0271,M-1032,,165.00,20,Credit Card,2026-07-20T12:32:00+08:00
ORD-20260720-3074-0179,M-1826,SESS-20260720-9146-0262,245.00,30,Maya,2026-07-20T12:50:25+08:00
ORD-20260720-3822-0279,M-1041,,75.00,11,Maya,2026-07-20T12:53:00+08:00
ORD-20260720-4643-0273,M-1074,,120.00,15,Cash,2026-07-20T13:00:00+08:00
ORD-20260720-4453-0158,M-1195,SESS-20260720-2893-0314,120.00,15,Maya,2026-07-20T13:04:43+08:00
ORD-20260720-2274-0321,M-1993,,30.00,3,GCash,2026-07-20T13:08:00+08:00
ORD-20260720-7428-0253,M-1157,,90.00,11,Maya,2026-07-20T13:12:00+08:00
ORD-20260720-8871-0186,M-1519,SESS-20260720-4538-0253,65.00,8,Maya,2026-07-20T13:13:59+08:00
ORD-20260720-9892-0307,M-1717,,135.00,16,GCash,2026-07-20T13:24:00+08:00
ORD-20260720-6862-0197,M-1223,SESS-20260720-4859-0145,90.00,9,Maya,2026-07-20T13:27:24+08:00
ORD-20260720-3762-0288,M-1641,,255.00,31,Cash,2026-07-20T13:29:00+08:00
ORD-20260720-2788-0322,M-1366,,65.00,8,GCash,2026-07-20T13:37:00+08:00
ORD-20260720-2279-0241,M-2023,SESS-20260720-2769-0189,215.00,21,Cash,2026-07-20T13:40:17+08:00
ORD-20260720-4456-0117,M-1758,SESS-20260720-6636-0000,155.00,15,GCash,2026-07-20T13:40:54+08:00
ORD-20260720-6997-0030,M-2159,SESS-20260720-3766-0339,85.00,10,GCash,2026-07-20T13:47:43+08:00
ORD-20260720-4835-0313,M-1226,,65.00,9,GCash,2026-07-20T13:50:00+08:00
ORD-20260720-9158-0150,M-1224,SESS-20260720-2612-0197,90.00,11,GCash,2026-07-20T13:54:37+08:00
ORD-20260720-9438-0237,M-1589,SESS-20260720-3966-0075,210.00,21,Cash,2026-07-20T13:57:59+08:00
ORD-20260720-1360-0286,M-1701,,220.00,27,GCash,2026-07-20T14:24:00+08:00
ORD-20260720-8851-0256,M-1044,,135.00,16,Cash,2026-07-20T14:29:00+08:00
ORD-20260720-1161-0316,M-1662,,90.00,11,GCash,2026-07-20T14:30:00+08:00
ORD-20260720-9298-0113,M-1018,SESS-20260720-3321-0085,30.00,3,GCash,2026-07-20T14:36:41+08:00
ORD-20260720-8862-0109,M-1521,SESS-20260720-6215-0090,75.00,11,Credit Card,2026-07-20T14:37:31+08:00
ORD-20260720-2639-0263,M-1486,,90.00,9,Cash,2026-07-20T14:42:00+08:00
ORD-20260720-9406-0029,M-1197,SESS-20260720-2227-0060,65.00,6,Maya,2026-07-20T14:43:34+08:00
ORD-20260720-2228-0189,M-1646,SESS-20260720-6077-0019,90.00,11,GCash,2026-07-20T15:00:16+08:00
ORD-20260720-9377-0222,M-1360,SESS-20260720-4796-0162,200.00,25,Maya,2026-07-20T15:04:10+08:00
ORD-20260720-3762-0282,M-1794,,245.00,24,Maya,2026-07-20T15:06:00+08:00
ORD-20260720-2501-0067,M-1415,SESS-20260720-6450-0098,120.00,18,Cash,2026-07-20T15:13:47+08:00
ORD-20260720-9445-0208,M-1282,SESS-20260720-8431-0290,95.00,14,Maya,2026-07-20T15:16:33+08:00
ORD-20260720-9692-0206,M-1076,SESS-20260720-1448-0308,150.00,18,GCash,2026-07-20T15:18:15+08:00
ORD-20260720-3497-0041,M-1740,SESS-20260720-7787-0054,320.00,48,GCash,2026-07-20T15:20:55+08:00
ORD-20260720-8251-0267,M-2063,,645.00,64,GCash,2026-07-20T15:25:00+08:00
ORD-20260720-3963-0261,M-1659,,85.00,10,Maya,2026-07-20T15:34:00+08:00
ORD-20260720-4078-0095,M-1626,SESS-20260720-9263-0086,65.00,8,Maya,2026-07-20T15:34:40+08:00
ORD-20260720-2570-0255,M-1129,,160.00,24,GCash,2026-07-20T15:37:00+08:00
ORD-20260720-6173-0258,M-1563,,65.00,6,Maya,2026-07-20T15:37:00+08:00
ORD-20260720-2717-0275,M-1516,,340.00,42,GCash,2026-07-20T15:37:00+08:00
ORD-20260720-8963-0064,M-1975,SESS-20260720-1404-0156,25.00,2,Cash,2026-07-20T15:37:45+08:00
ORD-20260720-8716-0059,M-1816,SESS-20260720-4449-0123,65.00,8,GCash,2026-07-20T15:39:49+08:00
ORD-20260720-6906-0003,M-1449,SESS-20260720-3063-0109,60.00,6,Maya,2026-07-20T15:51:13+08:00
ORD-20260720-9456-0110,M-1340,SESS-20260720-5187-0370,255.00,31,GCash,2026-07-20T15:54:53+08:00
ORD-20260720-7383-0078,M-1240,SESS-20260720-4625-0053,255.00,38,Cash,2026-07-20T15:57:55+08:00
ORD-20260720-4187-0274,M-1116,,130.00,16,Maya,2026-07-20T16:02:00+08:00
ORD-20260720-4650-0075,M-1382,SESS-20260720-7927-0079,65.00,8,GCash,2026-07-20T16:02:35+08:00
ORD-20260720-5460-0249,M-1373,,225.00,28,GCash,2026-07-20T16:03:00+08:00
ORD-20260720-7040-0054,M-1192,SESS-20260720-6747-0291,305.00,38,GCash,2026-07-20T16:03:26+08:00
ORD-20260720-8416-0299,M-1141,,65.00,6,GCash,2026-07-20T16:06:00+08:00
ORD-20260720-2138-0183,M-1640,SESS-20260720-8268-0134,170.00,21,GCash,2026-07-20T16:07:24+08:00
ORD-20260720-3236-0309,M-1809,,65.00,8,GCash,2026-07-20T16:11:00+08:00
ORD-20260720-2540-0281,M-1570,,140.00,17,GCash,2026-07-20T16:18:00+08:00
ORD-20260720-1300-0201,M-1554,SESS-20260720-6807-0191,65.00,9,Credit Card,2026-07-20T16:23:59+08:00
ORD-20260720-1655-0319,M-1644,,60.00,6,GCash,2026-07-20T16:34:00+08:00
ORD-20260720-8918-0198,M-1161,SESS-20260720-3633-0320,120.00,15,Cash,2026-07-20T16:34:03+08:00
ORD-20260720-1584-0251,M-2119,,90.00,9,Cash,2026-07-20T16:35:00+08:00
ORD-20260720-6590-0006,M-1592,SESS-20260720-6695-0407,150.00,18,GCash,2026-07-20T16:36:10+08:00
ORD-20260720-6252-0083,M-1503,SESS-20260720-3412-0032,255.00,31,Credit Card,2026-07-20T16:46:48+08:00
ORD-20260720-5034-0231,M-1022,SESS-20260720-8133-0149,65.00,8,Maya,2026-07-20T16:51:45+08:00
ORD-20260720-4713-0007,M-1239,SESS-20260720-6849-0442,325.00,40,Maya,2026-07-20T17:02:01+08:00
ORD-20260720-2212-0125,M-1012,SESS-20260720-4063-0059,30.00,3,Credit Card,2026-07-20T17:05:41+08:00
ORD-20260720-7294-0320,M-1202,,90.00,13,Credit Card,2026-07-20T17:12:00+08:00
ORD-20260720-3893-0128,M-1130,SESS-20260720-2264-0185,115.00,14,Maya,2026-07-20T17:20:25+08:00
ORD-20260720-7217-0193,M-1684,SESS-20260720-5121-0165,135.00,16,Credit Card,2026-07-20T17:21:18+08:00
