rental_id,member_id,workstation_id,session_start,session_end,duration_hours,base_hourly_rate,member_tier_applied,tier_discount_pct,final_hourly_rate,gross_rental_amount,points_redeemed,points_credit_value,net_amount_paid,points_accrued,payment_method
SESS-20260812-6722-0024,M-1785,PC-097,2026-08-12T00:00:00+08:00,2026-08-12T01:00:00+08:00,1.00,50.00,Silver,0.10,45.00,45.00,0,0.00,45.00,5,GCash
SESS-20260812-7549-0036,M-1786,PC-108,2026-08-12T00:45:00+08:00,2026-08-12T03:45:00+08:00,3.00,80.00,Gold,0.20,64.00,192.00,0,0.00,192.00,28,Maya
SESS-20260812-6514-0171,M-2100,PC-129,2026-08-12T01:05:00+08:00,2026-08-12T02:05:00+08:00,1.00,80.00,Silver,0.10,72.00,72.00,0,0.00,72.00,9,GCash
SESS-20260812-8767-0192,M-1019,PC-069,2026-08-12T01:30:00+08:00,2026-08-12T02:30:00+08:00,1.00,50.00,Silver,0.10,45.00,45.00,0,0.00,45.00,5,GCash
SESS-20260812-7920-0120,M-1300,PC-148,2026-08-12T01:55:00+08:00,2026-08-12T03:55:00+08:00,2.00,80.00,Gold,0.20,64.00,128.00,200,100.00,28.00,4,GCash
SESS-20260812-3459-0022,M-1587,PC-078,2026-08-12T02:10:00+08:00,2026-08-12T03:10:00+08:00,1.00,50.00,Gold,0.20,40.00,40.00,0,0.00,40.00,6,Cash
SESS-20260812-6935-0281,M-1477,PC-044,2026-08-12T02:20:00+08:00,2026-08-12T03:20:00+08:00,1.00,50.00,Silver,0.10,45.00,45.00,0,0.00,45.00,5,GCash
SESS-20260812-8989-0020,M-1543,PC-003,2026-08-12T02:35:00+08:00,2026-08-12T03:35:00+08:00,1.00,50.00,Silver,0.10,45.00,45.00,0,0.00,45.00,5,GCash
SESS-20260812-7297-0052,M-1260,PC-007,2026-08-12T02:45:00+08:00,2026-08-12T04:45:00+08:00,2.00,50.00,Gold,0.20,40.00,80.00,0,0.00,80.00,12,Maya
SESS-20260812-1584-0056,M-1843,PC-028,2026-08-12T03:30:00+08:00,2026-08-12T04:30:00+08:00,1.00,50.00,Silver,0.10,45.00,45.00,0,0.00,45.00,5,Credit Card
SESS-20260812-5787-0164,M-1389,PC-005,2026-08-12T04:10:00+08:00,2026-08-12T06:10:00+08:00,2.00,50.00,Gold,0.20,40.00,80.00,0,0.00,80.00,12,GCash
SESS-20260812-5289-0251,M-1317,PC-144,2026-08-12T04:30:00+08:00,2026-08-12T09:30:00+08:00,5.00,80.00,Silver,0.10,72.00,360.00,0,0.00,360.00,45,Cash
