order_item_id,purchase_id,item_sku,quantity,unit_price,total_price
ITEM-20260812-6927-0001-01,ORD-20260812-6927-0001,SKU-BEV-01,1,65.00,65.00
ITEM-20260812-3072-0002-01,ORD-20260812-3072-0002,SKU-SNK-01,2,120.00,240.00
ITEM-20260813-8551-0003-01,ORD-20260813-8551-0003,SKU-BEV-03,1,30.00,30.00
ITEM-20260812-2546-0004-01,ORD-20260812-2546-0004,SKU-BEV-02,2,90.00,180.00
ITEM-20260812-9906-0005-01,ORD-20260812-9906-0005,SKU-BEV-02,1,90.00,90.00
ITEM-20260812-9906-0005-02,ORD-20260812-9906-0005,SKU-BEV-03,1,30.00,30.00
ITEM-20260813-1859-0006-01,ORD-20260813-1859-0006,SKU-SNK-04,1,60.00,60.00
ITEM-20260813-1859-0006-02,ORD-20260813-1859-0006,SKU-SNK-01,1,120.00,120.00
ITEM-20260812-1916-0007-01,ORD-20260812-1916-0007,SKU-BEV-03,1,30.00,30.00
ITEM-20260812-1916-0007-02,ORD-20260812-1916-0007,SKU-BEV-01,1,65.00,65.00
ITEM-20260812-3906-0008-01,ORD-20260812-3906-0008,SKU-SNK-03,1,75.00,75.00
ITEM-20260812-5103-0009-01,ORD-20260812-5103-0009,SKU-SNK-01,1,120.00,120.00
ITEM-20260813-6405-0010-01,ORD-20260813-6405-0010,SKU-BEV-04,1,85.00,85.00
ITEM-20260813-6405-0010-02,ORD-20260813-6405-0010,SKU-SNK-03,1,75.00,75.00
ITEM-20260812-9175-0011-01,ORD-20260812-9175-0011,SKU-BEV-03,1,30.00,30.00
ITEM-20260812-9175-0011-02,ORD-20260812-9175-0011,SKU-BEV-01,1,65.00,65.00
ITEM-20260812-5030-0012-01,ORD-20260812-5030-0012,SKU-BEV-03,1,30.00,30.00
ITEM-20260812-5030-0012-02,ORD-20260812-5030-0012,SKU-BEV-01,1,65.00,65.00
ITEM-20260813-6410-0013-01,ORD-20260813-6410-0013,SKU-BEV-04,1,85.00,85.00
ITEM-20260813-6410-0013-02,ORD-20260813-6410-0013,SKU-BEV-02,1,90.00,90.00
ITEM-20260812-4288-0014-01,ORD-20260812-4288-0014,SKU-SNK-01,1,120.00,120.00
ITEM-20260812-4288-0014-02,ORD-20260812-4288-0014,SKU-BEV-03,1,30.00,30.00
ITEM-20260812-8119-0015-01,ORD-20260812-8119-0015,SKU-BEV-01,1,65.00,65.00
ITEM-20260812-8119-0015-02,ORD-20260812-8119-0015,SKU-SNK-02,1,135.00,135.00
ITEM-20260813-6310-0016-01,ORD-20260813-6310-0016,SKU-BEV-01,1,65.00,65.00
ITEM-20260813-6310-0016-02,ORD-20260813-6310-0016,SKU-SNK-04,1,60.00,60.00
ITEM-20260812-7120-0017-01,ORD-20260812-7120-0017,SKU-BEV-02,2,90.00,180.00
ITEM-20260813-2493-0018-01,ORD-20260813-2493-0018,SKU-SNK-03,1,75.00,75.00
ITEM-20260812-9316-0019-01,ORD-20260812-9316-0019,SKU-SNK-01,1,120.00,120.00
ITEM-20260812-7698-0020-01,ORD-20260812-7698-0020,SKU-BEV-01,2,65.00,130.00
ITEM-20260812-4315-0021-01,ORD-20260812-4315-0021,SKU-SNK-02,1,135.00,135.00
ITEM-20260812-7908-0022-01,ORD-20260812-7908-0022,SKU-BEV-03,1,30.00,30.00
ITEM-20260812-7908-0022-02,ORD-20260812-7908-0022,SKU-BEV-04,3,85.00,255.00
ITEM-20260812-1237-0023-01,ORD-20260812-1237-0023,SKU-BEV-01,1,65.00,65.00
ITEM-20260813-6116-0024-01,ORD-20260813-6116-0024,SKU-BEV-02,1,90.00,90.00
ITEM-20260813-8445-0025-01,ORD-20260813-8445-0025,SKU-BEV-01,1,65.00,65.00
ITEM-20260813-8445-0025-02,ORD-20260813-8445-0025,SKU-BEV-02,1,90.00,90.00
