ledger_id,member_id,source_reference_id,transaction_type,points_delta,resulting_balance,created_at
131901a8-7fbe-4089-89f6-d9032d5042f6,M-1504,SESS-20260808-3973-0000,RENTAL_ACCRUAL,72,343,2026-08-08T19:30:00+08:00
3c72e410-2ad2-4e19-b9db-ed3f870c1dd6,M-1188,SESS-20260808-6542-0001,RENTAL_ACCRUAL,6,239,2026-08-08T13:15:00+08:00
c59c8ae5-ff6b-4320-94f5-bd703acd2a70,M-1541,SESS-20260808-4879-0002,RENTAL_REDEMPTION,-200,68,2026-08-08T20:45:00+08:00
aab430be-c744-46cb-8b85-136f285d4cee,M-1541,SESS-20260808-4879-0002,RENTAL_ACCRUAL,4,72,2026-08-08T22:45:00+08:00
6619aede-692d-4143-b05f-6e86867b21bc,M-1097,SESS-20260808-8032-0003,RENTAL_ACCRUAL,28,54,2026-08-09T00:15:00+08:00
06e6edc2-fa25-4342-b17b-1037a00e1a84,M-1738,SESS-20260808-9364-0004,RENTAL_ACCRUAL,28,110,2026-08-08T17:30:00+08:00
9f137b96-7d02-48f3-a48d-d5581594f268,M-1144,SESS-20260808-7374-0005,RENTAL_REDEMPTION,-300,35,2026-08-08T10:00:00+08:00
78f9f981-f3d7-4c27-be74-0d9208cf276f,M-1144,SESS-20260808-7374-0005,RENTAL_ACCRUAL,8,43,2026-08-08T13:00:00+08:00
dc556529-0447-4727-a06c-2324120b2890,M-2166,SESS-20260808-6189-0006,RENTAL_ACCRUAL,36,198,2026-08-08T11:30:00+08:00
0cc6bb12-ca9e-424e-8097-4cefcbb623f6,M-1924,SESS-20260808-8016-0007,RENTAL_ACCRUAL,8,86,2026-08-08T04:15:00+08:00
3cc7a170-915f-468c-875d-b8568c310c78,M-1587,SESS-20260808-4311-0008,RENTAL_ACCRUAL,6,892,2026-08-08T19:00:00+08:00
2dbc93f5-ce39-41a7-8915-07e9404d3495,M-1566,SESS-20260808-3140-0009,RENTAL_REDEMPTION,-200,463,2026-08-08T16:00:00+08:00
db867e43-83fd-4864-95a4-bf19f944360b,M-1566,SESS-20260808-3140-0009,RENTAL_ACCRUAL,3,466,2026-08-08T19:00:00+08:00
facf7998-d857-43a6-903f-96be4378babc,M-1346,SESS-20260808-2257-0010,RENTAL_ACCRUAL,11,354,2026-08-08T15:30:00+08:00
dd6f5dd5-169f-4e98-9b84-8b305fb5a884,M-1572,SESS-20260808-7642-0011,RENTAL_ACCRUAL,45,448,2026-08-09T02:15:00+08:00
0e8d7051-989a-4b19-894c-3fa8a02d4596,M-1485,SESS-20260808-9055-0012,RENTAL_ACCRUAL,11,150,2026-08-09T00:45:00+08:00
48f26c29-7d8e-46a7-8771-99c42c054347,M-2077,SESS-20260808-7832-0013,RENTAL_REDEMPTION,-100,31,2026-08-08T13:00:00+08:00
0d3debd6-24ab-4e4e-95e9-3540ded328cc,M-2077,SESS-20260808-7832-0013,RENTAL_ACCRUAL,11,42,2026-08-08T15:00:00+08:00
94d51452-98af-4bc2-a715-b7c5182d2a2e,M-1302,SESS-20260808-1420-0014,RENTAL_ACCRUAL,11,155,2026-08-08T15:00:00+08:00
4c4fa5e8-8023-409c-b460-11ad0e7f279e,M-1143,SESS-20260808-7508-0015,RENTAL_ACCRUAL,115,3754,2026-08-08T22:15:00+08:00
2c064fd1-9b92-4a4c-b5a9-3509e46284c6,M-1675,SESS-20260808-1745-0016,RENTAL_ACCRUAL,6,2046,2026-08-08T15:00:00+08:00
02cd4153-a3de-4164-b666-1fc8319f6f81,M-1673,SESS-20260808-7838-0017,RENTAL_ACCRUAL,28,517,2026-08-09T04:30:00+08:00
3af43c46-af2f-4374-9183-3ea5a9cb205e,M-1558,SESS-20260808-6367-0018,RENTAL_ACCRUAL,13,200,2026-08-08T12:30:00+08:00
