order_item_id,purchase_id,item_sku,quantity,unit_price,total_price
ITEM-20260808-2533-0001-01,ORD-20260808-2533-0001,SKU-BEV-03,1,30.00,30.00
ITEM-20260808-9079-0002-01,ORD-20260808-9079-0002,SKU-BEV-02,1,90.00,90.00
ITEM-20260809-6590-0003-01,ORD-20260809-6590-0003,SKU-SNK-04,1,60.00,60.00
ITEM-20260809-6590-0003-02,ORD-20260809-6590-0003,SKU-SNK-01,1,120.00,120.00
ITEM-20260808-8119-0004-01,ORD-20260808-8119-0004,SKU-BEV-04,1,85.00,85.00
ITEM-20260808-8143-0005-01,ORD-20260808-8143-0005,SKU-SNK-01,2,120.00,240.00
ITEM-20260808-8143-0005-02,ORD-20260808-8143-0005,SKU-BEV-01,1,65.00,65.00
ITEM-20260808-3324-0006-01,ORD-20260808-3324-0006,SKU-BEV-01,1,65.00,65.00
ITEM-20260808-8142-0007-01,ORD-20260808-8142-0007,SKU-BEV-04,1,85.00,85.00
ITEM-20260809-9130-0008-01,ORD-20260809-9130-0008,SKU-BEV-01,1,65.00,65.00
ITEM-20260809-9130-0008-02,ORD-20260809-9130-0008,SKU-SNK-01,1,120.00,120.00
ITEM-20260809-9130-0008-03,ORD-20260809-9130-0008,SKU-BEV-04,1,85.00,85.00
ITEM-20260808-5902-0009-01,ORD-20260808-5902-0009,SKU-SNK-01,1,120.00,120.00
ITEM-20260808-9266-0010-01,ORD-20260808-9266-0010,SKU-BEV-01,1,65.00,65.00
ITEM-20260808-9938-0011-01,ORD-20260808-9938-0011,SKU-SNK-01,2,120.00,240.00
ITEM-20260808-1800-0012-01,ORD-20260808-1800-0012,SKU-BEV-01,1,65.00,65.00
ITEM-20260808-1075-0013-01,ORD-20260808-1075-0013,SKU-BEV-02,1,90.00,90.00
ITEM-20260808-3402-0014-01,ORD-20260808-3402-0014,SKU-BEV-04,1,85.00,85.00
ITEM-20260809-2621-0015-01,ORD-20260809-2621-0015,SKU-BEV-01,1,65.00,65.00
ITEM-20260808-9750-0016-01,ORD-20260808-9750-0016,SKU-SNK-02,1,135.00,135.00
ITEM-20260808-7900-0017-01,ORD-20260808-7900-0017,SKU-SNK-02,1,135.00,135.00
ITEM-20260808-7900-0017-02,ORD-20260808-7900-0017,SKU-SNK-01,1,120.00,120.00
ITEM-20260808-4039-0018-01,ORD-20260808-4039-0018,SKU-SNK-02,1,135.00,135.00
ITEM-20260808-3559-0019-01,ORD-20260808-3559-0019,SKU-BEV-03,1,30.00,30.00
ITEM-20260808-3559-0019-02,ORD-20260808-3559-0019,SKU-SNK-03,1,75.00,75.00
ITEM-20260808-3559-0019-03,ORD-20260808-3559-0019,SKU-SNK-01,2,120.00,240.00
ITEM-20260808-5226-0020-01,ORD-20260808-5226-0020,SKU-BEV-03,1,30.00,30.00
ITEM-20260808-5226-0020-02,ORD-20260808-5226-0020,SKU-BEV-02,2,90.00,180.00
ITEM-20260808-5226-0020-03,ORD-20260808-5226-0020,SKU-SNK-01,1,120.00,120.00
ITEM-20260808-8463-0021-01,ORD-20260808-8463-0021,SKU-BEV-04,1,85.00,85.00
ITEM-20260808-7522-0022-01,ORD-20260808-7522-0022,SKU-BEV-01,1,65.00,65.00
ITEM-20260808-4507-0023-01,ORD-20260808-4507-0023,SKU-SNK-04,2,60.00,120.00
ITEM-20260809-5441-0024-01,ORD-20260809-5441-0024,SKU-BEV-01,2,65.00,130.00
ITEM-20260808-1339-0025-01,ORD-20260808-1339-0025,SKU-BEV-03,1,30.00,30.00
ITEM-20260808-8423-0026-01,ORD-20260808-8423-0026,SKU-BEV-02,1,90.00,90.00
ITEM-20260808-8423-0026-02,ORD-20260808-8423-0026,SKU-BEV-03,1,30.00,30.00
ITEM-20260809-8790-0027-01,ORD-20260809-8790-0027,SKU-BEV-03,1,30.00,30.00
