purchase_id,member_id,rental_id,total_amount,points_accrued,payment_method,purchased_at
ORD-20260808-1410-0081,M-1924,SESS-20260808-8016-0007,205.00,20,GCash,2026-08-08T03:18:01+08:00
ORD-20260808-9753-0251,M-1922,SESS-20260808-2859-0231,205.00,20,GCash,2026-08-08T04:12:08+08:00
ORD-20260808-7900-0017,M-1117,SESS-20260808-7875-0139,255.00,31,GCash,2026-08-08T05:55:27+08:00
ORD-20260808-3324-0006,M-1004,SESS-20260808-9778-0072,65.00,8,Cash,2026-08-08T07:16:22+08:00
ORD-20260808-1661-0175,M-1007,SESS-20260808-8292-0159,180.00,27,Cash,2026-08-08T07:21:37+08:00
ORD-20260808-4737-0079,M-1347,SESS-20260808-7567-0315,255.00,38,Cash,2026-08-08T07:41:17+08:00
ORD-20260808-8166-0210,M-1957,SESS-20260808-8682-0186,195.00,24,GCash,2026-08-08T07:49:02+08:00
ORD-20260808-9969-0056,M-1396,SESS-20260808-6175-0400,120.00,15,GCash,2026-08-08T08:38:14+08:00
ORD-20260808-5913-0077,M-1253,SESS-20260808-2681-0289,65.00,8,Credit Card,2026-08-08T09:00:40+08:00
ORD-20260808-6088-0312,M-1366,,85.00,10,Cash,2026-08-08T09:03:00+08:00
ORD-20260808-4188-0354,M-1807,,120.00,15,Maya,2026-08-08T09:14:00+08:00
ORD-20260808-2271-0350,M-1536,,125.00,15,GCash,2026-08-08T09:19:00+08:00
ORD-20260808-4916-0359,M-1270,,150.00,22,Maya,2026-08-08T09:23:00+08:00
ORD-20260808-8249-0296,M-1755,,95.00,11,GCash,2026-08-08T09:27:00+08:00
ORD-20260808-3353-0307,M-1342,,65.00,8,Cash,2026-08-08T09:32:00+08:00
ORD-20260808-9440-0313,M-1079,,60.00,9,Credit Card,2026-08-08T09:45:00+08:00
ORD-20260808-5096-0341,M-1234,,120.00,15,GCash,2026-08-08T09:48:00+08:00
ORD-20260808-5590-0275,M-2071,,210.00,21,Cash,2026-08-08T09:53:00+08:00
ORD-20260808-3377-0176,M-1380,SESS-20260808-8261-0031,65.00,9,Cash,2026-08-08T10:00:19+08:00
ORD-20260808-8132-0345,M-1438,,265.00,39,GCash,2026-08-08T10:24:00+08:00
ORD-20260808-6009-0286,M-1136,,60.00,7,GCash,2026-08-08T10:34:00+08:00
ORD-20260808-8947-0297,M-1557,,65.00,8,GCash,2026-08-08T10:58:00+08:00
ORD-20260808-7480-0288,M-1562,,65.00,9,GCash,2026-08-08T11:00:00+08:00
ORD-20260808-7474-0284,M-2107,,150.00,18,Credit Card,2026-08-08T11:10:00+08:00
ORD-20260808-8143-0005,M-1335,SESS-20260808-2770-0267,305.00,38,Maya,2026-08-08T11:14:35+08:00
ORD-20260808-9824-0293,M-1454,,95.00,14,Maya,2026-08-08T11:19:00+08:00
ORD-20260808-8437-0311,M-2110,,120.00,15,Cash,2026-08-08T11:19:00+08:00
ORD-20260808-3559-0019,M-1069,SESS-20260808-8356-0154,345.00,43,GCash,2026-08-08T11:26:12+08:00
ORD-20260808-9479-0094,M-2166,SESS-20260808-6189-0006,30.00,3,GCash,2026-08-08T11:28:25+08:00
ORD-20260808-9984-0347,M-1756,,150.00,22,Cash,2026-08-08T11:29:00+08:00
ORD-20260808-5082-0165,M-1756,SESS-20260808-7713-0248,120.00,18,Maya,2026-08-08T11:34:25+08:00
ORD-20260808-3805-0299,M-1616,,180.00,22,GCash,2026-08-08T11:36:00+08:00
ORD-20260808-8159-0085,M-1494,SESS-20260808-4363-0227,240.00,30,Maya,2026-08-08T11:40:38+08:00
ORD-20260808-1733-0353,M-1251,,120.00,15,Maya,2026-08-08T11:41:00+08:00
ORD-20260808-1521-0357,M-1357,,210.00,26,GCash,2026-08-08T11:42:00+08:00
ORD-20260808-7513-0220,M-1144,SESS-20260808-7374-0005,210.00,26,Cash,2026-08-08T11:46:38+08:00
ORD-20260808-8995-0336,M-1970,,90.00,9,GCash,2026-08-08T12:12:00+08:00
ORD-20260808-8070-0303,M-1756,,170.00,25,Credit Card,2026-08-08T12:16:00+08:00
ORD-20260808-4805-0111,M-1795,SESS-20260808-7667-0275,120.00,15,Cash,2026-08-08T12:27:30+08:00
ORD-20260808-9417-0249,M-1188,SESS-20260808-6542-0001,170.00,25,GCash,2026-08-08T12:30:49+08:00
ORD-20260808-4416-0116,M-1317,SESS-20260808-7711-0080,150.00,15,GCash,2026-08-08T12:32:29+08:00
ORD-20260808-1922-0348,M-1300,,300.00,45,Maya,2026-08-08T12:38:00+08:00
ORD-20260808-1574-0356,M-1373,,95.00,11,Cash,2026-08-08T12:41:00+08:00
ORD-20260808-1402-0340,M-1644,,60.00,7,Cash,2026-08-08T12:51:00+08:00
ORD-20260808-9468-0281,M-2001,,155.00,15,GCash,2026-08-08T12:53:00+08:00
ORD-20260808-4494-0322,M-1194,,360.00,45,Cash,2026-08-08T12:53:00+08:00
ORD-20260808-8763-0324,M-1235,,120.00,18,Maya,2026-08-08T12:55:00+08:00
ORD-20260808-7109-0326,M-1165,,120.00,15,GCash,2026-08-08T13:05:00+08:00
ORD-20260808-9558-0223,M-1495,SESS-20260808-9867-0335,185.00,23,GCash,2026-08-08T13:07:14+08:00
ORD-20260808-3667-0248,M-2077,SESS-20260808-7832-0013,85.00,10,Maya,2026-08-08T13:08:33+08:00
ORD-20260808-6469-0106,M-1895,SESS-20260808-3402-0310,150.00,18,GCash,2026-08-08T13:12:20+08:00
ORD-20260808-1075-0013,M-1111,SESS-20260808-4184-0143,90.00,11,GCash,2026-08-08T13:13:28+08:00
ORD-20260808-4902-0058,M-1474,SESS-20260808-2774-0093,120.00,15,GCash,2026-08-08T13:14:16+08:00
ORD-20260808-6611-0316,M-2005,,185.00,23,GCash,2026-08-08T13:26:00+08:00
ORD-20260808-4486-0160,M-2143,SESS-20260808-3711-0457,140.00,14,Cash,2026-08-08T13:28:21+08:00
ORD-20260808-6835-0254,M-1100,SESS-20260808-1268-0189,85.00,10,GCash,2026-08-08T13:31:57+08:00
ORD-20260808-8970-0309,M-1243,,85.00,10,Maya,2026-08-08T13:46:00+08:00
ORD-20260808-3465-0304,M-1621,,210.00,26,Cash,2026-08-08T13:49:00+08:00
ORD-20260808-8061-0088,M-1202,SESS-20260808-4670-0274,270.00,40,GCash,2026-08-08T13:52:45+08:00
ORD-20260808-5870-0346,M-1989,,85.00,10,Maya,2026-08-08T13:57:00+08:00
ORD-20260808-1114-0240,M-1078,SESS-20260808-5138-0314,75.00,11,Credit Card,2026-08-08T13:57:22+08:00
ORD-20260808-8430-0256,M-2055,SESS-20260808-1598-0049,55.00,5,GCash,2026-08-08T14:00:57+08:00
ORD-20260808-8873-0283,M-1570,,450.00,67,Maya,2026-08-08T14:08:00+08:00
ORD-20260808-2485-0043,M-1790,SESS-20260808-6844-0033,30.00,3,GCash,2026-08-08T14:10:08+08:00
ORD-20260808-7469-0291,M-2157,,200.00,20,GCash,2026-08-08T14:19:00+08:00
ORD-20260808-4507-0023,M-1736,SESS-20260808-4922-0279,120.00,15,Maya,2026-08-08T14:19:32+08:00
ORD-20260808-8345-0364,M-1360,,65.00,8,Maya,2026-08-08T14:22:00+08:00
ORD-20260808-5262-0337,M-1831,,155.00,19,Maya,2026-08-08T14:34:00+08:00
ORD-20260808-9163-0355,M-1844,,60.00,6,Maya,2026-08-08T14:38:00+08:00
ORD-20260808-3285-0323,M-2020,,135.00,13,GCash,2026-08-08T14:44:00+08:00
ORD-20260808-2327-0349,M-1568,,50.00,6,GCash,2026-08-08T14:44:00+08:00
ORD-20260808-6269-0214,M-1912,SESS-20260808-5101-0184,90.00,11,Credit Card,2026-08-08T14:47:44+08:00
